Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648430248.895466,0.43,No Attack
DCM,Ex,1648430848.895474,0.29,No Attack
DERAS,Ex,1648431448.895477,0.3,No Attack
DTM,Ex,1648432048.895479,0.18,No Attack
DER,Ex,1648432648.895481,0.23,No Attack
DCM,Ex,1648433248.895483,0.32,No Attack
DERAS,Ex,1648433848.895485,0.38,No Attack
DTM,Ex,1648434448.895487,0.18,No Attack
DER,Ex,1648435048.895489,0.31,No Attack
DCM,Ex,1648435648.895491,0.33,No Attack
DERAS,Ex,1648436248.895493,0.34,No Attack
DTM,Ex,1648436848.895495,0.41,No Attack
DER,Ex,1648437448.895497,0.39,No Attack
DCM,Ex,1648438048.895499,0.19,No Attack
DERAS,Ex,1648438648.895501,0.38,No Attack
DTM,Ex,1648439248.895503,0.45,No Attack
DER,Ex,1648439848.895505,0.33,No Attack
DCM,Ex,1648440448.895507,0.36,No Attack
DERAS,Ex,1648441048.895509,0.45,No Attack
DTM,Ex,1648441648.895511,0.17,No Attack
DER,Ex,1648442248.895512,0.21,No Attack
DCM,Ex,1648442848.895514,0.18,No Attack
DERAS,Ex,1648443448.895516,0.29,No Attack
DTM,Ex,1648444048.895518,0.27,No Attack
DER,Ex,1648444648.895520,0.4,No Attack
DCM,Ex,1648445248.895522,0.27,No Attack
DERAS,Ex,1648445848.895524,0.41,No Attack
DTM,Ex,1648446448.895526,0.32,No Attack
DER,Ex,1648447048.895528,0.31,No Attack
DCM,Ex,1648447648.895530,0.43,No Attack
DERAS,Ex,1648448248.895532,0.29,No Attack
DTM,Ex,1648448848.895533,0.2,No Attack
DER,Ex,1648449448.895535,0.19,No Attack
DCM,Ex,1648450048.895537,0.33,No Attack
DERAS,Ex,1648450648.895539,0.18,No Attack
DTM,Ex,1648451248.895541,0.3,No Attack
DER,Ex,1648451848.895543,0.33,No Attack
DCM,Ex,1648452448.895545,0.45,No Attack
DERAS,Ex,1648453048.895547,0.42,No Attack
DTM,Ex,1648453648.895549,0.18,No Attack
DER,Ex,1648454248.895551,0.32,No Attack
DCM,Ex,1648454848.895553,0.33,No Attack
DERAS,Ex,1648455448.895555,0.23,No Attack
DTM,Ex,1648456048.895556,0.44,No Attack
DER,Ex,1648456648.895558,0.24,No Attack
DCM,Ex,1648457248.895560,0.23,No Attack
DERAS,Ex,1648457848.895562,0.28,No Attack
DTM,Ex,1648458448.895564,0.42,No Attack
DER,Ex,1648459048.895566,0.21,No Attack
DCM,Ex,1648459648.895568,0.18,No Attack
DERAS,Ex,1648460248.895570,0.42,No Attack
DTM,Ex,1648460848.895572,0.31,No Attack
DER,Ex,1648461448.895574,0.16,No Attack
DCM,Ex,1648462048.895575,0.15,No Attack
DERAS,Ex,1648462648.895577,0.16,No Attack
DTM,Ex,1648463248.895579,0.39,No Attack
DER,Ex,1648463848.895581,0.38,No Attack
DCM,Ex,1648464448.895583,0.28,No Attack
DERAS,Ex,1648465048.895585,0.35,No Attack
