Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648430240.188569,0.34,No Attack
DCM,Ex,1648430840.188578,0.19,No Attack
DERAS,Ex,1648431440.188581,0.39,No Attack
DTM,Ex,1648432040.188583,0.31,No Attack
DER,Ex,1648432640.188585,0.45,No Attack
DCM,Ex,1648433240.188587,0.29,No Attack
DERAS,Ex,1648433840.188590,0.25,No Attack
DTM,Ex,1648434440.188592,0.2,No Attack
DER,Ex,1648435040.188595,0.25,No Attack
DCM,Ex,1648435640.188597,0.32,No Attack
DERAS,Ex,1648436240.188599,0.23,No Attack
DTM,Ex,1648436840.188601,0.26,No Attack
DER,Ex,1648437440.188603,0.17,No Attack
DCM,Ex,1648438040.188605,0.36,No Attack
DERAS,Ex,1648438640.188607,0.3,No Attack
DTM,Ex,1648439240.188609,0.38,No Attack
DER,Ex,1648439840.188612,0.25,No Attack
DCM,Ex,1648440440.188614,0.3,No Attack
DERAS,Ex,1648441040.188616,0.31,No Attack
DTM,Ex,1648441640.188618,0.36,No Attack
DER,Ex,1648442240.188620,0.33,No Attack
DCM,Ex,1648442840.188622,0.32,No Attack
DERAS,Ex,1648443440.188624,0.23,No Attack
DTM,Ex,1648444040.188626,0.42,No Attack
DER,Ex,1648444640.188628,0.2,No Attack
DCM,Ex,1648445240.188630,0.29,No Attack
DERAS,Ex,1648445840.188632,0.45,No Attack
DTM,Ex,1648446440.188635,0.26,No Attack
DER,Ex,1648447040.188637,0.44,No Attack
DCM,Ex,1648447640.188639,0.15,No Attack
DERAS,Ex,1648448240.188641,0.45,No Attack
DTM,Ex,1648448840.188643,0.39,No Attack
DER,Ex,1648449440.188645,0.37,No Attack
DCM,Ex,1648450040.188647,0.4,No Attack
DERAS,Ex,1648450640.188649,0.22,No Attack
DTM,Ex,1648451240.188651,0.22,No Attack
DER,Ex,1648451840.188653,0.25,No Attack
DCM,Ex,1648452440.188655,0.37,No Attack
DERAS,Ex,1648453040.188657,0.38,No Attack
DTM,Ex,1648453640.188659,0.17,No Attack
DER,Ex,1648454240.188661,0.21,No Attack
DCM,Ex,1648454840.188663,0.38,No Attack
DERAS,Ex,1648455440.188665,0.21,No Attack
DTM,Ex,1648456040.188667,0.41,No Attack
DER,Ex,1648456640.188669,0.29,No Attack
DCM,Ex,1648457240.188671,0.42,No Attack
DERAS,Ex,1648457840.188674,0.36,No Attack
DTM,Ex,1648458440.188676,0.2,No Attack
DER,Ex,1648459040.188678,0.41,No Attack
DCM,Ex,1648459640.188680,0.25,No Attack
DERAS,Ex,1648460240.188682,0.24,No Attack
DTM,Ex,1648460840.188684,0.31,No Attack
DER,Ex,1648461440.188686,0.2,No Attack
DCM,Ex,1648462040.188688,0.19,No Attack
DERAS,Ex,1648462640.188690,0.39,No Attack
DTM,Ex,1648463240.188692,0.44,No Attack
DER,Ex,1648463840.188694,0.33,No Attack
DCM,Ex,1648464440.188696,0.2,No Attack
DERAS,Ex,1648465040.188698,0.31,No Attack
DTM,Ex,1648465640.188700,0.32,No Attack
DER,Ex,1648466240.188702,0.34,No Attack
DCM,Ex,1648466840.188704,0.41,No Attack
DERAS,Ex,1648467440.188706,0.41,No Attack
