Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648430244.983819,0.21,No Attack
DCM,Ex,1648430844.983827,0.2,No Attack
DERAS,Ex,1648431444.983830,0.41,No Attack
DTM,Ex,1648432044.983832,0.4,No Attack
DER,Ex,1648432644.983835,0.39,No Attack
DCM,Ex,1648433244.983837,0.45,No Attack
DERAS,Ex,1648433844.983839,0.24,No Attack
DTM,Ex,1648434444.983842,0.34,No Attack
DER,Ex,1648435044.983844,0.33,No Attack
DCM,Ex,1648435644.983846,0.45,No Attack
DERAS,Ex,1648436244.983848,0.22,No Attack
DTM,Ex,1648436844.983850,0.39,No Attack
DER,Ex,1648437444.983852,0.33,No Attack
DCM,Ex,1648438044.983854,0.39,No Attack
DERAS,Ex,1648438644.983856,0.35,No Attack
DTM,Ex,1648439244.983859,0.26,No Attack
DER,Ex,1648439844.983861,0.39,No Attack
DCM,Ex,1648440444.983863,0.26,No Attack
DERAS,Ex,1648441044.983865,0.17,No Attack
DTM,Ex,1648441644.983867,0.23,No Attack
DER,Ex,1648442244.983869,0.23,No Attack
DCM,Ex,1648442844.983871,0.34,No Attack
DERAS,Ex,1648443444.983873,0.43,No Attack
DTM,Ex,1648444044.983876,0.38,No Attack
DER,Ex,1648444644.983878,0.35,No Attack
DCM,Ex,1648445244.983880,0.31,No Attack
DERAS,Ex,1648445844.983882,0.37,No Attack
DTM,Ex,1648446444.983884,0.36,No Attack
DER,Ex,1648447044.983886,0.21,No Attack
DCM,Ex,1648447644.983888,0.37,No Attack
DERAS,Ex,1648448244.983890,0.39,No Attack
DTM,Ex,1648448844.983892,0.37,No Attack
DER,Ex,1648449444.983894,0.43,No Attack
DCM,Ex,1648450044.983897,0.38,No Attack
DERAS,Ex,1648450644.983899,0.17,No Attack
DTM,Ex,1648451244.983901,0.26,No Attack
DER,Ex,1648451844.983903,0.22,No Attack
DCM,Ex,1648452444.983905,0.31,No Attack
DERAS,Ex,1648453044.983907,0.44,No Attack
DTM,Ex,1648453644.983909,0.4,No Attack
DER,Ex,1648454244.983911,0.28,No Attack
DCM,Ex,1648454844.983913,0.41,No Attack
DERAS,Ex,1648455444.983915,0.38,No Attack
DTM,Ex,1648456044.983918,0.2,No Attack
DER,Ex,1648456644.983920,0.22,No Attack
DCM,Ex,1648457244.983922,0.38,No Attack
DERAS,Ex,1648457844.983924,0.24,No Attack
DTM,Ex,1648458444.983926,0.2,No Attack
DER,Ex,1648459044.983928,0.34,No Attack
DCM,Ex,1648459644.983930,0.26,No Attack
DERAS,Ex,1648460244.983932,0.17,No Attack
DTM,Ex,1648460844.983934,0.19,No Attack
DER,Ex,1648461444.983936,0.19,No Attack
DCM,Ex,1648462044.983938,0.25,No Attack
DERAS,Ex,1648462644.983941,0.16,No Attack
DTM,Ex,1648463244.983943,0.43,No Attack
DER,Ex,1648463844.983945,0.27,No Attack
DCM,Ex,1648464444.983947,0.27,No Attack
DERAS,Ex,1648465044.983949,0.37,No Attack
DTM,Ex,1648465644.983951,0.43,No Attack
DER,Ex,1648466244.983953,0.2,No Attack
DCM,Ex,1648466844.983955,0.25,No Attack
DERAS,Ex,1648467444.983958,0.35,No Attack
DTM,Ex,1648468044.983960,0.45,No Attack
DER,Ex,1648468644.983962,0.25,No Attack
DCM,Ex,1648469244.983964,0.15,No Attack
DERAS,Ex,1648469844.983966,0.17,No Attack
DTM,Ex,1648470444.983968,0.36,No Attack
DER,Ex,1648471044.983970,0.33,No Attack
DCM,Ex,1648471644.983972,0.4,No Attack
