Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1646184085.312572,0.24,No Attack
DCM,Ex,1646184085.312580,0.19,No Attack
DERAS,Ex,1646184085.312583,0.31,No Attack
DTM,Ex,1646184085.312585,0.38,No Attack
DER,Ex,1646185285.312588,0.42,No Attack
DCM,Ex,1646185285.312590,0.35,No Attack
DERAS,Ex,1646185285.312592,0.19,No Attack
DTM,Ex,1646185285.312594,0.22,No Attack
DER,Ex,1646186485.312597,0.42,No Attack
DCM,Ex,1646186485.312599,0.4,No Attack
DERAS,Ex,1646186485.312601,0.33,No Attack
DTM,Ex,1646186485.312603,0.28,No Attack
DER,Ex,1646187685.312605,0.26,No Attack
DCM,Ex,1646187685.312607,0.45,No Attack
DERAS,Ex,1646187685.312609,0.38,No Attack
DTM,Ex,1646187685.312611,0.23,No Attack
DER,Ex,1646188885.312613,0.3,No Attack
DCM,Ex,1646188885.312616,0.17,No Attack
DERAS,Ex,1646188885.312618,0.33,No Attack
DTM,Ex,1646188885.312620,0.29,No Attack
DER,Ex,1646190085.312622,0.18,No Attack
DCM,Ex,1646190085.312624,0.25,No Attack
DERAS,Ex,1646190085.312627,0.36,No Attack
DTM,Ex,1646190085.312629,0.3,No Attack
DER,Ex,1646191285.312631,0.24,No Attack
DCM,Ex,1646191285.312633,0.2,No Attack
DERAS,Ex,1646191285.312635,0.38,No Attack
DTM,Ex,1646191285.312637,0.39,No Attack
DER,Ex,1646192485.312639,0.17,No Attack
DCM,Ex,1646192485.312641,0.3,No Attack
DERAS,Ex,1646192485.312643,0.23,No Attack
DTM,Ex,1646192485.312646,0.17,No Attack
DER,Ex,1646193685.312648,0.26,No Attack
DCM,Ex,1646193685.312650,0.22,No Attack
DERAS,Ex,1646193685.312652,0.22,No Attack
DTM,Ex,1646193685.312654,0.33,No Attack
DER,Ex,1646194885.312656,0.17,No Attack
DCM,Ex,1646194885.312658,0.45,No Attack
DERAS,Ex,1646194885.312660,0.25,No Attack
DTM,Ex,1646194885.312662,0.15,No Attack
DER,Ex,1646196085.312665,0.26,No Attack
