Ideal_40hr_20min_SPC30.csv,11/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1647052594.867157,0.42,0.1,0,0.0,0.1,1.0,1,0,1,1647052594.867157,1647052594.867157,0.001,0.42,0.21,0,0,0,0,0.18330302779823365,0.0,100000.0,Do nothing
DCM,Ex,1647053794.867164,0.17,0.1,0,0.0,0.1,1.0,1,0,1,1647053794.867164,1647053794.867164,0.001,0.17,0.05666666666666667,0,0,0,0,0.11782755761422424,0.0,100000.0,Do nothing
DERAS,Ex,1647054994.867167,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1647054994.867167,1647054994.867167,0.001,0.39,0.0975,0,0,0,0,0.13490737563232044,0.0,100000.0,Do nothing
DTM,Ex,1647056194.867169,0.4,0.1,0,0.0,0.1,1.0,1,0,1,1647056194.867169,1647056194.867169,0.001,0.4,0.08,0,0,0,0,0.14142135623730953,0.0,100000.0,Do nothing
DER,Ex,1647057394.867171,0.44,0.2,0,0.0,0.039651075702150276,1.0,2,0,2,1647057394.867171,1647052594.867157,0.0004166666654455993,0.44,0.24833333333333332,4800.000014066696,0,0,0,0.1715420259489396,0.001,4800.000014066696,Do nothing
DCM,Ex,1647058594.867173,0.37,0.2,0,0.0,0.03965107574350957,1.0,2,0,2,1647058594.867173,1647053794.867164,0.00041666666588021647,0.37,0.10142857142857142,4800.000009059906,0,0,0,0.049167675534443546,0.001,4800.000009059906,Do nothing
DERAS,Ex,1647059794.867175,0.18,0.2,0,0.0,0.039651075751387536,1.0,2,0,2,1647059794.867175,1647054994.867167,0.0004166666659630007,0.18,0.1078125,4800.000008106232,0,0,0,0.1152404318928784,0.001,4800.000008106232,Do nothing
DTM,Ex,1647060994.867177,0.23,0.2,0,0.0,0.039651075751387536,1.0,2,0,2,1647060994.867177,1647056194.867169,0.0004166666659630007,0.23,0.09666666666666666,4800.000008106232,0,0,0,0.08815233027738593,0.001,4800.000008106232,Do nothing
DER,Ex,1647062194.867179,0.25,0.11895322710645083,0,0.0,0.043528757267712985,1.0,3,0,3,1647062194.867179,1647052594.867157,0.00031249999928598603,0.25,0.2485,4800.000007867813,0,0,0,0.1660265485240683,0.001,4800.000007867813,Do nothing
DCM,Ex,1647063394.867182,0.21,0.1189532272305287,0,0.0,0.04352875728500976,1.0,3,0,3,1647063394.867182,1647053794.867164,0.00031249999941016237,0.21,0.11129870129870129,4800.000009059906,0,0,0,0.09407374835664904,0.001,4800.000009059906,Do nothing
DERAS,Ex,1647064594.867184,0.25,0.1189532272541626,0,0.0,0.04352875728392871,1.0,3,0,3,1647064594.867184,1647054994.867167,0.0003124999994489675,0.25,0.11966145833333335,4800.000008821487,0,0,0,0.08744587070314015,0.001,4800.000008106232,Do nothing
