Ideal_40hr_40min_SPC73.csv,11/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1647052907.807818,0.37,0.1,0,0.0,0.1,1.0,1,0,1,1647052907.807818,1647052907.807818,0.001,0.37,0.185,0,0,0,0,0.2193171219946131,0.0,100000.0,Do nothing
DCM,Ex,1647055307.807826,0.32,0.1,0,0.0,0.1,1.0,1,0,1,1647055307.807826,1647055307.807826,0.001,0.32,0.10666666666666667,0,0,0,0,0.04618802153517007,0.0,100000.0,Do nothing
DERAS,Ex,1647057707.807828,0.23,0.1,0,0.0,0.1,1.0,1,0,1,1647057707.807828,1647057707.807828,0.001,0.23,0.0575,0,0,0,0,0.03915780041490244,0.0,100000.0,Do nothing
DTM,Ex,1647060107.807831,0.25,0.1,0,0.0,0.1,1.0,1,0,1,1647060107.807831,1647060107.807831,0.001,0.25,0.05,0,0,0,0,0.055901699437494734,0.0,100000.0,Do nothing
DER,Ex,1647062507.807837,0.26,0.2,0,0.0,0.019825537869785297,1.0,2,0,2,1647062507.807837,1647052907.807818,0.0002083333329194122,0.26,0.1975,9600.000019073486,0,0,0,0.18867962264113208,0.001,9600.000019073486,Do nothing
DCM,Ex,1647064907.807839,0.28,0.2,0,0.0,0.019825537882586983,1.0,2,0,2,1647064907.807839,1647055307.807826,0.00020833333305393656,0.28,0.13142857142857142,9600.000012874603,0,0,0,0.11754094187079246,0.001,9600.000012874603,Do nothing
DERAS,Ex,1647067307.807841,0.19,0.2,0,0.0,0.01982553788209461,1.0,2,0,2,1647067307.807841,1647057707.807828,0.00020833333304876256,0.19,0.0740625,9600.000013113022,0,0,0,0.08356990230596523,0.001,9600.000013113022,Do nothing
DTM,Ex,1647069707.807843,0.29,0.2,0,0.0,0.019825537884556474,1.0,2,0,2,1647069707.807843,1647060107.807831,0.00020833333307463263,0.29,0.07666666666666666,9600.000011920929,0,0,0,0.029720924166878344,0.001,9600.000011920929,Do nothing
DER,Ex,1647072107.807846,0.37,0.05947661360935589,0,0.0,0.02176437865169379,1.0,3,0,3,1647072107.807846,1647052907.807818,0.00015624999977104987,0.37,0.21475,9600.000009059906,0,0,0,0.12949688970953876,0.001,9600.000009059906,Do nothing
DCM,Ex,1647074507.807848,0.15,0.059476613647760954,0,0.0,0.0217643786587206,1.0,3,0,3,1647074507.807848,1647055307.807826,0.0001562499998214965,0.15,0.1331168831168831,9600.000009059906,0,0,0,0.11416267727728219,0.001,9600.000009059906,Do nothing
DERAS,Ex,1647076907.807850,0.26,0.05947661364628383,0,0.0,0.0217643786587206,1.0,3,0,3,1647076907.80785,1647057707.807828,0.0001562499998214965,0.26,0.08955729166666666,9600.000008821487,0,0,0,0.06121017567415246,0.001,9600.000008821487,Do nothing
DTM,Ex,1647079307.807852,0.18,0.05947661365366942,0,0.0,0.02176437865980165,1.0,3,0,3,1647079307.807852,1647060107.807831,0.00015624999982925754,0.18,0.0846153846153846,9600.000009059906,0,0,0,0.07417062795529003,0.001,9600.000009059906,Do nothing
DER,Ex,1647081707.807854,0.26,0.08705751460677516,0,0.0,0.02517628426325334,1.0,4,0,4,1647081707.807854,1647052907.807818,0.00013888888871527196,0.26,0.21798214285714287,9600.000007867813,0,0,0,0.1259478350066294,0.001,9600.000007867813,Do nothing
DCM,Ex,1647084107.807856,0.24,0.0870575146348824,0,0.0,0.025176284268463838,1.0,4,0,4,1647084107.807856,1647055307.807826,0.0001388888887440165,0.24,0.14024242424242422,9600.000008106232,0,0,0,0.09047117780600317,0.001,9600.000008106232,Do nothing
DERAS,Ex,1647086507.807858,0.33,0.0870575146348824,0,0.0,0.025176284268463838,1.0,4,0,4,1647086507.807858,1647057707.807828,0.0001388888887440165,0.33,0.1045849609375,9600.000008106232,0,0,0,0.04101939962789963,0.001,9600.000008106232,Do nothing
DTM,Ex,1647088907.807860,0.35,0.0870575146392066,0,0.0,0.02517628426950594,1.0,4,0,4,1647088907.80786,1647060107.807831,0.0001388888887497654,0.35,0.10022624434389138,9600.000007867813,0,0,0,0.021420826546955412,0.001,9600.000007867813,Do nothing
DER,Ex,1647091307.807862,0.18,0.1258814213162667,0,0.0,0.028801981337112665,1.0,5,0,5,1647091307.807862,1647052907.807818,0.00013020833318377198,0.18,0.21587202380952383,9600.000008106232,0,0,0,0.11445749519923505,0.001,9600.000007867813,Do nothing
DCM,Ex,1647093707.807864,0.34,0.1258814213423192,0,0.0,0.02880198134247745,1.0,5,0,5,1647093707.807864,1647055307.807826,0.0001302083332047914,0.34,0.150755980861244,9600.000007867813,0,0,0,0.06783902724000733,0.001,9600.000007867813,Do nothing
DERAS,Ex,1647096107.807866,0.37,0.1258814213423192,0,0.0,0.028801981342298624,1.0,5,0,5,1647096107.807866,1647057707.807828,0.00013020833320398297,0.37,0.11785571289062499,9600.000008106232,0,0,0,0.032160901759336356,0.001,9600.000008106232,Do nothing
DTM,Ex,1647098507.807868,0.3,0.1258814213475297,0,0.0,0.02880198134247745,1.0,5,0,5,1647098507.807868,1647060107.807831,0.00013020833320802517,0.3,0.10973928032751559,9600.000008106232,0,0,0,0.049903483661305155,0.001,9600.000007867813,Do nothing
DER,Ex,1647100907.807870,0.42,0.172811888022676,0,0.0,0.03239772237970444,1.0,6,0,6,1647100907.80787,1647052907.807818,0.0001249999998646478,0.42,0.2251505681818182,9600.000007867813,0,0,0,0.08147942135224148,0.001,9600.000007867813,Do nothing
DCM,Ex,1647103307.807872,0.38,0.1728118880548647,0,0.0,0.032397722382922864,1.0,6,0,6,1647103307.807872,1647055307.807826,0.00012499999988016983,0.38,0.16072311212814644,9600.000008106232,0,0,0,0.05784398485873215,0.001,9600.000007867813,Do nothing
DERAS,Ex,1647105707.807874,0.42,0.17281188805379175,0,0.0,0.03239772238372747,1.0,6,0,6,1647105707.807874,1647057707.807828,0.00012499999988016983,0.42,0.13044505818684896,9600.000007867813,0,0,0,0.012413978097835591,0.001,9600.000007867813,Do nothing
DTM,Ex,1647108107.807876,0.27,0.1728118880548647,0,0.0,0.03239772238356654,1.0,6,0,6,1647108107.807876,1647060107.807831,0.00012499999988265336,0.27,0.11614970911441498,9600.000008106232,0,0,0,0.05510569949456385,0.001,9600.000007867813,Do nothing
DER,Ex,1647110507.807878,0.36,0.22678405665793105,0,0.0,0.035888600169469216,1.0,7,0,7,1647110507.807878,1647052907.807818,0.00012152777765101443,0.36,0.2303370847902098,9600.000008106232,0,0,0,0.08527397946282661,0.001,9600.000007867813,Do nothing
DCM,Ex,1647112907.807880,0.31,0.22678405668046003,0,0.0,0.03588860017422283,1.0,7,0,7,1647112907.80788,1647055307.807826,0.00012152777766409319,0.31,0.1662518857530299,9600.000007867813,0,0,0,0.06792984234679056,0.001,9600.000007867813,Do nothing
DERAS,Ex,1647115307.807882,0.36,0.2267840566860923,0,0.0,0.035888600173182975,1.0,7,0,7,1647115307.807882,1647057707.807828,0.00012152777766359016,0.36,0.13864344896589006,9600.000008106232,0,0,0,0.04554349565836536,0.001,9600.000007867813,Do nothing
DTM,Ex,1647117707.807884,0.33,0.22678405668496582,0,0.0,0.03588860017481703,1.0,7,0,7,1647117707.807884,1647060107.807831,0.0001215277776661053,0.33,0.12352385707598687,9600.000007867813,0,0,0,0.04348779019274253,0.001,9600.000007867813,Do nothing
DER,Ex,1647120107.807886,0.3,0.28710880135575373,0,0.0,0.039247613527500565,1.0,8,0,8,1647120107.807886,1647052907.807818,0.00011904761892724402,0.3,0.2326591819638695,9600.000007867813,0,0,0,0.08545220632347297,0.001,9600.000007867813,Do nothing
DCM,Ex,1647122507.807888,0.44,0.28710880139378264,0,0.0,0.039247613530007,1.0,8,0,8,1647122507.807888,1647055307.807826,0.00011904761893780323,0.44,0.17508247008357733,9600.000008106232,0,0,0,0.0426744653608027,0.001,9600.000007867813,Do nothing
DERAS,Ex,1647124907.807890,0.39,0.2871088013854638,0,0.0,0.039247613530981725,1.0,8,0,8,1647124907.80789,1647057707.807828,0.00011904761893780323,0.39,0.14649834118570598,9600.000007867813,0,0,0,0.03954143856700825,0.001,9600.000007867813,Do nothing
