Ideal_40hr_20min_SPC26.csv,11/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1647052571.941269,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1647052571.941269,1647052571.941269,0.001,0.39,0.195,0,0,0,0,0.20712315177207977,0.0,100000.0,Do nothing
DCM,Ex,1647053771.941277,0.34,0.1,0,0.0,0.1,1.0,1,0,1,1647053771.941277,1647053771.941277,0.001,0.34,0.11333333333333334,0,0,0,0,0.03366501646120703,0.0,100000.0,Do nothing
DERAS,Ex,1647054971.941280,0.29,0.1,0,0.0,0.1,1.0,1,0,1,1647054971.94128,1647054971.94128,0.001,0.29,0.0725,0,0,0,0,0.0621825270205921,0.0,100000.0,Do nothing
DTM,Ex,1647056171.941282,0.18,0.1,0,0.0,0.1,1.0,1,0,1,1647056171.941282,1647056171.941282,0.001,0.18,0.036,0,0,0,0,0.029999999999999995,0.0,100000.0,Do nothing
DER,Ex,1647057371.941285,0.17,0.2,0,0.0,0.03965107568639435,1.0,2,0,2,1647057371.941285,1647052571.941269,0.0004166666652800308,0.17,0.19083333333333333,4800.000015974045,0,0,0,0.19752636954762942,0.001,4800.000015974045,Do nothing
DCM,Ex,1647058571.941287,0.21,0.2,0,0.0,0.03965107573563161,1.0,2,0,2,1647058571.941287,1647053771.941277,0.00041666666579743227,0.21,0.12714285714285714,4800.00001001358,0,0,0,0.13344340694520226,0.001,4800.00001001358,Do nothing
DERAS,Ex,1647059771.941289,0.33,0.2,0,0.0,0.03965107574350957,1.0,2,0,2,1647059771.941289,1647054971.94128,0.00041666666588021647,0.33,0.10468749999999999,4800.000009059906,0,0,0,0.05306666965781276,0.001,4800.000009059906,Do nothing
DTM,Ex,1647060971.941291,0.3,0.2,0,0.0,0.03965107574350957,1.0,2,0,2,1647060971.941291,1647056171.941282,0.00041666666588021647,0.3,0.06533333333333333,4800.000009059906,0,0,0,0.041633319989322674,0.001,4800.000009059906,Do nothing
DER,Ex,1647062171.941294,0.44,0.11895322705918306,0,0.0,0.04352875725365935,1.0,3,0,3,1647062171.941294,1647052571.941269,0.00031249999918509273,0.44,0.21575000000000003,4800.000009059906,0,0,0,0.1085851773528079,0.001,4800.000009059906,Do nothing
DCM,Ex,1647063371.941296,0.44,0.11895322720689483,0,0.0,0.04352875728068556,1.0,3,0,3,1647063371.941296,1647053771.941277,0.0003124999993791183,0.44,0.15558441558441558,4800.000009059906,0,0,0,0.042340610207308935,0.001,4800.000009059906,Do nothing
DERAS,Ex,1647064571.941298,0.31,0.1189532272305287,0,0.0,0.04352875728500976,1.0,3,0,3,1647064571.941298,1647054971.94128,0.00031249999941016237,0.31,0.12179687499999999,4800.000009059906,0,0,0,0.07270738364405388,0.001,4800.000009059906,Do nothing
DTM,Ex,1647065771.941300,0.21,0.1189532272305287,0,0.0,0.043528757286090805,1.0,3,0,3,1647065771.9413,1647056171.941282,0.0003124999994179234,0.21,0.07646153846153846,4800.000008821487,0,0,0,0.06196876798136465,0.001,4800.000008821487,Do nothing
DER,Ex,1647066971.941302,0.41,0.1741150290146374,0,0.0,0.05035256847356801,1.0,4,0,4,1647066971.941302,1647052571.941269,0.00027777777713849954,0.41,0.22962500000000002,4800.000008106232,0,0,0,0.10741096491799797,0.001,4800.000008106232,Do nothing
DCM,Ex,1647068171.941304,0.35,0.17411502912274224,0,0.0,0.05035256849524369,1.0,4,0,4,1647068171.941304,1647053771.941277,0.0002777777772580768,0.35,0.16854545454545455,4800.000007867813,0,0,0,0.08472645058404979,0.001,4800.000007867813,Do nothing
DERAS,Ex,1647069371.941307,0.27,0.17411502914003904,0,0.0,0.05035256849441,1.0,4,0,4,1647069371.941307,1647054971.94128,0.00027777777725347766,0.27,0.13105957031249998,4800.000009059906,0,0,0,0.07790794848730133,0.001,4800.000009059906,Do nothing
DTM,Ex,1647070571.941309,0.4,0.17411502914436322,0,0.0,0.05035256849274265,1.0,4,0,4,1647070571.941309,1647056171.941282,0.0002777777772580768,0.4,0.09549321266968326,4800.000009059906,0,0,0,0.04604493182323474,0.001,4800.000008821487,Do nothing
DER,Ex,1647071771.941311,0.34,0.2517628423678401,0,0.0,0.057603962607344315,1.0,5,0,5,1647071771.941311,1647052571.941269,0.0002604166660975251,0.34,0.23575694444444448,4800.000008821487,0,0,0,0.10798405232049571,0.001,4800.000008106232,Do nothing
DCM,Ex,1647072971.941313,0.38,0.25176284247621844,0,0.0,0.0576039626195045,1.0,5,0,5,1647072971.941313,1647053771.941277,0.00026041666617836906,0.38,0.17967464114832535,4800.000009059906,0,0,0,0.07428246161914596,0.001,4800.000007867813,Do nothing
DERAS,Ex,1647074171.941316,0.44,0.25176284247205,0,0.0,0.057603962633810596,1.0,5,0,5,1647074171.941316,1647054971.94128,0.00026041666617836906,0.44,0.14650659179687497,4800.000008821487,0,0,0,0.02358947438603092,0.001,4800.000008821487,Do nothing
DTM,Ex,1647075371.941318,0.33,0.2517628424637133,0,0.0,0.05760396263094938,1.0,5,0,5,1647075371.941318,1647056171.941282,0.00026041666617836906,0.33,0.10666020254255548,4800.000009059906,0,0,0,0.03825765460894783,0.001,4800.000008821487,Do nothing
DER,Ex,1647076571.941320,0.2,0.3456237756440659,0,0.0,0.06479544467894825,1.0,6,0,6,1647076571.94132,1647052571.941269,0.00024999999946852524,0.2,0.23413162878787883,4800.000009059906,0,0,0,0.1071898666312143,0.001,4800.000008106232,Do nothing
