dataset3_40hr_10min_ideal7.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1648429377.657302,0.17,0.1,0,0.0,0.1,1.0,1,0,1,1648429377.657302,1648429377.657302,0.001,0.17,0.085,0,0,0,0,0.2368543856465402,0.0,100000.0,Do nothing
DCM,Ex,1648429977.657311,0.43,0.1,0,0.0,0.1,1.0,1,0,1,1648429977.657311,1648429977.657311,0.001,0.43,0.14333333333333334,0,0,0,0,0.144164258168706,0.0,100000.0,Do nothing
DERAS,Ex,1648430577.657314,0.32,0.1,0,0.0,0.1,1.0,1,0,1,1648430577.657314,1648430577.657314,0.001,0.32,0.08,0,0,0,0,0.08640987597877148,0.0,100000.0,Do nothing
DTM,Ex,1648431177.657317,0.41,0.1,0,0.0,0.1,1.0,1,0,1,1648431177.657317,1648431177.657317,0.001,0.41,0.08199999999999999,0,0,0,0,0.14671400751121208,0.0,100000.0,Do nothing
DER,Ex,1648431777.657319,0.16,0.2,0,0.0,0.07930215106948722,1.0,2,0,2,1648431777.657319,1648429377.657302,0.000833333327372869,0.16,0.09750000000000002,2400.0000171661377,0,0,0,0.13076696830622023,0.001,2400.0000171661377,Do nothing
DCM,Ex,1648432377.657321,0.3,0.2,0,0.0,0.07930215130582603,1.0,2,0,2,1648432377.657321,1648429977.657311,0.0008333333298563957,0.3,0.16571428571428573,2400.0000100135803,0,0,0,0.14066170155985705,0.001,2400.0000100135803,Do nothing
DERAS,Ex,1648432977.657323,0.3,0.2,0,0.0,0.07930215134521584,1.0,2,0,2,1648432977.657323,1648430577.657314,0.0008333333302703169,0.3,0.10750000000000001,2400.0000088214874,0,0,0,0.07699721701835353,0.001,2400.0000088214874,Do nothing
DTM,Ex,1648433577.657325,0.32,0.2,0,0.0,0.07930215136884973,1.0,2,0,2,1648433577.657325,1648431177.657317,0.0008333333305186695,0.32,0.10844444444444444,2400.0000081062317,0,0,0,0.06352602266438183,0.001,2400.0000081062317,Do nothing
DER,Ex,1648434177.657327,0.28,0.23790645320846165,0,0.0,0.08705751428029855,1.0,3,0,3,1648434177.657327,1648429377.657302,0.000624999996740371,0.28,0.11575000000000002,2400.000007867813,0,0,0,0.08475454756727414,0.001,2400.000007867813,Do nothing
DCM,Ex,1648434777.657330,0.19,0.2379064539174781,0,0.0,0.0870575143884034,1.0,3,0,3,1648434777.65733,1648429977.657311,0.0006249999975164732,0.19,0.16792207792207792,2400.000009059906,0,0,0,0.1277919372291508,0.001,2400.000009059906,Do nothing
DERAS,Ex,1648435377.657332,0.32,0.23790645403564753,0,0.0,0.08705751440137595,1.0,3,0,3,1648435377.657332,1648430577.657314,0.0006249999976716935,0.32,0.12520833333333334,2400.000009059906,0,0,0,0.07211627816074243,0.001,2400.0000088214874,Do nothing
DTM,Ex,1648435977.657334,0.35,0.2379064541065492,0,0.0,0.0870575143884034,1.0,3,0,3,1648435977.657334,1648431177.657317,0.0006249999977648258,0.35,0.127025641025641,2400.000009059906,0,0,0,0.059498737088275376,0.001,2400.0000081062317,Do nothing
DER,Ex,1648436577.657336,0.27,0.3482300571211942,0,0.0,0.1007051366520134,1.0,4,0,4,1648436577.657336,1648429377.657302,0.0005555555529248567,0.27,0.12676785714285715,2400.000009059906,0,0,0,0.08091798181010065,0.001,2400.000007867813,Do nothing
DCM,Ex,1648437177.657338,0.2,0.3482300575536136,0,0.0,0.10070513680207575,1.0,4,0,4,1648437177.657338,1648429977.657311,0.0005555555534767516,0.2,0.17006060606060605,2400.000007867813,0,0,0,0.108115355604565,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648437777.657340,0.44,0.3482300576055038,0,0.0,0.10070513681541464,1.0,4,0,4,1648437777.65734,1648430577.657314,0.0005555555535503376,0.44,0.1448828125,2400.0000081062317,0,0,0,0.02061468597330015,0.001,2400.0000081062317,Do nothing
DTM,Ex,1648438377.657343,0.2,0.3482300575536136,0,0.0,0.10070513678540216,1.0,4,0,4,1648438377.657343,1648431177.657317,0.0005555555535503376,0.2,0.1313182503770739,2400.0000088214874,0,0,0,0.08541200829735612,0.001,2400.0000081062317,Do nothing
