dataset3_40hr_10min_mixed1.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ind,1648429406.885546,0.23,-1.0,0,0.1,0.1,1.0,0,1,1,1648429406.885546,1648429406.885546,0.001,0.23,0.115,0,0,0,0,0.24919871588754225,0.0,100000.0,Do nothing
DTM,Dis,1648430006.885557,0.18,-1.0,0,0.1,0.1,1.0,0,1,1,1648430006.885557,1648430006.885557,0.001,0.18,0.06,0,0,0,0,0.1174734012447073,0.0,100000.0,Do nothing
DCM,Ux,1648430606.885563,0.33,-1.0,0,0.1,0.1,1.0,0,1,1,1648430606.885563,1648430606.885563,0.001,0.33,0.0825,0,0,0,0,0.09380831519646861,0.0,100000.0,Do nothing
DERAS,Err,1648431206.885568,0.37,-1.0,0,0.1,0.1,1.0,0,1,1,1648431206.885568,1648431206.885568,0.001,0.37,0.074,0,0,0,0,0.12539936203984453,0.0,100000.0,Do nothing
DERAS,Ux,1648431806.885573,0.43,-2.0,0,0.6344172077996135,0.31720860389980676,1.0,0,2,2,1648431806.885573,1648431206.885568,0.0033333333055178328,0.43,0.13333333333333333,600.0000050067902,0,0,0,0.06284372151085049,0.001,600.0000050067902,Do nothing
DTM,Ux,1648432406.885577,0.25,-2.0,0,0.15860430194990338,0.07930215097495169,1.0,0,2,2,1648432406.885577,1648430006.885557,0.0008333333263794582,0.25,0.08714285714285715,2400.0000200271606,0,0,0,0.08128433340529316,0.001,2400.0000200271606,Do nothing
DCM,Err,1648433006.885583,0.27,-2.0,0,0.15860430194990338,0.07930215097495169,1.0,0,2,2,1648433006.885583,1648430606.885563,0.0008333333263794582,0.27,0.1059375,2400.0000200271606,0,0,0,0.0888919890332403,0.001,2400.0000200271606,Do nothing
DER,Ux,1648433606.885587,0.2,-2.0,0,0.09063102955703929,0.045315514778519646,1.0,0,2,2,1648433606.885587,1648429406.885546,0.0004761904715410436,0.2,0.12444444444444445,4200.000041007996,0,0,0,0.11589027377461647,0.001,4200.000041007996,Do nothing
DERAS,N,1648434206.885592,0.2,-9.516258116994203,0,0.031340705326778615,0.010446901775592871,1.0,0,3,3,1648434206.885592,1648431206.885568,0.0009999999919732413,0.2,0.13999999999999999,2400.0000190734863,0,0,0,0.1186342028003479,0.0033333333055178328,600.0000050067902,Do nothing
DER,Ux,1648434806.885597,0.18,-1.3594654433555893,0,0.23215337043141646,0.07738445681047215,1.0,0,3,3,1648434806.885597,1648429406.885546,0.0005555555503064223,0.18,0.1294949494949495,1200.0000100135803,0,0,0,0.10931374547372782,0.001,1200.0000100135803,Do nothing
DERAS,Dis,1648435406.885601,0.36,-0.4178760710237148,0,0.10358242694194165,0.025895606735485414,1.0,0,4,4,1648435406.885601,1648431206.885568,0.0009523809448661718,0.36,0.15833333333333333,1200.000009059906,0,0,0,0.08481709376027567,0.0033333333055178328,600.0000050067902,Do nothing
DERAS,N,1648436006.885606,0.44,-1.2947803367742707,0,0.34562377658826837,0.06912475531765368,1.0,0,5,5,1648436006.885606,1648431206.885568,0.0010416666583882438,0.44,0.18,600.0000050067902,0,0,0,0.06835365551469959,0.0033333333055178328,600.0000050067902,Do nothing
DER,Dis,1648436606.885610,0.32,-3.095378272418886,0,0.2685470303695217,0.06713675759238043,1.0,0,4,4,1648436606.88561,1648429406.885546,0.0005555555506068984,0.32,0.14310245310245312,1800.0000131130219,0,0,0,0.07948915598071173,0.001,1200.0000100135803,Do nothing
DTM,Dis,1648437206.885615,0.35,-2.379064529248551,0,0.08705751406553028,0.02901917135517676,1.0,0,3,3,1648437206.885615,1648430006.885557,0.00041666666330010803,0.35,0.10466666666666666,4800.000038146973,0,0,0,0.030079260375911927,0.001,2400.0000200271606,Do nothing
DER,N,1648437806.885619,0.26,-3.3568378796190212,0,0.6583309970459078,0.13166619940918156,1.0,0,5,5,1648437806.885619,1648429406.885546,0.0005952380900683047,0.26,0.15040854978354978,1200.0000088214874,0,0,0,0.08944837900159235,0.001,1200.0000088214874,Do nothing
DCM,Ind,1648438406.885624,0.3,-2.379064529248551,0,0.07143180645616859,0.023810602152056194,1.0,0,3,3,1648438406.885624,1648430606.885563,0.0003846153816057616,0.3,0.11735294117647059,5400.000041007996,0,0,0,0.060793806827089,0.001,2400.0000200271606,Do nothing
DTM,Dis,1648439006.885629,0.22,-1.1607668542070704,0,0.322256436394339,0.08056410909858475,1.0,0,4,4,1648439006.885629,1648430006.885557,0.0004444444408887699,0.22,0.11107407407407406,1800.0000138282776,0,0,0,0.07100154958571668,0.001,1800.0000138282776,Do nothing
DCM,Ux,1648439606.885633,0.38,-0.9524240860822477,0,0.32225643646263397,0.08056410911565849,1.0,0,4,4,1648439606.885633,1648430606.885563,0.0004444444409829599,0.38,0.13117647058823528,1200.000009059906,0,0,0,0.04174698141801799,0.001,1200.000009059906,Do nothing
DTM,Ind,1648440206.885688,0.45,-4.028205454929237,0,0.5421549364825473,0.10843098729650946,1.0,0,5,5,1648440206.885688,1648430006.885557,0.000490196072129459,0.45,0.12802037037037037,1200.0000591278076,0,0,0,0.03590652799194943,0.001,1200.0000591278076,Do nothing
DCM,Err,1648440806.885696,0.31,-4.028205455782925,0,0.5421549120372375,0.10843098240744752,1.0,0,5,5,1648440806.885696,1648430606.885563,0.0004901960720377948,0.31,0.13969187675070027,1200.0000629425049,0,0,0,0.06490631041472517,0.001,1200.000009059906,Do nothing
DERAS,Ind,1648441406.885701,0.42,-4.1474853190592205,0,0.030491973612815852,0.005081995602135975,1.0,0,6,6,1648441406.885701,1648431206.885568,0.0005882352864453538,0.42,0.19090909090909092,5400.0000948905945,0,0,0,0.06550503103509754,0.0033333333055178328,600.0000050067902,Do nothing
DCM,N,1648442006.885707,0.2,-6.505858944446851,0,0.8184687651547551,0.13641146085912584,1.0,0,6,6,1648442006.885707,1648430606.885563,0.0005263157828252623,0.2,0.14231396906588722,1200.0000109672546,0,0,0,0.07694518249909751,0.001,1200.000009059906,Do nothing
DER,N,1648442606.885712,0.15,-7.899971964550893,0,0.17671484518952135,0.02945247419825356,1.0,0,6,6,1648442606.885712,1648429406.885546,0.0004545454488312903,0.15,0.15039152687590188,4800.000092983246,0,0,0,0.08087908563524193,0.001,1200.0000088214874,Do nothing
DCM,Err,1648443206.885717,0.24,-9.548802260138809,0,1.148435191698646,0.1640621702426637,1.0,0,7,7,1648443206.885717,1648430606.885563,0.0005555555487646208,0.24,0.14622141030325175,1200.0000100135803,0,0,0,0.07152411099268807,0.001,1200.000009059906,Do nothing
DCM,Ux,1648443806.885721,0.19,-13.124973619413096,0,1.5984482425037836,0.19980603031297295,1.0,0,8,8,1648443806.885721,1648430606.885563,0.0006060605988029607,0.19,0.14790520221466513,600.0000040531158,0,0,0,0.0747227596311279,0.001,600.0000040531158,Do nothing
DTM,Err,1648444406.885726,0.41,-6.505859237790568,0,0.18512984764797977,0.03085497460799663,1.0,0,6,6,1648444406.885726,1648430006.885557,0.00041666666177549855,0.41,0.13846406035665296,4200.000037908554,0,0,0,0.029646904241359483,0.001,1200.0000591278076,Do nothing
DERAS,Ux,1648445006.885730,0.37,-0.3557396921495183,0,0.05242856361727021,0.007489794802467173,1.0,0,7,7,1648445006.88573,1648431206.885568,0.0005072463708523817,0.37,0.1973051948051948,3600.0000290870667,0,0,0,0.06966628347623442,0.0033333333055178328,600.0000050067902,Do nothing
DTM,N,1648445606.885736,0.27,-2.159848222559764,0,0.9275822716472598,0.13251175309246568,1.0,0,7,7,1648445606.885736,1648430006.885557,0.0004487179435676921,0.27,0.14299978241332012,1200.0000100135803,0,0,0,0.061957669509575077,0.001,1200.0000100135803,Do nothing
DCM,N,1648446206.885741,0.31,-17.982542728167566,0,0.4703865278346402,0.05226516975940446,1.0,0,9,9,1648446206.885741,1648430606.885563,0.0005769230703365874,0.31,0.15330836214084295,2400.0000200271606,0,0,0,0.05961340245841191,0.001,600.0000040531158,Do nothing
DERAS,Ind,1648446806.885746,0.18,-0.5991835841973738,0,0.13525331395976845,0.016906664244971056,1.0,0,8,8,1648446806.885746,1648431206.885568,0.0005128205069658555,0.18,0.19674696271470463,1800.0000159740448,0,0,0,0.08162146322702947,0.0033333333055178328,600.0000050067902,Do nothing
DER,Ind,1648447406.885751,0.34,-2.0616731938777493,0,0.20097615871459032,0.028710879816370046,1.0,0,7,7,1648447406.885751,1648429406.885546,0.00038888888445901286,0.34,0.15631679166102994,4800.000039100647,0,0,0,0.05443253024019338,0.001,1200.0000088214874,Do nothing
DERAS,Ux,1648448006.885755,0.44,-1.521599782047395,0,0.2620724969634141,0.029119166329268236,1.0,0,9,9,1648448006.885755,1648431206.885568,0.0005357142797462187,0.44,0.20411826687486512,1200.000009059906,0,0,0,0.055081454021900365,0.0033333333055178328,600.0000050067902,Do nothing
DER,N,1648448606.885761,0.38,-2.2968703853096035,0,1.098933166480683,0.13736664581008537,1.0,0,8,8,1648448606.885761,1648429406.885546,0.0004166666619997058,0.38,0.16289570955335256,1200.0000100135803,0,0,0,0.04858484936078759,0.001,1200.0000088214874,Do nothing
DCM,Err,1648449206.885765,0.17,-5.226516975940446,0,0.4230853070001045,0.04230853070001045,1.0,0,10,10,1648449206.885765,1648430606.885563,0.0005376344027581526,0.17,0.15378526607967602,3000.0000240802765,0,0,0,0.0666306076204559,0.001,600.0000040531158,Do nothing
DERAS,N,1648449806.885770,0.21,-2.9119166329268236,0,0.2115426555342921,0.02115426555342921,1.0,0,10,10,1648449806.88577,1648431206.885568,0.0005376344027581526,0.21,0.2042816483505633,1800.0000150203705,0,0,0,0.07616645013095333,0.0033333333055178328,600.0000050067902,Do nothing
DER,Dis,1648450406.885775,0.2,-12.362998122907683,0,0.9318133138026352,0.10353481264473724,1.0,0,9,9,1648450406.885775,1648429406.885546,0.00042857142389550506,0.2,0.16389852821407275,1800.0000140666962,0,0,0,0.06592876419219107,0.001,1200.0000088214874,Do nothing
DERAS,Ind,1648451006.885780,0.3,-2.326969210877213,0,0.3877960062313124,0.03525418238466476,1.0,0,11,11,1648451006.88578,1648431206.885568,0.0005555555496017808,0.3,0.20680055234133796,1200.0000100135803,0,0,0,0.06937657655311277,0.0033333333055178328,600.0000050067902,Do nothing
DER,Dis,1648451606.885786,0.27,-10.353481264473723,0,1.7723843933716896,0.17723843933716896,1.0,0,10,10,1648451606.885786,1648429406.885546,0.0004504504455789403,0.27,0.16661907877268625,1200.0000109672546,0,0,0,0.06025639983273362,0.001,1200.0000088214874,Do nothing
DERAS,Err,1648452206.885790,0.32,-4.230501886159772,0,0.4640794589796159,0.038673288248301324,1.0,0,12,12,1648452206.88579,1648431206.885568,0.0005714285653821466,0.32,0.2096305385328045,1200.0000100135803,0,0,0,0.06668077708659843,0.0033333333055178328,600.0000050067902,Do nothing
DCM,Err,1648452806.885795,0.21,-4.6539383770011495,0,0.38430234479836967,0.034936576799851786,1.0,0,11,11,1648452806.885795,1648430606.885563,0.0004954954903124409,0.21,0.15515635715090342,3600.000030040741,0,0,0,0.05986469389958396,0.001,600.0000040531158,Do nothing
DCM,Ind,1648453406.885800,0.31,-4.192389215982215,0,2.8496106863896866,0.23746755719914053,1.0,0,12,12,1648453406.8858,1648430606.885563,0.0005263157840030456,0.31,0.1588431105520724,600.0000047683716,0,0,0,0.051994742058013216,0.001,600.0000040531158,Do nothing
DCM,N,1648454006.885805,0.36,-30.87078243588827,0,3.4518915710966254,0.26553012085358657,1.0,0,13,13,1648454006.885805,1648430606.885563,0.0005555555498101886,0.36,0.16352117774853583,600.0000050067902,0,0,0,0.04657423606900572,0.001,600.0000040531158,Do nothing
DERAS,Err,1648454606.885810,0.41,-5.027527472279172,0,0.2588918704298251,0.0199147592638327,1.0,0,13,13,1648454606.88581,1648431206.885568,0.0005555555498101886,0.41,0.2141843899297862,2400.000019788742,0,0,0,0.05541238857542054,0.0033333333055178328,600.0000050067902,Do nothing
DERAS,Ind,1648455206.885815,0.4,-2.7880662969365777,0,1.2333660033095784,0.08809757166496988,1.0,0,14,14,1648455206.885815,1648431206.885568,0.0005833333273298211,0.4,0.2183136257091243,600.0000050067902,0,0,0,0.057205248821684894,0.0033333333055178328,600.0000050067902,Do nothing
DER,Ux,1648455806.885820,0.36,-19.496228327088584,0,0.5539942897886203,0.05036311725351093,1.0,0,11,11,1648455806.88582,1648429406.885546,0.0004166666623430722,0.36,0.17082301184284526,4200.000033855438,0,0,0,0.0474238290316429,0.001,1200.0000088214874,Do nothing
DERAS,Ind,1648456406.885825,0.25,-13.214635749745483,0,0.7066519369828921,0.047110129132192806,1.0,0,15,15,1648456406.885825,1648431206.885568,0.0005952380891672518,0.25,0.2189878038855259,1200.0000100135803,0,0,0,0.06773769907787959,0.0033333333055178328,600.0000050067902,Do nothing
