Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1646184017.613486,0.23,No Attack
DCM,Ex,1646184017.613493,0.44,No Attack
DERAS,Ex,1646184017.613496,0.38,No Attack
DTM,Ex,1646184017.613498,0.43,No Attack
DER,Ex,1646184617.613501,0.28,No Attack
DCM,Ex,1646184617.613503,0.42,No Attack
DERAS,Ex,1646184617.613505,0.39,No Attack
DTM,Ex,1646184617.613507,0.17,No Attack
DER,Ex,1646185217.613510,0.2,No Attack
DCM,Ex,1646185217.613512,0.34,No Attack
DERAS,Ex,1646185217.613514,0.2,No Attack
DTM,Ex,1646185217.613516,0.32,No Attack
DER,Ex,1646185817.613518,0.26,No Attack
DCM,Ex,1646185817.613520,0.17,No Attack
DERAS,Ex,1646185817.613522,0.39,No Attack
DTM,Ex,1646185817.613525,0.24,No Attack
DER,Ex,1646186417.613527,0.41,No Attack
DCM,Ex,1646186417.613529,0.22,No Attack
DERAS,Ex,1646186417.613531,0.2,No Attack
DTM,Ex,1646186417.613533,0.41,No Attack
DER,Ex,1646187017.613535,0.18,No Attack
DCM,Ex,1646187017.613537,0.22,No Attack
DERAS,Ex,1646187017.613540,0.4,No Attack
DTM,Ex,1646187017.613542,0.44,No Attack
DER,Ex,1646187617.613544,0.3,No Attack
DCM,Ex,1646187617.613546,0.22,No Attack
DERAS,Ex,1646187617.613548,0.41,No Attack
DTM,Ex,1646187617.613550,0.2,No Attack
DER,Ex,1646188217.613552,0.26,No Attack
DCM,Ex,1646188217.613554,0.42,No Attack
DERAS,Ex,1646188217.613556,0.16,No Attack
DTM,Ex,1646188217.613559,0.27,No Attack
DER,Ex,1646188817.613561,0.31,No Attack
DCM,Ex,1646188817.613563,0.39,No Attack
DERAS,Ex,1646188817.613565,0.38,No Attack
DTM,Ex,1646188817.613567,0.41,No Attack
DER,Ex,1646189417.613569,0.19,No Attack
DCM,Ex,1646189417.613571,0.21,No Attack
DERAS,Ex,1646189417.613573,0.36,No Attack
DTM,Ex,1646189417.613575,0.44,No Attack
