Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DTM,Ind,1648429997.558687,0.37,No Attack
DER,Ux,1648430597.558697,0.33,No Attack
DERAS,N,1648431197.558702,0.36,No Attack
DCM,Ind,1648431797.558707,0.35,No Attack
DER,Ind,1648432397.558711,0.43,No Attack
DTM,Dis,1648432997.558715,0.41,No Attack
DCM,Err,1648433597.558719,0.43,No Attack
DCM,Err,1648434197.558723,0.44,No Attack
DTM,Ind,1648434797.558727,0.37,No Attack
DER,Ind,1648435397.558731,0.17,No Attack
DTM,N,1648435997.558735,0.17,No Attack
DCM,Ux,1648436597.558739,0.4,No Attack
DERAS,Ux,1648437197.558743,0.36,No Attack
DTM,Ind,1648437797.558748,0.4,No Attack
DTM,Ux,1648438397.558752,0.32,No Attack
DERAS,Err,1648438997.558755,0.21,No Attack
DERAS,Ux,1648439597.558759,0.34,No Attack
DER,Dis,1648440197.558763,0.37,No Attack
DERAS,N,1648440797.558768,0.18,No Attack
DERAS,Err,1648441397.558772,0.28,No Attack
DERAS,Ux,1648441997.558776,0.45,No Attack
DTM,Err,1648442597.558780,0.34,No Attack
DCM,Err,1648443197.558784,0.44,No Attack
DTM,N,1648443797.558788,0.21,No Attack
DER,Ux,1648444397.558792,0.44,No Attack
DCM,Err,1648444997.558796,0.44,No Attack
DERAS,Dis,1648445597.558800,0.16,No Attack
DTM,Ux,1648446197.558804,0.26,No Attack
DCM,Ux,1648446797.558809,0.21,No Attack
DCM,Err,1648447397.558813,0.34,No Attack
DTM,Dis,1648447997.558817,0.33,No Attack
DER,Dis,1648448597.558821,0.29,No Attack
DCM,Ind,1648449197.558825,0.25,No Attack
DTM,Ux,1648449797.558829,0.41,No Attack
DTM,N,1648450397.558833,0.33,No Attack
DERAS,Ux,1648450997.558837,0.15,No Attack
DTM,Ux,1648451597.558841,0.24,No Attack
DERAS,Ux,1648452197.558845,0.39,No Attack
DTM,N,1648452797.558849,0.3,No Attack
DERAS,Ux,1648453397.558853,0.31,No Attack
DCM,Dis,1648453997.558857,0.35,No Attack
DERAS,Ux,1648454597.558861,0.21,No Attack
DER,Ind,1648455197.558865,0.15,No Attack
DCM,Ind,1648455797.558869,0.24,No Attack
DCM,Dis,1648456397.558873,0.28,No Attack
DTM,Ux,1648456997.558877,0.3,No Attack
DTM,Ind,1648457597.558881,0.24,No Attack
DTM,N,1648458197.558885,0.2,No Attack
DERAS,Dis,1648458797.558889,0.41,No Attack
DCM,Err,1648459397.558893,0.37,No Attack
DTM,Ux,1648459997.558897,0.42,No Attack
DERAS,N,1648460597.558901,0.16,No Attack
DTM,Dis,1648461197.558905,0.18,No Attack
DCM,N,1648461797.558909,0.2,No Attack
DCM,N,1648462397.558913,0.42,No Attack
DER,Ind,1648462997.558917,0.36,No Attack
DTM,Ind,1648463597.558921,0.45,No Attack
DERAS,Ux,1648464197.558925,0.36,No Attack
DCM,Err,1648464797.558929,0.19,No Attack
DCM,Ind,1648465397.558934,0.37,No Attack
DERAS,N,1648465997.558938,0.26,No Attack
DERAS,N,1648466597.558942,0.24,No Attack
DCM,Ind,1648467197.558946,0.24,No Attack
DERAS,Err,1648467797.558950,0.27,No Attack
DERAS,Dis,1648468397.558954,0.34,No Attack
DERAS,Dis,1648468997.558962,0.26,No Attack
DERAS,Err,1648469597.558966,0.43,No Attack
DTM,Err,1648470197.558970,0.3,No Attack
DTM,Dis,1648470797.558974,0.27,No Attack
