Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648429959.373502,0.45,No Attack
DCM,Ex,1648430559.373509,0.23,No Attack
DERAS,Ex,1648431159.373512,0.18,No Attack
DTM,Ex,1648431759.373515,0.24,No Attack
DER,Ex,1648432359.373517,0.29,No Attack
DCM,Ex,1648432959.373519,0.28,No Attack
DERAS,Ex,1648433559.373522,0.25,No Attack
DTM,Ex,1648434159.373524,0.17,No Attack
DER,Ex,1648434759.373526,0.31,No Attack
DCM,Ex,1648435359.373528,0.23,No Attack
DERAS,Ex,1648435959.373531,0.25,No Attack
DTM,Ex,1648436559.373533,0.18,No Attack
DER,Ex,1648437159.373535,0.17,No Attack
DCM,Ex,1648437759.373537,0.4,No Attack
DERAS,Ex,1648438359.373539,0.28,No Attack
DTM,Ex,1648438959.373541,0.16,No Attack
DER,Ex,1648439559.373543,0.31,No Attack
DCM,Ex,1648440159.373545,0.36,No Attack
DERAS,Ex,1648440759.373548,0.44,No Attack
DTM,Ex,1648441359.373550,0.42,No Attack
DER,Ex,1648441959.373552,0.23,No Attack
DCM,Ex,1648442559.373554,0.25,No Attack
DERAS,Ex,1648443159.373556,0.4,No Attack
DTM,Ex,1648443759.373558,0.32,No Attack
DER,Ex,1648444359.373560,0.45,No Attack
DCM,Ex,1648444959.373562,0.22,No Attack
DERAS,Ex,1648445559.373564,0.39,No Attack
DTM,Ex,1648446159.373566,0.34,No Attack
DER,Ex,1648446759.373568,0.36,No Attack
DCM,Ex,1648447359.373570,0.44,No Attack
DERAS,Ex,1648447959.373573,0.35,No Attack
DTM,Ex,1648448559.373575,0.28,No Attack
DER,Ex,1648449159.373577,0.16,No Attack
DCM,Ex,1648449759.373579,0.29,No Attack
DERAS,Ex,1648450359.373581,0.42,No Attack
DTM,Ex,1648450959.373583,0.28,No Attack
DER,Ex,1648451559.373585,0.24,No Attack
DCM,Ex,1648452159.373587,0.27,No Attack
DERAS,Ex,1648452759.373589,0.16,No Attack
DTM,Ex,1648453359.373591,0.18,No Attack
DER,Ex,1648453959.373593,0.15,No Attack
DCM,Ex,1648454559.373595,0.43,No Attack
DERAS,Ex,1648455159.373597,0.36,No Attack
DTM,Ex,1648455759.373599,0.17,No Attack
DER,Ex,1648456359.373601,0.2,No Attack
DCM,Ex,1648456959.373604,0.15,No Attack
DERAS,Ex,1648457559.373606,0.28,No Attack
DTM,Ex,1648458159.373608,0.38,No Attack
DER,Ex,1648458759.373610,0.44,No Attack
DCM,Ex,1648459359.373612,0.29,No Attack
DERAS,Ex,1648459959.373614,0.29,No Attack
DTM,Ex,1648460559.373616,0.32,No Attack
DER,Ex,1648461159.373618,0.3,No Attack
DCM,Ex,1648461759.373620,0.39,No Attack
DERAS,Ex,1648462359.373622,0.36,No Attack
DTM,Ex,1648462959.373624,0.16,No Attack
DER,Ex,1648463559.373627,0.2,No Attack
DCM,Ex,1648464159.373629,0.33,No Attack
DERAS,Ex,1648464759.373631,0.39,No Attack
DTM,Ex,1648465359.373633,0.31,No Attack
DER,Ex,1648465959.373635,0.18,No Attack
DCM,Ex,1648466559.373637,0.4,No Attack
DERAS,Ex,1648467159.373639,0.33,No Attack
DTM,Ex,1648467759.373641,0.45,No Attack
DER,Ex,1648468359.373643,0.2,No Attack
DCM,Ex,1648468959.373646,0.3,No Attack
DERAS,Ex,1648469559.373648,0.44,No Attack
DTM,Ex,1648470159.373650,0.33,No Attack
DER,Ex,1648470759.373652,0.42,No Attack
DCM,Ex,1648471359.373654,0.16,No Attack
DERAS,Ex,1648471959.373656,0.31,No Attack
DTM,Ex,1648472559.373658,0.36,No Attack
DER,Ex,1648473159.373660,0.21,No Attack
DCM,Ex,1648473759.373662,0.37,No Attack
DERAS,Ex,1648474359.373664,0.2,No Attack
DTM,Ex,1648474959.373667,0.45,No Attack
DER,Ex,1648475559.373669,0.27,No Attack
DCM,Ex,1648476159.373671,0.24,No Attack
DERAS,Ex,1648476759.373673,0.28,No Attack
DTM,Ex,1648477359.373675,0.43,No Attack
DER,Ex,1648477959.373677,0.36,No Attack
DCM,Ex,1648478559.373679,0.22,No Attack
DERAS,Ex,1648479159.373681,0.28,No Attack
DTM,Ex,1648479759.373683,0.2,No Attack
DER,Ex,1648480359.373685,0.15,No Attack
DCM,Ex,1648480959.373687,0.38,No Attack
DERAS,Ex,1648481559.373689,0.15,No Attack
DTM,Ex,1648482159.373691,0.36,No Attack
DER,Ex,1648482759.373693,0.15,No Attack
DCM,Ex,1648483359.373695,0.45,No Attack
DERAS,Ex,1648483959.373697,0.39,No Attack
DTM,Ex,1648484559.373700,0.32,No Attack
DER,Ex,1648485159.373702,0.38,No Attack
DCM,Ex,1648485759.373704,0.33,No Attack
DERAS,Ex,1648486359.373706,0.45,No Attack
DTM,Ex,1648486959.373708,0.23,No Attack
DER,Ex,1648487559.373710,0.22,No Attack
DCM,Ex,1648488159.373712,0.44,No Attack
DERAS,Ex,1648488759.373714,0.37,No Attack
DTM,Ex,1648489359.373716,0.42,No Attack
DER,Ex,1648489959.373718,0.42,No Attack
DCM,Ex,1648490559.373720,0.36,No Attack
DERAS,Ex,1648491159.373722,0.44,No Attack
DTM,Ex,1648491759.373724,0.19,No Attack
DER,Ex,1648492359.373727,0.2,No Attack
DCM,Ex,1648492959.373729,0.43,No Attack
DERAS,Ex,1648493559.373731,0.35,No Attack
DTM,Ex,1648494159.373733,0.4,No Attack
DER,Ex,1648494759.373735,0.17,No Attack
DCM,Ex,1648495359.373737,0.29,No Attack
DERAS,Ex,1648495959.373739,0.24,No Attack
DTM,Ex,1648496559.373741,0.33,No Attack
DER,Ex,1648497159.373743,0.42,No Attack
DCM,Ex,1648497759.373745,0.24,No Attack
DERAS,Ex,1648498359.373747,0.42,No Attack
DTM,Ex,1648498959.373749,0.22,No Attack
DER,Ex,1648499559.373751,0.3,No Attack
DCM,Ex,1648500159.373753,0.28,No Attack
DERAS,Ex,1648500759.373755,0.22,No Attack
DTM,Ex,1648501359.373757,0.39,No Attack
DER,Ex,1648501959.373760,0.43,No Attack
DCM,Ex,1648502559.373762,0.23,No Attack
DERAS,Ex,1648503159.373764,0.35,No Attack
DTM,Ex,1648503759.373766,0.4,No Attack
DER,Ex,1648504359.373768,0.34,No Attack
DCM,Ex,1648504959.373770,0.18,No Attack
DERAS,Ex,1648505559.373772,0.19,No Attack
DTM,Ex,1648506159.373774,0.37,No Attack
DER,Ex,1648506759.373776,0.24,No Attack
DCM,Ex,1648507359.373778,0.4,No Attack
DERAS,Ex,1648507959.373780,0.16,No Attack
