dataset2_40hr_10min_ideal1.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1648428375.292119,0.16,0.1,0,0.0,0.1,1.0,1,0,1,1648428375.292119,1648428375.292119,0.001,0.16,0.08,0,0,0,0,0.23323807579381203,0.0,100000.0,Do nothing
DCM,Ex,1648428975.292127,0.38,0.1,0,0.0,0.1,1.0,1,0,1,1648428975.292127,1648428975.292127,0.001,0.38,0.12666666666666668,0,0,0,0,0.09416297927883686,0.0,100000.0,Do nothing
DERAS,Ex,1648429575.292130,0.31,0.1,0,0.0,0.1,1.0,1,0,1,1648429575.29213,1648429575.29213,0.001,0.31,0.0775,0,0,0,0,0.07874007874011812,0.0,100000.0,Do nothing
DTM,Ex,1648430175.292132,0.21,0.1,0,0.0,0.1,1.0,1,0,1,1648430175.292132,1648430175.292132,0.001,0.21,0.041999999999999996,0,0,0,0,0.022912878474779186,0.0,100000.0,Do nothing
DER,Ex,1648430775.292134,0.18,0.2,0,0.0,0.07930215114038887,1.0,2,0,2,1648430775.292134,1648428375.292119,0.0008333333281179269,0.18,0.09666666666666668,2400.0000150203705,0,0,0,0.1254325848148452,0.001,2400.0000150203705,Do nothing
DCM,Ex,1648431375.292136,0.39,0.2,0,0.0,0.07930215133733788,1.0,2,0,2,1648431375.292136,1648428975.292127,0.0008333333301875326,0.39,0.16428571428571428,2400.000009059906,0,0,0,0.10131281120512703,0.001,2400.000009059906,Do nothing
DERAS,Ex,1648431975.292138,0.4,0.2,0,0.0,0.07930215136884973,1.0,2,0,2,1648431975.292138,1648429575.29213,0.0008333333305186695,0.4,0.1178125,2400.0000081062317,0,0,0,0.03997767233987349,0.001,2400.0000081062317,Do nothing
DTM,Ex,1648432575.292140,0.22,0.2,0,0.0,0.07930215136884973,1.0,2,0,2,1648432575.29214,1648430175.292132,0.0008333333305186695,0.22,0.06177777777777777,2400.0000081062317,0,0,0,0.05317162986238264,0.001,2400.0000081062317,Do nothing
DER,Ex,1648433175.292142,0.19,0.23790645342116662,0,0.0,0.08705751431921628,1.0,3,0,3,1648433175.292142,1648428375.292119,0.0006249999970197677,0.19,0.10600000000000001,2400.000007867813,0,0,0,0.09903235535625421,0.001,2400.000007867813,Do nothing
DCM,Ex,1648433775.292144,0.3,0.23790645401201366,0,0.0,0.08705751442299695,1.0,3,0,3,1648433775.292144,1648428975.292127,0.0006249999977648258,0.3,0.17662337662337663,2400.0000081062317,0,0,0,0.11658005443003144,0.001,2400.0000081062317,Do nothing
DERAS,Ex,1648434375.292146,0.39,0.2379064541065492,0,0.0,0.0870575144446179,1.0,3,0,3,1648434375.292146,1648429575.29213,0.0006249999979200463,0.39,0.14049479166666667,2400.000007867813,0,0,0,0.05587458900940298,0.001,2400.000007867813,Do nothing
DTM,Ex,1648434975.292148,0.31,0.2379064541065492,0,0.0,0.0870575144402937,1.0,3,0,3,1648434975.292148,1648430175.292132,0.0006249999978890022,0.31,0.08087179487179487,2400.0000081062317,0,0,0,0.018080620340818837,0.001,2400.0000081062317,Do nothing
DER,Ex,1648435575.292150,0.42,0.3482300572768651,0,0.0,0.10070513673538135,1.0,4,0,4,1648435575.29215,1648428375.292119,0.0005555555531640111,0.42,0.12842857142857142,2400.0000081062317,0,0,0,0.01629400213251808,0.001,2400.000007867813,Do nothing
DCM,Ex,1648436175.292152,0.23,0.3482300576919878,0,0.0,0.1007051368287535,1.0,4,0,4,1648436175.292152,1648428975.292127,0.0005555555536239235,0.23,0.18018181818181817,2400.000007867813,0,0,0,0.10951359824410417,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648436775.292154,0.33,0.3482300577784716,0,0.0,0.10070513683208822,1.0,4,0,4,1648436775.292154,1648429575.29213,0.0005555555536975095,0.33,0.1523388671875,2400.0000081062317,0,0,0,0.07737447832349717,0.001,2400.000007867813,Do nothing
DTM,Ex,1648437375.292156,0.2,0.3482300577611748,0,0.0,0.10070513684209238,1.0,4,0,4,1648437375.292156,1648430175.292132,0.0005555555536975095,0.2,0.08787933634992458,2400.000007867813,0,0,0,0.06327207881655006,0.001,2400.000007867813,Do nothing
DER,Ex,1648437975.292157,0.39,0.5035256836769068,0,0.0,0.11520792502870934,1.0,5,0,5,1648437975.292157,1648428375.292119,0.0005208333312766626,0.39,0.14296031746031745,2400.000006914139,0,0,0,0.049078245041170684,0.001,2400.000006914139,Do nothing
DCM,Ex,1648438575.292159,0.35,0.5035256841437675,0,0.0,0.11520792509737864,1.0,5,0,5,1648438575.292159,1648428975.292127,0.0005208333315871035,0.35,0.18911961722488038,2400.0000071525574,0,0,0,0.08488006361544531,0.001,2400.0000071525574,Do nothing
DERAS,Ex,1648439175.292161,0.16,0.5035256841604411,0,0.0,0.11520792511168472,1.0,5,0,5,1648439175.292161,1648429575.29213,0.0005208333316517787,0.16,0.15272192382812502,2400.000006914139,0,0,0,0.08929435137970582,0.001,2400.000006914139,Do nothing
DTM,Ex,1648439775.292163,0.39,0.503525684210462,0,0.0,0.11520792511168472,1.0,5,0,5,1648439775.292163,1648430175.292132,0.0005208333316517787,0.39,0.10226603461897579,2400.000006914139,0,0,0,0.027893569334663526,0.001,2400.000006914139,Do nothing
DER,Ex,1648440375.292165,0.32,0.691247550172256,0,0.0,0.12959088909784783,1.0,6,0,6,1648440375.292165,1648428375.292119,0.0004999999980827173,0.32,0.15100757575757576,2400.0000081062317,0,0,0,0.06703051094371212,0.001,2400.000006914139,Do nothing
DCM,Ex,1648440975.292167,0.3,0.6912475505842718,0,0.0,0.1295908891879637,1.0,6,0,6,1648440975.292167,1648428975.292127,0.0004999999983310699,0.3,0.19394050343249428,2400.000007867813,0,0,0,0.08546035460427846,0.001,2400.0000071525574,Do nothing
DERAS,Ex,1648441575.292169,0.26,0.6912475506701083,0,0.0,0.12959088917251527,1.0,6,0,6,1648441575.292169,1648429575.29213,0.0004999999983708064,0.26,0.15719184366861982,2400.0000081062317,0,0,0,0.07497812546624409,0.001,2400.000006914139,Do nothing
DTM,Ex,1648442175.292171,0.25,0.6912475506701083,0,0.0,0.12959088917251527,1.0,6,0,6,1648442175.292171,1648430175.292132,0.0004999999983708064,0.25,0.10817539323421677,2400.0000081062317,0,0,0,0.0544831403161262,0.001,2400.000006914139,Do nothing
DER,Ex,1648442775.292173,0.43,0.9071362236849347,0,0.0,0.14355440023697894,1.0,7,0,7,1648442775.292173,1648428375.292119,0.00048611110929215763,0.43,0.1617380536130536,2400.000007867813,0,0,0,0.04087606203577404,0.001,2400.000006914139,Do nothing
DCM,Ex,1648443375.292175,0.38,0.9071362243157458,0,0.0,0.14355440029402233,1.0,7,0,7,1648443375.292175,1648428975.292127,0.00048611110948532083,0.38,0.20083159589795746,2400.0000081062317,0,0,0,0.07074574931571868,0.001,2400.0000071525574,Do nothing
DERAS,Ex,1648443975.292177,0.25,0.9071362242076069,0,0.0,0.14355440030590635,1.0,7,0,7,1648443975.292177,1648429575.29213,0.00048611110952556316,0.25,0.16050642068045481,2400.000007867813,0,0,0,0.07131162224054463,0.001,2400.000006914139,Do nothing
