Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648429349.292698,0.28,No Attack
DCM,Ex,1648429949.292706,0.15,No Attack
DERAS,Ex,1648430549.292709,0.3,No Attack
DTM,Ex,1648431149.292712,0.17,No Attack
DER,Ex,1648431749.292714,0.37,No Attack
DCM,Ex,1648432349.292716,0.33,No Attack
DERAS,Ex,1648432949.292718,0.45,No Attack
DTM,Ex,1648433549.292720,0.34,No Attack
DER,Ex,1648434149.292723,0.26,No Attack
DCM,Ex,1648434749.292725,0.2,No Attack
DERAS,Ex,1648435349.292727,0.33,No Attack
DTM,Ex,1648435949.292729,0.27,No Attack
DER,Ex,1648436549.292731,0.38,No Attack
DCM,Ex,1648437149.292733,0.4,No Attack
DERAS,Ex,1648437749.292735,0.36,No Attack
DTM,Ex,1648438349.292738,0.31,No Attack
DER,Ex,1648438949.292740,0.45,No Attack
DCM,Ex,1648439549.292742,0.22,No Attack
DERAS,Ex,1648440149.292744,0.4,No Attack
DTM,Ex,1648440749.292746,0.17,No Attack
DER,Ex,1648441349.292748,0.17,No Attack
DCM,Ex,1648441949.292750,0.16,No Attack
DERAS,Ex,1648442549.292752,0.44,No Attack
DTM,Ex,1648443149.292754,0.4,No Attack
DER,Ex,1648443749.292756,0.41,No Attack
DCM,Ex,1648444349.292758,0.17,No Attack
DERAS,Ex,1648444949.292760,0.31,No Attack
DTM,Ex,1648445549.292763,0.18,No Attack
DER,Ex,1648446149.292765,0.27,No Attack
DCM,Ex,1648446749.292767,0.28,No Attack
DERAS,Ex,1648447349.292769,0.19,No Attack
DTM,Ex,1648447949.292771,0.39,No Attack
DER,Ex,1648448549.292773,0.4,No Attack
DCM,Ex,1648449149.292775,0.37,No Attack
DERAS,Ex,1648449749.292777,0.2,No Attack
DTM,Ex,1648450349.292779,0.19,No Attack
DER,Ex,1648450949.292781,0.15,No Attack
DCM,Ex,1648451549.292783,0.35,No Attack
DERAS,Ex,1648452149.292785,0.17,No Attack
DTM,Ex,1648452749.292788,0.33,No Attack
DER,Ex,1648453349.292790,0.4,No Attack
DCM,Ex,1648453949.292792,0.26,No Attack
DERAS,Ex,1648454549.292794,0.44,No Attack
DTM,Ex,1648455149.292796,0.44,No Attack
DER,Ex,1648455749.292798,0.24,No Attack
DCM,Ex,1648456349.292800,0.3,No Attack
DERAS,Ex,1648456949.292802,0.32,No Attack
DTM,Ex,1648457549.292804,0.21,No Attack
DER,Ex,1648458149.292806,0.19,No Attack
DCM,Ex,1648458749.292808,0.44,No Attack
DERAS,Ex,1648459349.292810,0.43,No Attack
DTM,Ex,1648459949.292812,0.28,No Attack
DER,Ex,1648460549.292815,0.44,No Attack
DCM,Ex,1648461149.292817,0.36,No Attack
DERAS,Ex,1648461749.292819,0.42,No Attack
DTM,Ex,1648462349.292821,0.37,No Attack
DER,Ex,1648462949.292823,0.15,No Attack
DCM,Ex,1648463549.292825,0.44,No Attack
DERAS,Ex,1648464149.292827,0.26,No Attack
DTM,Ex,1648464749.292829,0.31,No Attack
DER,Ex,1648465349.292831,0.44,No Attack
DCM,Ex,1648465949.292833,0.21,No Attack
DERAS,Ex,1648466549.292835,0.2,No Attack
DTM,Ex,1648467149.292837,0.39,No Attack
DER,Ex,1648467749.292840,0.33,No Attack
DCM,Ex,1648468349.292842,0.26,No Attack
DERAS,Ex,1648468949.292844,0.23,No Attack
DTM,Ex,1648469549.292846,0.29,No Attack
DER,Ex,1648470149.292848,0.31,No Attack
DCM,Ex,1648470749.292850,0.21,No Attack
DERAS,Ex,1648471349.292852,0.18,No Attack
DTM,Ex,1648471949.292854,0.19,No Attack
DER,Ex,1648472549.292856,0.44,No Attack
DCM,Ex,1648473149.292858,0.35,No Attack
DERAS,Ex,1648473749.292860,0.35,No Attack
DTM,Ex,1648474349.292862,0.33,No Attack
DER,Ex,1648474949.292864,0.28,No Attack
DCM,Ex,1648475549.292866,0.3,No Attack
DERAS,Ex,1648476149.292868,0.34,No Attack
DTM,Ex,1648476749.292870,0.24,No Attack
DER,Ex,1648477349.292873,0.38,No Attack
DCM,Ex,1648477949.292875,0.26,No Attack
DERAS,Ex,1648478549.292877,0.41,No Attack
DTM,Ex,1648479149.292879,0.15,No Attack
DER,Ex,1648479749.292881,0.19,No Attack
DCM,Ex,1648480349.292883,0.42,No Attack
DERAS,Ex,1648480949.292885,0.17,No Attack
DTM,Ex,1648481549.292887,0.34,No Attack
DER,Ex,1648482149.292889,0.17,No Attack
DCM,Ex,1648482749.292891,0.41,No Attack
DERAS,Ex,1648483349.292893,0.35,No Attack
DTM,Ex,1648483949.292895,0.44,No Attack
DER,Ex,1648484549.292897,0.22,No Attack
DCM,Ex,1648485149.292899,0.26,No Attack
DERAS,Ex,1648485749.292901,0.39,No Attack
DTM,Ex,1648486349.292903,0.26,No Attack
DER,Ex,1648486949.292905,0.33,No Attack
DCM,Ex,1648487549.292907,0.33,No Attack
DERAS,Ex,1648488149.292910,0.28,No Attack
DTM,Ex,1648488749.292912,0.35,No Attack
DER,Ex,1648489349.292914,0.26,No Attack
DCM,Ex,1648489949.292916,0.39,No Attack
DERAS,Ex,1648490549.292918,0.17,No Attack
DTM,Ex,1648491149.292920,0.21,No Attack
DER,Ex,1648491749.292922,0.25,No Attack
DCM,Ex,1648492349.292924,0.3,No Attack
DERAS,Ex,1648492949.292926,0.32,No Attack
DTM,Ex,1648493549.292928,0.43,No Attack
DER,Ex,1648494149.292930,0.42,No Attack
DCM,Ex,1648494749.292933,0.24,No Attack
DERAS,Ex,1648495349.292935,0.33,No Attack
DTM,Ex,1648495949.292937,0.41,No Attack
DER,Ex,1648496549.292939,0.23,No Attack
DCM,Ex,1648497149.292941,0.29,No Attack
DERAS,Ex,1648497749.292943,0.37,No Attack
