Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648429361.252076,0.23,No Attack
DCM,Ex,1648429961.252084,0.23,No Attack
DERAS,Ex,1648430561.252087,0.17,No Attack
DTM,Ex,1648431161.252089,0.38,No Attack
DER,Ex,1648431761.252091,0.4,No Attack
DCM,Ex,1648432361.252093,0.24,No Attack
DERAS,Ex,1648432961.252095,0.35,No Attack
DTM,Ex,1648433561.252097,0.22,No Attack
DER,Ex,1648434161.252099,0.16,No Attack
DCM,Ex,1648434761.252101,0.41,No Attack
DERAS,Ex,1648435361.252103,0.17,No Attack
DTM,Ex,1648435961.252105,0.15,No Attack
DER,Ex,1648436561.252107,0.24,No Attack
DCM,Ex,1648437161.252109,0.41,No Attack
DERAS,Ex,1648437761.252111,0.33,No Attack
DTM,Ex,1648438361.252113,0.35,No Attack
DER,Ex,1648438961.252115,0.15,No Attack
DCM,Ex,1648439561.252117,0.3,No Attack
DERAS,Ex,1648440161.252118,0.24,No Attack
DTM,Ex,1648440761.252120,0.18,No Attack
DER,Ex,1648441361.252122,0.34,No Attack
DCM,Ex,1648441961.252124,0.43,No Attack
DERAS,Ex,1648442561.252126,0.43,No Attack
DTM,Ex,1648443161.252128,0.19,No Attack
DER,Ex,1648443761.252130,0.35,No Attack
DCM,Ex,1648444361.252132,0.4,No Attack
DERAS,Ex,1648444961.252134,0.3,No Attack
DTM,Ex,1648445561.252136,0.3,No Attack
DER,Ex,1648446161.252138,0.19,No Attack
DCM,Ex,1648446761.252139,0.28,No Attack
DERAS,Ex,1648447361.252141,0.41,No Attack
DTM,Ex,1648447961.252143,0.37,No Attack
DER,Ex,1648448561.252145,0.24,No Attack
DCM,Ex,1648449161.252147,0.33,No Attack
DERAS,Ex,1648449761.252149,0.36,No Attack
DTM,Ex,1648450361.252151,0.43,No Attack
DER,Ex,1648450961.252153,0.23,No Attack
DCM,Ex,1648451561.252155,0.15,No Attack
DERAS,Ex,1648452161.252157,0.45,No Attack
DTM,Ex,1648452761.252159,0.34,No Attack
DER,Ex,1648453361.252161,0.43,No Attack
DCM,Ex,1648453961.252162,0.39,No Attack
DERAS,Ex,1648454561.252164,0.27,No Attack
DTM,Ex,1648455161.252166,0.39,No Attack
DER,Ex,1648455761.252168,0.17,No Attack
DCM,Ex,1648456361.252170,0.34,No Attack
DERAS,Ex,1648456961.252172,0.22,No Attack
DTM,Ex,1648457561.252174,0.39,No Attack
DER,Ex,1648458161.252176,0.32,No Attack
DCM,Ex,1648458761.252178,0.31,No Attack
DERAS,Ex,1648459361.252179,0.24,No Attack
DTM,Ex,1648459961.252181,0.42,No Attack
DER,Ex,1648460561.252183,0.31,No Attack
DCM,Ex,1648461161.252185,0.3,No Attack
DERAS,Ex,1648461761.252187,0.34,No Attack
DTM,Ex,1648462361.252189,0.32,No Attack
DER,Ex,1648462961.252191,0.3,No Attack
DCM,Ex,1648463561.252193,0.37,No Attack
DERAS,Ex,1648464161.252194,0.19,No Attack
DTM,Ex,1648464761.252196,0.42,No Attack
DER,Ex,1648465361.252198,0.26,No Attack
DCM,Ex,1648465961.252200,0.17,No Attack
DERAS,Ex,1648466561.252202,0.4,No Attack
DTM,Ex,1648467161.252204,0.42,No Attack
DER,Ex,1648467761.252206,0.44,No Attack
DCM,Ex,1648468361.252208,0.43,No Attack
DERAS,Ex,1648468961.252210,0.34,No Attack
DTM,Ex,1648469561.252212,0.39,No Attack
DER,Ex,1648470161.252214,0.43,No Attack
DCM,Ex,1648470761.252216,0.2,No Attack
DERAS,Ex,1648471361.252218,0.23,No Attack
DTM,Ex,1648471961.252219,0.34,No Attack
DER,Ex,1648472561.252221,0.33,No Attack
DCM,Ex,1648473161.252223,0.23,No Attack
DERAS,Ex,1648473761.252225,0.25,No Attack
DTM,Ex,1648474361.252227,0.2,No Attack
DER,Ex,1648474961.252229,0.17,No Attack
DCM,Ex,1648475561.252231,0.45,No Attack
DERAS,Ex,1648476161.252233,0.38,No Attack
DTM,Ex,1648476761.252235,0.32,No Attack
DER,Ex,1648477361.252237,0.38,No Attack
DCM,Ex,1648477961.252239,0.44,No Attack
DERAS,Ex,1648478561.252241,0.43,No Attack
DTM,Ex,1648479161.252242,0.27,No Attack
DER,Ex,1648479761.252244,0.42,No Attack
DCM,Ex,1648480361.252246,0.44,No Attack
DERAS,Ex,1648480961.252248,0.34,No Attack
DTM,Ex,1648481561.252250,0.32,No Attack
DER,Ex,1648482161.252252,0.27,No Attack
DCM,Ex,1648482761.252254,0.15,No Attack
DERAS,Ex,1648483361.252256,0.34,No Attack
DTM,Ex,1648483961.252258,0.29,No Attack
DER,Ex,1648484561.252260,0.3,No Attack
DCM,Ex,1648485161.252261,0.31,No Attack
DERAS,Ex,1648485761.252263,0.24,No Attack
DTM,Ex,1648486361.252265,0.34,No Attack
DER,Ex,1648486961.252267,0.43,No Attack
DCM,Ex,1648487561.252269,0.22,No Attack
DERAS,Ex,1648488161.252271,0.44,No Attack
DTM,Ex,1648488761.252273,0.22,No Attack
DER,Ex,1648489361.252274,0.19,No Attack
DCM,Ex,1648489961.252276,0.36,No Attack
DERAS,Ex,1648490561.252278,0.3,No Attack
DTM,Ex,1648491161.252280,0.36,No Attack
DER,Ex,1648491761.252282,0.27,No Attack
DCM,Ex,1648492361.252284,0.21,No Attack
DERAS,Ex,1648492961.252286,0.35,No Attack
DTM,Ex,1648493561.252287,0.2,No Attack
DER,Ex,1648494161.252289,0.34,No Attack
DCM,Ex,1648494761.252291,0.28,No Attack
DERAS,Ex,1648495361.252293,0.26,No Attack
DTM,Ex,1648495961.252295,0.39,No Attack
DER,Ex,1648496561.252297,0.45,No Attack
DCM,Ex,1648497161.252299,0.31,No Attack
DERAS,Ex,1648497761.252301,0.35,No Attack
DTM,Ex,1648498361.252303,0.29,No Attack
DER,Ex,1648498961.252305,0.24,No Attack
DCM,Ex,1648499561.252307,0.35,No Attack
DERAS,Ex,1648500161.252308,0.28,No Attack
DTM,Ex,1648500761.252310,0.17,No Attack
DER,Ex,1648501361.252312,0.15,No Attack
DCM,Ex,1648501961.252314,0.17,No Attack
DERAS,Ex,1648502561.252316,0.18,No Attack
DTM,Ex,1648503161.252318,0.31,No Attack
DER,Ex,1648503761.252319,0.25,No Attack
DCM,Ex,1648504361.252321,0.34,No Attack
DERAS,Ex,1648504961.252323,0.4,No Attack
DTM,Ex,1648505561.252325,0.22,No Attack
DER,Ex,1648506161.252327,0.35,No Attack
DCM,Ex,1648506761.252329,0.36,No Attack
DERAS,Ex,1648507361.252331,0.28,No Attack
DTM,Ex,1648507961.252333,0.25,No Attack
DER,Ex,1648508561.252335,0.27,No Attack
DCM,Ex,1648509161.252336,0.33,No Attack
