Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648429373.891295,0.36,No Attack
DCM,Ex,1648429973.891302,0.4,No Attack
DERAS,Ex,1648430573.891305,0.42,No Attack
DTM,Ex,1648431173.891308,0.38,No Attack
DER,Ex,1648431773.891310,0.2,No Attack
DCM,Ex,1648432373.891312,0.35,No Attack
DERAS,Ex,1648432973.891315,0.26,No Attack
DTM,Ex,1648433573.891317,0.38,No Attack
DER,Ex,1648434173.891319,0.3,No Attack
DCM,Ex,1648434773.891321,0.29,No Attack
DERAS,Ex,1648435373.891323,0.45,No Attack
DTM,Ex,1648435973.891325,0.29,No Attack
DER,Ex,1648436573.891327,0.39,No Attack
DCM,Ex,1648437173.891329,0.32,No Attack
DERAS,Ex,1648437773.891331,0.19,No Attack
DTM,Ex,1648438373.891334,0.17,No Attack
DER,Ex,1648438973.891336,0.37,No Attack
DCM,Ex,1648439573.891338,0.23,No Attack
DERAS,Ex,1648440173.891340,0.2,No Attack
DTM,Ex,1648440773.891342,0.29,No Attack
DER,Ex,1648441373.891344,0.31,No Attack
DCM,Ex,1648441973.891346,0.32,No Attack
DERAS,Ex,1648442573.891348,0.41,No Attack
DTM,Ex,1648443173.891350,0.37,No Attack
DER,Ex,1648443773.891352,0.2,No Attack
DCM,Ex,1648444373.891354,0.38,No Attack
DERAS,Ex,1648444973.891357,0.34,No Attack
DTM,Ex,1648445573.891359,0.34,No Attack
DER,Ex,1648446173.891361,0.15,No Attack
DCM,Ex,1648446773.891363,0.33,No Attack
DERAS,Ex,1648447373.891365,0.15,No Attack
DTM,Ex,1648447973.891367,0.29,No Attack
DER,Ex,1648448573.891369,0.3,No Attack
DCM,Ex,1648449173.891371,0.41,No Attack
DERAS,Ex,1648449773.891373,0.31,No Attack
DTM,Ex,1648450373.891376,0.28,No Attack
DER,Ex,1648450973.891378,0.27,No Attack
DCM,Ex,1648451573.891380,0.24,No Attack
DERAS,Ex,1648452173.891382,0.37,No Attack
DTM,Ex,1648452773.891384,0.32,No Attack
DER,Ex,1648453373.891386,0.45,No Attack
DCM,Ex,1648453973.891388,0.31,No Attack
DERAS,Ex,1648454573.891390,0.28,No Attack
DTM,Ex,1648455173.891392,0.43,No Attack
DER,Ex,1648455773.891394,0.25,No Attack
DCM,Ex,1648456373.891397,0.19,No Attack
DERAS,Ex,1648456973.891399,0.39,No Attack
DTM,Ex,1648457573.891401,0.2,No Attack
DER,Ex,1648458173.891403,0.31,No Attack
DCM,Ex,1648458773.891405,0.44,No Attack
DERAS,Ex,1648459373.891407,0.3,No Attack
DTM,Ex,1648459973.891409,0.22,No Attack
DER,Ex,1648460573.891411,0.36,No Attack
DCM,Ex,1648461173.891413,0.41,No Attack
DERAS,Ex,1648461773.891415,0.21,No Attack
DTM,Ex,1648462373.891417,0.42,No Attack
DER,Ex,1648462973.891419,0.21,No Attack
DCM,Ex,1648463573.891421,0.21,No Attack
DERAS,Ex,1648464173.891423,0.4,No Attack
DTM,Ex,1648464773.891425,0.17,No Attack
DER,Ex,1648465373.891427,0.35,No Attack
DCM,Ex,1648465973.891430,0.36,No Attack
DERAS,Ex,1648466573.891432,0.2,No Attack
DTM,Ex,1648467173.891434,0.18,No Attack
DER,Ex,1648467773.891436,0.42,No Attack
DCM,Ex,1648468373.891438,0.38,No Attack
DERAS,Ex,1648468973.891440,0.26,No Attack
DTM,Ex,1648469573.891442,0.24,No Attack
DER,Ex,1648470173.891444,0.36,No Attack
DCM,Ex,1648470773.891446,0.4,No Attack
DERAS,Ex,1648471373.891448,0.35,No Attack
DTM,Ex,1648471973.891450,0.24,No Attack
DER,Ex,1648472573.891452,0.32,No Attack
DCM,Ex,1648473173.891454,0.38,No Attack
DERAS,Ex,1648473773.891456,0.27,No Attack
DTM,Ex,1648474373.891459,0.28,No Attack
DER,Ex,1648474973.891461,0.19,No Attack
DCM,Ex,1648475573.891463,0.44,No Attack
DERAS,Ex,1648476173.891465,0.39,No Attack
DTM,Ex,1648476773.891467,0.43,No Attack
DER,Ex,1648477373.891469,0.3,No Attack
DCM,Ex,1648477973.891471,0.2,No Attack
DERAS,Ex,1648478573.891473,0.38,No Attack
DTM,Ex,1648479173.891475,0.34,No Attack
DER,Ex,1648479773.891477,0.33,No Attack
DCM,Ex,1648480373.891479,0.19,No Attack
DERAS,Ex,1648480973.891481,0.34,No Attack
DTM,Ex,1648481573.891483,0.16,No Attack
DER,Ex,1648482173.891485,0.42,No Attack
DCM,Ex,1648482773.891487,0.2,No Attack
DERAS,Ex,1648483373.891489,0.18,No Attack
DTM,Ex,1648483973.891491,0.36,No Attack
DER,Ex,1648484573.891493,0.22,No Attack
DCM,Ex,1648485173.891495,0.44,No Attack
DERAS,Ex,1648485773.891497,0.44,No Attack
DTM,Ex,1648486373.891499,0.45,No Attack
DER,Ex,1648486973.891501,0.19,No Attack
DCM,Ex,1648487573.891503,0.27,No Attack
DERAS,Ex,1648488173.891505,0.21,No Attack
DTM,Ex,1648488773.891508,0.35,No Attack
DER,Ex,1648489373.891510,0.23,No Attack
DCM,Ex,1648489973.891512,0.25,No Attack
DERAS,Ex,1648490573.891514,0.24,No Attack
DTM,Ex,1648491173.891516,0.26,No Attack
DER,Ex,1648491773.891518,0.39,No Attack
DCM,Ex,1648492373.891520,0.28,No Attack
DERAS,Ex,1648492973.891522,0.17,No Attack
DTM,Ex,1648493573.891524,0.4,No Attack
DER,Ex,1648494173.891526,0.3,No Attack
DCM,Ex,1648494773.891528,0.24,No Attack
DERAS,Ex,1648495373.891530,0.28,No Attack
DTM,Ex,1648495973.891532,0.45,No Attack
DER,Ex,1648496573.891534,0.34,No Attack
DCM,Ex,1648497173.891536,0.4,No Attack
DERAS,Ex,1648497773.891538,0.26,No Attack
DTM,Ex,1648498373.891540,0.2,No Attack
DER,Ex,1648498973.891543,0.41,No Attack
DCM,Ex,1648499573.891545,0.38,No Attack
DERAS,Ex,1648500173.891547,0.22,No Attack
DTM,Ex,1648500773.891549,0.24,No Attack
DER,Ex,1648501373.891551,0.24,No Attack
DCM,Ex,1648501973.891553,0.4,No Attack
DERAS,Ex,1648502573.891555,0.26,No Attack
DTM,Ex,1648503173.891557,0.31,No Attack
DER,Ex,1648503773.891559,0.4,No Attack
DCM,Ex,1648504373.891561,0.23,No Attack
DERAS,Ex,1648504973.891563,0.2,No Attack
DTM,Ex,1648505573.891565,0.21,No Attack
DER,Ex,1648506173.891567,0.33,No Attack
DCM,Ex,1648506773.891569,0.24,No Attack
DERAS,Ex,1648507373.891571,0.23,No Attack
DTM,Ex,1648507973.891573,0.44,No Attack
DER,Ex,1648508573.891575,0.36,No Attack
DCM,Ex,1648509173.891577,0.17,No Attack
DERAS,Ex,1648509773.891579,0.23,No Attack
DTM,Ex,1648510373.891581,0.21,No Attack
DER,Ex,1648510973.891583,0.23,No Attack
DCM,Ex,1648511573.891585,0.36,No Attack
DERAS,Ex,1648512173.891587,0.33,No Attack
DTM,Ex,1648512773.891589,0.18,No Attack
DER,Ex,1648513373.891591,0.31,No Attack
DCM,Ex,1648513973.891593,0.28,No Attack
DERAS,Ex,1648514573.891595,0.39,No Attack
DTM,Ex,1648515173.891598,0.3,No Attack
DER,Ex,1648515773.891600,0.42,No Attack
DCM,Ex,1648516373.891602,0.34,No Attack
DERAS,Ex,1648516973.891604,0.3,No Attack
DTM,Ex,1648517573.891606,0.23,No Attack
DER,Ex,1648518173.891608,0.21,No Attack
DCM,Ex,1648518773.891610,0.3,No Attack
