Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648429382.290218,0.15,No Attack
DCM,Ex,1648429982.290226,0.37,No Attack
DERAS,Ex,1648430582.290229,0.15,No Attack
DTM,Ex,1648431182.290231,0.15,No Attack
DER,Ex,1648431782.290234,0.35,No Attack
DCM,Ex,1648432382.290236,0.29,No Attack
DERAS,Ex,1648432982.290238,0.28,No Attack
DTM,Ex,1648433582.290240,0.23,No Attack
DER,Ex,1648434182.290243,0.23,No Attack
DCM,Ex,1648434782.290245,0.3,No Attack
DERAS,Ex,1648435382.290247,0.2,No Attack
DTM,Ex,1648435982.290249,0.41,No Attack
DER,Ex,1648436582.290251,0.42,No Attack
DCM,Ex,1648437182.290253,0.31,No Attack
DERAS,Ex,1648437782.290256,0.2,No Attack
DTM,Ex,1648438382.290258,0.41,No Attack
DER,Ex,1648438982.290260,0.32,No Attack
DCM,Ex,1648439582.290262,0.16,No Attack
DERAS,Ex,1648440182.290264,0.31,No Attack
DTM,Ex,1648440782.290266,0.38,No Attack
DER,Ex,1648441382.290268,0.35,No Attack
DCM,Ex,1648441982.290270,0.27,No Attack
DERAS,Ex,1648442582.290272,0.15,No Attack
DTM,Ex,1648443182.290275,0.28,No Attack
DER,Ex,1648443782.290277,0.43,No Attack
DCM,Ex,1648444382.290279,0.24,No Attack
DERAS,Ex,1648444982.290281,0.34,No Attack
DTM,Ex,1648445582.290283,0.31,No Attack
DER,Ex,1648446182.290285,0.42,No Attack
DCM,Ex,1648446782.290287,0.23,No Attack
DERAS,Ex,1648447382.290289,0.4,No Attack
DTM,Ex,1648447982.290291,0.16,No Attack
DER,Ex,1648448582.290294,0.44,No Attack
DCM,Ex,1648449182.290296,0.29,No Attack
DERAS,Ex,1648449782.290298,0.34,No Attack
DTM,Ex,1648450382.290300,0.21,No Attack
DER,Ex,1648450982.290302,0.4,No Attack
DCM,Ex,1648451582.290304,0.42,No Attack
DERAS,Ex,1648452182.290306,0.36,No Attack
DTM,Ex,1648452782.290308,0.32,No Attack
DER,Ex,1648453382.290310,0.35,No Attack
DCM,Ex,1648453982.290312,0.35,No Attack
DERAS,Ex,1648454582.290314,0.41,No Attack
DTM,Ex,1648455182.290316,0.26,No Attack
DER,Ex,1648455782.290318,0.28,No Attack
DCM,Ex,1648456382.290320,0.22,No Attack
DERAS,Ex,1648456982.290323,0.4,No Attack
DTM,Ex,1648457582.290325,0.28,No Attack
DER,Ex,1648458182.290327,0.42,No Attack
DCM,Ex,1648458782.290329,0.25,No Attack
DERAS,Ex,1648459382.290331,0.33,No Attack
DTM,Ex,1648459982.290333,0.28,No Attack
DER,Ex,1648460582.290335,0.17,No Attack
DCM,Ex,1648461182.290337,0.42,No Attack
DERAS,Ex,1648461782.290339,0.25,No Attack
DTM,Ex,1648462382.290341,0.36,No Attack
DER,Ex,1648462982.290343,0.19,No Attack
DCM,Ex,1648463582.290345,0.18,No Attack
DERAS,Ex,1648464182.290347,0.22,No Attack
DTM,Ex,1648464782.290349,0.18,No Attack
DER,Ex,1648465382.290351,0.36,No Attack
DCM,Ex,1648465982.290354,0.21,No Attack
DERAS,Ex,1648466582.290356,0.23,No Attack
DTM,Ex,1648467182.290358,0.15,No Attack
DER,Ex,1648467782.290360,0.19,No Attack
DCM,Ex,1648468382.290362,0.37,No Attack
DERAS,Ex,1648468982.290364,0.41,No Attack
DTM,Ex,1648469582.290366,0.26,No Attack
DER,Ex,1648470182.290368,0.22,No Attack
DCM,Ex,1648470782.290370,0.34,No Attack
DERAS,Ex,1648471382.290372,0.34,No Attack
DTM,Ex,1648471982.290374,0.26,No Attack
DER,Ex,1648472582.290376,0.43,No Attack
DCM,Ex,1648473182.290378,0.17,No Attack
DERAS,Ex,1648473782.290380,0.45,No Attack
DTM,Ex,1648474382.290382,0.24,No Attack
DER,Ex,1648474982.290384,0.24,No Attack
DCM,Ex,1648475582.290386,0.43,No Attack
DERAS,Ex,1648476182.290388,0.21,No Attack
DTM,Ex,1648476782.290391,0.19,No Attack
DER,Ex,1648477382.290393,0.31,No Attack
DCM,Ex,1648477982.290395,0.42,No Attack
DERAS,Ex,1648478582.290397,0.36,No Attack
DTM,Ex,1648479182.290399,0.18,No Attack
DER,Ex,1648479782.290401,0.22,No Attack
DCM,Ex,1648480382.290403,0.24,No Attack
DERAS,Ex,1648480982.290405,0.22,No Attack
DTM,Ex,1648481582.290407,0.41,No Attack
DER,Ex,1648482182.290409,0.16,No Attack
DCM,Ex,1648482782.290411,0.43,No Attack
DERAS,Ex,1648483382.290413,0.15,No Attack
DTM,Ex,1648483982.290415,0.38,No Attack
DER,Ex,1648484582.290417,0.26,No Attack
DCM,Ex,1648485182.290419,0.35,No Attack
DERAS,Ex,1648485782.290421,0.16,No Attack
DTM,Ex,1648486382.290424,0.36,No Attack
DER,Ex,1648486982.290426,0.34,No Attack
DCM,Ex,1648487582.290428,0.19,No Attack
DERAS,Ex,1648488182.290430,0.18,No Attack
DTM,Ex,1648488782.290432,0.37,No Attack
DER,Ex,1648489382.290434,0.37,No Attack
DCM,Ex,1648489982.290436,0.24,No Attack
DERAS,Ex,1648490582.290438,0.33,No Attack
DTM,Ex,1648491182.290440,0.35,No Attack
DER,Ex,1648491782.290442,0.32,No Attack
DCM,Ex,1648492382.290444,0.15,No Attack
DERAS,Ex,1648492982.290446,0.21,No Attack
DTM,Ex,1648493582.290448,0.18,No Attack
DER,Ex,1648494182.290450,0.26,No Attack
DCM,Ex,1648494782.290452,0.25,No Attack
DERAS,Ex,1648495382.290454,0.24,No Attack
DTM,Ex,1648495982.290456,0.31,No Attack
DER,Ex,1648496582.290459,0.38,No Attack
DCM,Ex,1648497182.290461,0.4,No Attack
DERAS,Ex,1648497782.290463,0.35,No Attack
DTM,Ex,1648498382.290465,0.41,No Attack
DER,Ex,1648498982.290467,0.27,No Attack
DCM,Ex,1648499582.290469,0.32,No Attack
DERAS,Ex,1648500182.290471,0.31,No Attack
DTM,Ex,1648500782.290473,0.39,No Attack
DER,Ex,1648501382.290475,0.31,No Attack
DCM,Ex,1648501982.290477,0.21,No Attack
DERAS,Ex,1648502582.290479,0.25,No Attack
DTM,Ex,1648503182.290481,0.32,No Attack
DER,Ex,1648503782.290483,0.43,No Attack
DCM,Ex,1648504382.290485,0.28,No Attack
DERAS,Ex,1648504982.290487,0.42,No Attack
DTM,Ex,1648505582.290489,0.43,No Attack
DER,Ex,1648506182.290491,0.28,No Attack
