Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DCM,N,1648428292.766264,0.39,No Attack
DERAS,N,1648428892.766272,0.26,No Attack
DTM,Dis,1648429492.766276,0.39,No Attack
DERAS,Ind,1648430092.766279,0.31,No Attack
DCM,Ux,1648430692.766282,0.32,No Attack
DCM,Dis,1648431292.766285,0.43,No Attack
DCM,Ux,1648431892.766288,0.37,No Attack
DER,Ind,1648432492.766291,0.38,No Attack
DERAS,Ind,1648433092.766294,0.29,No Attack
DER,Dis,1648433692.766297,0.2,No Attack
DTM,Ind,1648434292.766300,0.45,No Attack
DCM,N,1648434892.766302,0.34,No Attack
DTM,Dis,1648435492.766306,0.4,No Attack
DER,Dis,1648436092.766308,0.38,No Attack
DTM,Err,1648436692.766311,0.37,No Attack
DTM,Ux,1648437292.766314,0.44,No Attack
DERAS,Dis,1648437892.766317,0.36,No Attack
DER,Dis,1648438492.766319,0.16,No Attack
DERAS,Ux,1648439092.766322,0.35,No Attack
DERAS,Ind,1648439692.766325,0.34,No Attack
DERAS,Err,1648440292.766328,0.31,No Attack
DCM,Err,1648440892.766331,0.38,No Attack
DER,Ind,1648441492.766334,0.36,No Attack
DCM,N,1648442092.766337,0.29,No Attack
DER,Ind,1648442692.766339,0.32,No Attack
DCM,Dis,1648443292.766342,0.33,No Attack
DER,Ind,1648443892.766345,0.43,No Attack
DERAS,Err,1648444492.766348,0.25,No Attack
DERAS,Ind,1648445092.766351,0.41,No Attack
DTM,Ind,1648445692.766353,0.15,No Attack
DTM,N,1648446292.766356,0.27,No Attack
DCM,Err,1648446892.766359,0.27,No Attack
DER,Dis,1648447492.766361,0.44,No Attack
DER,N,1648448092.766364,0.23,No Attack
DERAS,Ux,1648448692.766367,0.26,No Attack
DERAS,Dis,1648449292.766369,0.4,No Attack
DER,N,1648449892.766372,0.28,No Attack
DTM,N,1648450492.766375,0.15,No Attack
DTM,Ux,1648451092.766378,0.36,No Attack
DCM,Ux,1648451692.766380,0.22,No Attack
DERAS,Err,1648452292.766383,0.34,No Attack
DCM,Ind,1648452892.766387,0.19,No Attack
DTM,Ux,1648453492.766390,0.31,No Attack
DERAS,Dis,1648454092.766393,0.28,No Attack
DTM,Ind,1648454692.766396,0.31,No Attack
DCM,N,1648455292.766399,0.38,No Attack
DCM,N,1648455892.766401,0.43,No Attack
DCM,Dis,1648456492.766404,0.32,No Attack
DERAS,Ind,1648457092.766407,0.39,No Attack
DTM,Ind,1648457692.766410,0.31,No Attack
DER,Dis,1648458292.766413,0.4,No Attack
DCM,Dis,1648458892.766416,0.33,No Attack
DER,N,1648459492.766418,0.41,No Attack
DTM,Ux,1648460092.766421,0.22,No Attack
DTM,Dis,1648460692.766424,0.44,No Attack
DCM,Dis,1648461292.766426,0.19,No Attack
