Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648428305.405003,0.39,No Attack
DCM,Ex,1648428905.405011,0.16,No Attack
DERAS,Ex,1648429505.405014,0.21,No Attack
DTM,Ex,1648430105.405016,0.37,No Attack
DER,Ex,1648430705.405019,0.29,No Attack
DCM,Ex,1648431305.405021,0.44,No Attack
DERAS,Ex,1648431905.405023,0.17,No Attack
DTM,Ex,1648432505.405025,0.34,No Attack
DER,Ex,1648433105.405027,0.43,No Attack
DCM,Ex,1648433705.405029,0.18,No Attack
DERAS,Ex,1648434305.405031,0.2,No Attack
DTM,Ex,1648434905.405033,0.25,No Attack
DER,Ex,1648435505.405036,0.23,No Attack
DCM,Ex,1648436105.405038,0.26,No Attack
DERAS,Ex,1648436705.405040,0.35,No Attack
DTM,Ex,1648437305.405042,0.25,No Attack
DER,Ex,1648437905.405044,0.44,No Attack
DCM,Ex,1648438505.405046,0.45,No Attack
DERAS,Ex,1648439105.405048,0.45,No Attack
DTM,Ex,1648439705.405050,0.36,No Attack
DER,Ex,1648440305.405053,0.34,No Attack
DCM,Ex,1648440905.405055,0.27,No Attack
DERAS,Ex,1648441505.405057,0.3,No Attack
DTM,Ex,1648442105.405059,0.15,No Attack
DER,Ex,1648442705.405061,0.16,No Attack
DCM,Ex,1648443305.405063,0.43,No Attack
DERAS,Ex,1648443905.405065,0.38,No Attack
DTM,Ex,1648444505.405067,0.36,No Attack
DER,Ex,1648445105.405069,0.26,No Attack
DCM,Ex,1648445705.405071,0.41,No Attack
DERAS,Ex,1648446305.405073,0.28,No Attack
DTM,Ex,1648446905.405075,0.2,No Attack
DER,Ex,1648447505.405077,0.39,No Attack
DCM,Ex,1648448105.405079,0.2,No Attack
DERAS,Ex,1648448705.405081,0.35,No Attack
DTM,Ex,1648449305.405083,0.41,No Attack
DER,Ex,1648449905.405085,0.34,No Attack
DCM,Ex,1648450505.405087,0.19,No Attack
DERAS,Ex,1648451105.405089,0.34,No Attack
DTM,Ex,1648451705.405091,0.22,No Attack
DER,Ex,1648452305.405093,0.35,No Attack
DCM,Ex,1648452905.405097,0.34,No Attack
DERAS,Ex,1648453505.405099,0.24,No Attack
DTM,Ex,1648454105.405101,0.28,No Attack
DER,Ex,1648454705.405103,0.37,No Attack
DCM,Ex,1648455305.405105,0.25,No Attack
DERAS,Ex,1648455905.405107,0.37,No Attack
DTM,Ex,1648456505.405109,0.31,No Attack
DER,Ex,1648457105.405111,0.42,No Attack
DCM,Ex,1648457705.405113,0.34,No Attack
DERAS,Ex,1648458305.405116,0.19,No Attack
DTM,Ex,1648458905.405118,0.27,No Attack
DER,Ex,1648459505.405120,0.3,No Attack
DCM,Ex,1648460105.405122,0.21,No Attack
DERAS,Ex,1648460705.405124,0.16,No Attack
DTM,Ex,1648461305.405126,0.3,No Attack
DER,Ex,1648461905.405128,0.27,No Attack
DCM,Ex,1648462505.405130,0.16,No Attack
DERAS,Ex,1648463105.405132,0.3,No Attack
DTM,Ex,1648463705.405134,0.18,No Attack
DER,Ex,1648464305.405136,0.42,No Attack
DCM,Ex,1648464905.405138,0.34,No Attack
DERAS,Ex,1648465505.405140,0.36,No Attack
DTM,Ex,1648466105.405142,0.35,No Attack
DER,Ex,1648466705.405144,0.35,No Attack
DCM,Ex,1648467305.405146,0.21,No Attack
DERAS,Ex,1648467905.405148,0.26,No Attack
DTM,Ex,1648468505.405150,0.4,No Attack
DER,Ex,1648469105.405152,0.19,No Attack
DCM,Ex,1648469705.405154,0.34,No Attack
DERAS,Ex,1648470305.405156,0.33,No Attack
DTM,Ex,1648470905.405158,0.33,No Attack
DER,Ex,1648471505.405160,0.44,No Attack
DCM,Ex,1648472105.405162,0.22,No Attack
DERAS,Ex,1648472705.405164,0.45,No Attack
DTM,Ex,1648473305.405167,0.26,No Attack
DER,Ex,1648473905.405169,0.4,No Attack
DCM,Ex,1648474505.405171,0.38,No Attack
DERAS,Ex,1648475105.405173,0.23,No Attack
DTM,Ex,1648475705.405175,0.4,No Attack
DER,Ex,1648476305.405177,0.19,No Attack
DCM,Ex,1648476905.405179,0.32,No Attack
DERAS,Ex,1648477505.405181,0.36,No Attack
DTM,Ex,1648478105.405183,0.32,No Attack
DER,Ex,1648478705.405185,0.39,No Attack
DCM,Ex,1648479305.405187,0.15,No Attack
DERAS,Ex,1648479905.405189,0.15,No Attack
DTM,Ex,1648480505.405191,0.38,No Attack
DER,Ex,1648481105.405193,0.21,No Attack
DCM,Ex,1648481705.405195,0.44,No Attack
DERAS,Ex,1648482305.405197,0.42,No Attack
DTM,Ex,1648482905.405199,0.29,No Attack
DER,Ex,1648483505.405201,0.38,No Attack
DCM,Ex,1648484105.405203,0.15,No Attack
DERAS,Ex,1648484705.405205,0.32,No Attack
DTM,Ex,1648485305.405207,0.31,No Attack
DER,Ex,1648485905.405209,0.22,No Attack
DCM,Ex,1648486505.405211,0.18,No Attack
DERAS,Ex,1648487105.405213,0.29,No Attack
DTM,Ex,1648487705.405216,0.26,No Attack
DER,Ex,1648488305.405218,0.3,No Attack
DCM,Ex,1648488905.405220,0.26,No Attack
DERAS,Ex,1648489505.405222,0.45,No Attack
DTM,Ex,1648490105.405224,0.36,No Attack
DER,Ex,1648490705.405226,0.3,No Attack
DCM,Ex,1648491305.405228,0.28,No Attack
DERAS,Ex,1648491905.405230,0.43,No Attack
DTM,Ex,1648492505.405232,0.35,No Attack
DER,Ex,1648493105.405234,0.34,No Attack
DCM,Ex,1648493705.405236,0.41,No Attack
DERAS,Ex,1648494305.405238,0.39,No Attack
DTM,Ex,1648494905.405240,0.27,No Attack
DER,Ex,1648495505.405242,0.4,No Attack
DCM,Ex,1648496105.405244,0.33,No Attack
DERAS,Ex,1648496705.405246,0.37,No Attack
DTM,Ex,1648497305.405248,0.17,No Attack
DER,Ex,1648497905.405250,0.16,No Attack
DCM,Ex,1648498505.405252,0.24,No Attack
