Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648428321.113657,0.26,No Attack
DCM,Ex,1648428921.113666,0.19,No Attack
DERAS,Ex,1648429521.113670,0.26,No Attack
DTM,Ex,1648430121.113672,0.26,No Attack
DER,Ex,1648430721.113675,0.34,No Attack
DCM,Ex,1648431321.113677,0.2,No Attack
DERAS,Ex,1648431921.113680,0.24,No Attack
DTM,Ex,1648432521.113682,0.28,No Attack
DER,Ex,1648433121.113685,0.41,No Attack
DCM,Ex,1648433721.113687,0.41,No Attack
DERAS,Ex,1648434321.113690,0.35,No Attack
DTM,Ex,1648434921.113692,0.39,No Attack
DER,Ex,1648435521.113695,0.37,No Attack
DCM,Ex,1648436121.113697,0.35,No Attack
DERAS,Ex,1648436721.113699,0.43,No Attack
DTM,Ex,1648437321.113702,0.44,No Attack
DER,Ex,1648437921.113704,0.41,No Attack
DCM,Ex,1648438521.113706,0.19,No Attack
DERAS,Ex,1648439121.113709,0.4,No Attack
DTM,Ex,1648439721.113711,0.24,No Attack
DER,Ex,1648440321.113713,0.34,No Attack
DCM,Ex,1648440921.113716,0.38,No Attack
DERAS,Ex,1648441521.113718,0.19,No Attack
DTM,Ex,1648442121.113720,0.38,No Attack
DER,Ex,1648442721.113723,0.31,No Attack
DCM,Ex,1648443321.113725,0.29,No Attack
DERAS,Ex,1648443921.113727,0.15,No Attack
DTM,Ex,1648444521.113730,0.18,No Attack
DER,Ex,1648445121.113732,0.17,No Attack
DCM,Ex,1648445721.113734,0.22,No Attack
DERAS,Ex,1648446321.113737,0.17,No Attack
DTM,Ex,1648446921.113739,0.31,No Attack
DER,Ex,1648447521.113741,0.17,No Attack
DCM,Ex,1648448121.113744,0.23,No Attack
DERAS,Ex,1648448721.113746,0.35,No Attack
DTM,Ex,1648449321.113748,0.33,No Attack
DER,Ex,1648449921.113750,0.43,No Attack
DCM,Ex,1648450521.113753,0.15,No Attack
DERAS,Ex,1648451121.113755,0.19,No Attack
DTM,Ex,1648451721.113758,0.18,No Attack
DER,Ex,1648452321.113760,0.42,No Attack
DCM,Ex,1648452921.113762,0.17,No Attack
DERAS,Ex,1648453521.113765,0.36,No Attack
DTM,Ex,1648454121.113767,0.28,No Attack
DER,Ex,1648454721.113769,0.25,No Attack
DCM,Ex,1648455321.113772,0.32,No Attack
DERAS,Ex,1648455921.113774,0.23,No Attack
DTM,Ex,1648456521.113777,0.42,No Attack
DER,Ex,1648457121.113779,0.45,No Attack
DCM,Ex,1648457721.113781,0.26,No Attack
DERAS,Ex,1648458321.113784,0.45,No Attack
DTM,Ex,1648458921.113786,0.2,No Attack
DER,Ex,1648459521.113788,0.3,No Attack
DCM,Ex,1648460121.113791,0.42,No Attack
DERAS,Ex,1648460721.113793,0.31,No Attack
DTM,Ex,1648461321.113795,0.36,No Attack
DER,Ex,1648461921.113798,0.38,No Attack
DCM,Ex,1648462521.113800,0.21,No Attack
DERAS,Ex,1648463121.113803,0.44,No Attack
DTM,Ex,1648463721.113805,0.22,No Attack
DER,Ex,1648464321.113807,0.2,No Attack
DCM,Ex,1648464921.113810,0.16,No Attack
DERAS,Ex,1648465521.113812,0.17,No Attack
DTM,Ex,1648466121.113815,0.29,No Attack
DER,Ex,1648466721.113817,0.32,No Attack
DCM,Ex,1648467321.113819,0.36,No Attack
DERAS,Ex,1648467921.113821,0.3,No Attack
DTM,Ex,1648468521.113824,0.16,No Attack
DER,Ex,1648469121.113826,0.21,No Attack
DCM,Ex,1648469721.113828,0.29,No Attack
DERAS,Ex,1648470321.113831,0.16,No Attack
DTM,Ex,1648470921.113833,0.32,No Attack
DER,Ex,1648471521.113835,0.21,No Attack
DCM,Ex,1648472121.113837,0.22,No Attack
DERAS,Ex,1648472721.113840,0.28,No Attack
DTM,Ex,1648473321.113842,0.32,No Attack
DER,Ex,1648473921.113845,0.33,No Attack
DCM,Ex,1648474521.113847,0.4,No Attack
DERAS,Ex,1648475121.113849,0.34,No Attack
DTM,Ex,1648475721.113851,0.42,No Attack
DER,Ex,1648476321.113854,0.2,No Attack
DCM,Ex,1648476921.113856,0.26,No Attack
DERAS,Ex,1648477521.113858,0.23,No Attack
DTM,Ex,1648478121.113862,0.26,No Attack
DER,Ex,1648478721.113865,0.25,No Attack
DCM,Ex,1648479321.113867,0.27,No Attack
DERAS,Ex,1648479921.113869,0.38,No Attack
DTM,Ex,1648480521.113872,0.39,No Attack
DER,Ex,1648481121.113874,0.39,No Attack
DCM,Ex,1648481721.113876,0.3,No Attack
DERAS,Ex,1648482321.113878,0.43,No Attack
DTM,Ex,1648482921.113881,0.29,No Attack
DER,Ex,1648483521.113883,0.23,No Attack
DCM,Ex,1648484121.113886,0.34,No Attack
DERAS,Ex,1648484721.113888,0.31,No Attack
DTM,Ex,1648485321.113890,0.27,No Attack
DER,Ex,1648485921.113892,0.4,No Attack
DCM,Ex,1648486521.113895,0.17,No Attack
DERAS,Ex,1648487121.113897,0.42,No Attack
DTM,Ex,1648487721.113899,0.32,No Attack
DER,Ex,1648488321.113902,0.45,No Attack
DCM,Ex,1648488921.113904,0.33,No Attack
DERAS,Ex,1648489521.113906,0.2,No Attack
DTM,Ex,1648490121.113909,0.25,No Attack
DER,Ex,1648490721.113911,0.17,No Attack
DCM,Ex,1648491321.113913,0.34,No Attack
DERAS,Ex,1648491921.113915,0.17,No Attack
DTM,Ex,1648492521.113918,0.19,No Attack
DER,Ex,1648493121.113920,0.32,No Attack
DCM,Ex,1648493721.113923,0.25,No Attack
DERAS,Ex,1648494321.113925,0.38,No Attack
DTM,Ex,1648494921.113927,0.45,No Attack
DER,Ex,1648495521.113929,0.18,No Attack
DCM,Ex,1648496121.113932,0.43,No Attack
DERAS,Ex,1648496721.113934,0.4,No Attack
DTM,Ex,1648497321.113936,0.26,No Attack
DER,Ex,1648497921.113939,0.16,No Attack
DCM,Ex,1648498521.113941,0.36,No Attack
DERAS,Ex,1648499121.113943,0.45,No Attack
DTM,Ex,1648499721.113946,0.24,No Attack
DER,Ex,1648500321.113948,0.33,No Attack
DCM,Ex,1648500921.113950,0.35,No Attack
DERAS,Ex,1648501521.113952,0.22,No Attack
DTM,Ex,1648502121.113955,0.43,No Attack
DER,Ex,1648502721.113957,0.45,No Attack
DCM,Ex,1648503321.113959,0.29,No Attack
DERAS,Ex,1648503921.113961,0.32,No Attack
DTM,Ex,1648504521.113964,0.19,No Attack
