Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ux,1648428401.633780,0.28,No Attack
DTM,Ind,1648429001.633789,0.34,No Attack
DERAS,Ind,1648429601.633793,0.34,No Attack
DER,Err,1648430201.633796,0.27,No Attack
DTM,Ind,1648430801.633800,0.29,No Attack
DTM,Ux,1648431401.633803,0.29,No Attack
DTM,Err,1648432001.633806,0.35,No Attack
DTM,Ux,1648432601.633809,0.22,No Attack
DCM,Ux,1648433201.633812,0.29,No Attack
DERAS,Ind,1648433801.633815,0.39,No Attack
DER,Ind,1648434401.633818,0.36,No Attack
DER,Ind,1648435001.633822,0.27,No Attack
DER,Dis,1648435601.633825,0.34,No Attack
DTM,Ind,1648436201.633828,0.45,No Attack
DTM,Ind,1648436801.633831,0.45,No Attack
DER,Err,1648437401.633833,0.15,No Attack
DTM,Dis,1648438001.633837,0.25,No Attack
DTM,N,1648438601.633840,0.45,No Attack
DTM,N,1648439201.633843,0.35,No Attack
DCM,Ux,1648439801.633846,0.19,No Attack
DCM,Dis,1648440401.633849,0.34,No Attack
DCM,Ind,1648441001.633852,0.16,No Attack
DERAS,Ux,1648441601.633856,0.23,No Attack
DER,Ind,1648442201.633858,0.31,No Attack
DTM,Ux,1648442801.633861,0.26,No Attack
DTM,Ind,1648443401.633864,0.44,No Attack
DCM,Err,1648444001.633867,0.42,No Attack
DER,Dis,1648444601.633871,0.33,No Attack
DTM,Ind,1648445201.633874,0.42,No Attack
DER,Dis,1648445801.633877,0.45,No Attack
DTM,Dis,1648446401.633880,0.26,No Attack
DCM,Dis,1648447001.633882,0.15,No Attack
DTM,N,1648447601.633885,0.42,No Attack
DTM,N,1648448201.633888,0.42,No Attack
DTM,N,1648448801.633891,0.39,No Attack
DCM,Dis,1648449401.633894,0.39,No Attack
DCM,Dis,1648450001.633897,0.42,No Attack
DTM,Ind,1648450601.633900,0.34,No Attack
DTM,Dis,1648451201.633903,0.24,No Attack
DERAS,Dis,1648451801.633906,0.26,No Attack
DERAS,Ind,1648452401.633909,0.33,No Attack
DTM,Ux,1648453001.633912,0.36,No Attack
DERAS,Err,1648453601.633915,0.15,No Attack
DER,Ind,1648454201.633918,0.22,No Attack
DCM,Ux,1648454801.633921,0.21,No Attack
DER,Ux,1648455401.633924,0.3,No Attack
DERAS,Dis,1648456001.633927,0.41,No Attack
DCM,N,1648456601.633930,0.41,No Attack
DCM,Ind,1648457201.633933,0.26,No Attack
DER,Dis,1648457801.633936,0.4,No Attack
DTM,Ux,1648458401.633939,0.35,No Attack
DER,N,1648459001.633942,0.26,No Attack
DCM,Dis,1648459601.633945,0.33,No Attack
DER,Err,1648460201.633948,0.41,No Attack
DCM,Ind,1648460801.633952,0.15,No Attack
DERAS,Ux,1648461401.633955,0.26,No Attack
DERAS,Dis,1648462001.633957,0.28,No Attack
DCM,Dis,1648462601.633960,0.16,No Attack
DER,N,1648463201.633963,0.35,No Attack
DERAS,Ux,1648463801.633966,0.18,No Attack
DERAS,Dis,1648464401.633969,0.45,No Attack
DER,N,1648465001.633972,0.31,No Attack
DCM,Dis,1648465601.633975,0.26,No Attack
DTM,Ux,1648466201.633978,0.19,No Attack
DCM,N,1648466801.633981,0.15,No Attack
DTM,N,1648467401.633984,0.31,No Attack
DTM,Err,1648468001.633987,0.28,No Attack
DER,Dis,1648468601.633990,0.44,No Attack
DCM,Ind,1648469201.633993,0.29,No Attack
DERAS,Dis,1648469801.633995,0.36,No Attack
DCM,N,1648470401.633998,0.25,No Attack
DERAS,Err,1648471001.634001,0.33,No Attack
DCM,N,1648471601.634004,0.44,No Attack
DER,Err,1648472201.634007,0.27,No Attack
DERAS,Ux,1648472801.634010,0.4,No Attack
DER,Dis,1648473401.634013,0.17,No Attack
DCM,N,1648474001.634016,0.34,No Attack
DERAS,Ux,1648474601.634019,0.32,No Attack
DERAS,Dis,1648475201.634022,0.25,No Attack
DER,Ux,1648475801.634025,0.36,No Attack
DCM,Dis,1648476401.634028,0.33,No Attack
DTM,Dis,1648477001.634031,0.4,No Attack
DERAS,Ux,1648477601.634034,0.38,No Attack
DER,Dis,1648478201.634038,0.15,No Attack
DCM,Ux,1648478801.634041,0.16,No Attack
DERAS,N,1648479401.634044,0.43,No Attack
DER,Ux,1648480001.634047,0.17,No Attack
DER,Dis,1648480601.634050,0.45,No Attack
DTM,Err,1648481201.634053,0.21,No Attack
DER,Err,1648481801.634056,0.27,No Attack
DERAS,Ind,1648482401.634059,0.2,No Attack
DER,Ind,1648483001.634062,0.25,No Attack
DERAS,Dis,1648483601.634065,0.45,No Attack
DCM,Err,1648484201.634068,0.21,No Attack
DCM,Dis,1648484801.634071,0.38,No Attack
DER,Dis,1648485401.634074,0.32,No Attack
DTM,N,1648486001.634077,0.27,No Attack
DER,Ind,1648486601.634080,0.45,No Attack
DERAS,Ux,1648487201.634083,0.37,No Attack
DERAS,N,1648487801.634085,0.25,No Attack
DCM,Ind,1648488401.634088,0.24,No Attack
DCM,Ux,1648489001.634091,0.41,No Attack
DER,Dis,1648489601.634094,0.19,No Attack
DCM,Err,1648490201.634097,0.44,No Attack
DCM,Err,1648490801.634100,0.42,No Attack
DCM,Ux,1648491401.634103,0.15,No Attack
DERAS,Dis,1648492001.634106,0.2,No Attack
DCM,Ind,1648492601.634109,0.33,No Attack
DTM,Ux,1648493201.634112,0.45,No Attack
