Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DTM,Dis,1648428406.228392,0.22,No Attack
DER,Ind,1648429006.228401,0.21,No Attack
DCM,Err,1648429606.228405,0.17,No Attack
DERAS,Ind,1648430206.228408,0.2,No Attack
DCM,Ind,1648430806.228411,0.37,No Attack
DER,Ux,1648431406.228414,0.3,No Attack
DTM,Ind,1648432006.228418,0.17,No Attack
DCM,N,1648432606.228421,0.17,No Attack
DCM,N,1648433206.228424,0.39,No Attack
DER,N,1648433806.228427,0.43,No Attack
DCM,Dis,1648434406.228430,0.35,No Attack
DTM,N,1648435006.228433,0.35,No Attack
DTM,Err,1648435606.228436,0.45,No Attack
DER,Ind,1648436206.228440,0.24,No Attack
DCM,Dis,1648436806.228443,0.32,No Attack
DCM,Err,1648437406.228446,0.27,No Attack
DER,Ux,1648438006.228449,0.38,No Attack
DTM,N,1648438606.228452,0.26,No Attack
DTM,Ux,1648439206.228455,0.22,No Attack
DTM,Ind,1648439806.228458,0.38,No Attack
DER,Dis,1648440406.228461,0.39,No Attack
DER,Dis,1648441006.228464,0.34,No Attack
DTM,Ind,1648441606.228467,0.34,No Attack
DERAS,N,1648442206.228470,0.32,No Attack
DER,N,1648442806.228473,0.28,No Attack
DER,Ux,1648443406.228477,0.33,No Attack
DERAS,N,1648444006.228480,0.31,No Attack
DERAS,Dis,1648444606.228483,0.44,No Attack
DER,Err,1648445206.228486,0.41,No Attack
DCM,Ind,1648445806.228489,0.18,No Attack
DTM,Ux,1648446406.228492,0.26,No Attack
DERAS,Dis,1648447006.228495,0.26,No Attack
DTM,Ind,1648447606.228498,0.35,No Attack
DER,Ind,1648448206.228500,0.22,No Attack
DERAS,Ind,1648448806.228504,0.2,No Attack
DTM,Ux,1648449406.228507,0.28,No Attack
DCM,Ind,1648450006.228510,0.41,No Attack
DTM,Err,1648450606.228513,0.18,No Attack
DTM,N,1648451206.228516,0.29,No Attack
DERAS,Dis,1648451806.228519,0.29,No Attack
DERAS,N,1648452406.228522,0.33,No Attack
DERAS,N,1648453006.228530,0.29,No Attack
DERAS,N,1648453606.228533,0.28,No Attack
DERAS,Ux,1648454206.228536,0.44,No Attack
DTM,Dis,1648454806.228539,0.38,No Attack
DERAS,Ux,1648455406.228542,0.41,No Attack
DER,Ind,1648456006.228545,0.42,No Attack
DTM,Ind,1648456606.228548,0.45,No Attack
DCM,Dis,1648457206.228551,0.2,No Attack
DTM,Ind,1648457806.228554,0.2,No Attack
DTM,Ux,1648458406.228556,0.43,No Attack
DCM,Err,1648459006.228559,0.2,No Attack
DTM,Ux,1648459606.228562,0.44,No Attack
DTM,N,1648460206.228565,0.23,No Attack
DTM,Ux,1648460806.228568,0.26,No Attack
DTM,Ux,1648461406.228571,0.43,No Attack
DER,Ind,1648462006.228574,0.31,No Attack
DER,Ind,1648462606.228577,0.31,No Attack
DER,Dis,1648463206.228580,0.4,No Attack
DERAS,N,1648463806.228583,0.24,No Attack
DERAS,Err,1648464406.228585,0.25,No Attack
DCM,Dis,1648465006.228589,0.45,No Attack
DER,Dis,1648465606.228592,0.44,No Attack
DERAS,Err,1648466206.228595,0.42,No Attack
DCM,N,1648466806.228598,0.33,No Attack
DERAS,Ind,1648467406.228601,0.31,No Attack
DCM,Err,1648468006.228604,0.33,No Attack
DER,Dis,1648468606.228607,0.42,No Attack
DER,Ux,1648469206.228610,0.44,No Attack
DCM,N,1648469806.228613,0.23,No Attack
DERAS,N,1648470406.228616,0.35,No Attack
DCM,N,1648471006.228619,0.3,No Attack
DTM,Ux,1648471606.228622,0.45,No Attack
DER,Err,1648472206.228625,0.29,No Attack
DCM,Err,1648472806.228628,0.4,No Attack
DCM,Ind,1648473406.228631,0.38,No Attack
DER,Dis,1648474006.228634,0.45,No Attack
DTM,N,1648474606.228637,0.35,No Attack
DERAS,Dis,1648475206.228641,0.3,No Attack
DTM,Ind,1648475806.228644,0.32,No Attack
DER,Err,1648476406.228647,0.41,No Attack
DERAS,Dis,1648477006.228650,0.16,No Attack
DCM,Dis,1648477606.228653,0.26,No Attack
DCM,Err,1648478206.228656,0.32,No Attack
DER,N,1648478806.228659,0.29,No Attack
DER,N,1648479406.228662,0.19,No Attack
DCM,Ux,1648480006.228665,0.24,No Attack
DER,Ind,1648480606.228668,0.34,No Attack
DERAS,N,1648481206.228671,0.41,No Attack
DERAS,Ux,1648481806.228674,0.29,No Attack
DTM,Ind,1648482406.228677,0.36,No Attack
DER,Ux,1648483006.228680,0.41,No Attack
DTM,Dis,1648483606.228683,0.28,No Attack
DERAS,Dis,1648484206.228686,0.36,No Attack
DER,Ux,1648484806.228689,0.3,No Attack
DCM,Err,1648485406.228691,0.31,No Attack
DERAS,Ux,1648486006.228695,0.29,No Attack
DCM,Ind,1648486606.228698,0.18,No Attack
DER,Err,1648487206.228701,0.38,No Attack
DER,Ind,1648487806.228704,0.32,No Attack
DERAS,Err,1648488406.228707,0.19,No Attack
DCM,Err,1648489006.228710,0.25,No Attack
DERAS,N,1648489606.228713,0.3,No Attack
DTM,N,1648490206.228716,0.16,No Attack
