Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648428392.441803,0.21,No Attack
DCM,Ex,1648428992.441814,0.16,No Attack
DERAS,Ex,1648429592.441817,0.21,No Attack
DTM,Ex,1648430192.441820,0.39,No Attack
DER,Ex,1648430792.441822,0.42,No Attack
DCM,Ex,1648431392.441824,0.39,No Attack
DERAS,Ex,1648431992.441827,0.22,No Attack
DTM,Ex,1648432592.441829,0.24,No Attack
DER,Ex,1648433192.441831,0.37,No Attack
DCM,Ex,1648433792.441833,0.37,No Attack
DERAS,Ex,1648434392.441835,0.33,No Attack
DTM,Ex,1648434992.441837,0.18,No Attack
DER,Ex,1648435592.441839,0.44,No Attack
DCM,Ex,1648436192.441842,0.31,No Attack
DERAS,Ex,1648436792.441844,0.4,No Attack
DTM,Ex,1648437392.441846,0.45,No Attack
DER,Ex,1648437992.441848,0.32,No Attack
DCM,Ex,1648438592.441850,0.3,No Attack
DERAS,Ex,1648439192.441852,0.17,No Attack
DTM,Ex,1648439792.441854,0.39,No Attack
DER,Ex,1648440392.441856,0.44,No Attack
DCM,Ex,1648440992.441858,0.31,No Attack
DERAS,Ex,1648441592.441860,0.21,No Attack
DTM,Ex,1648442192.441863,0.33,No Attack
DER,Ex,1648442792.441865,0.22,No Attack
DCM,Ex,1648443392.441867,0.26,No Attack
DERAS,Ex,1648443992.441869,0.18,No Attack
DTM,Ex,1648444592.441871,0.31,No Attack
DER,Ex,1648445192.441873,0.38,No Attack
DCM,Ex,1648445792.441875,0.4,No Attack
DERAS,Ex,1648446392.441877,0.28,No Attack
DTM,Ex,1648446992.441879,0.28,No Attack
DER,Ex,1648447592.441881,0.36,No Attack
DCM,Ex,1648448192.441883,0.38,No Attack
DERAS,Ex,1648448792.441885,0.18,No Attack
DTM,Ex,1648449392.441887,0.17,No Attack
DER,Ex,1648449992.441889,0.25,No Attack
DCM,Ex,1648450592.441892,0.21,No Attack
DERAS,Ex,1648451192.441894,0.35,No Attack
DTM,Ex,1648451792.441896,0.16,No Attack
DER,Ex,1648452392.441898,0.19,No Attack
DCM,Ex,1648452992.441900,0.38,No Attack
DERAS,Ex,1648453592.441902,0.43,No Attack
DTM,Ex,1648454192.441904,0.15,No Attack
DER,Ex,1648454792.441907,0.15,No Attack
DCM,Ex,1648455392.441909,0.21,No Attack
DERAS,Ex,1648455992.441911,0.43,No Attack
DTM,Ex,1648456592.441913,0.18,No Attack
DER,Ex,1648457192.441915,0.24,No Attack
DCM,Ex,1648457792.441917,0.33,No Attack
DERAS,Ex,1648458392.441919,0.16,No Attack
DTM,Ex,1648458992.441921,0.4,No Attack
DER,Ex,1648459592.441923,0.33,No Attack
DCM,Ex,1648460192.441925,0.34,No Attack
DERAS,Ex,1648460792.441927,0.37,No Attack
DTM,Ex,1648461392.441929,0.29,No Attack
DER,Ex,1648461992.441931,0.21,No Attack
DCM,Ex,1648462592.441933,0.44,No Attack
DERAS,Ex,1648463192.441935,0.21,No Attack
DTM,Ex,1648463792.441937,0.27,No Attack
DER,Ex,1648464392.441939,0.19,No Attack
DCM,Ex,1648464992.441942,0.39,No Attack
DERAS,Ex,1648465592.441944,0.2,No Attack
DTM,Ex,1648466192.441946,0.28,No Attack
DER,Ex,1648466792.441948,0.33,No Attack
DCM,Ex,1648467392.441950,0.22,No Attack
DERAS,Ex,1648467992.441952,0.37,No Attack
DTM,Ex,1648468592.441954,0.22,No Attack
DER,Ex,1648469192.441956,0.36,No Attack
DCM,Ex,1648469792.441958,0.15,No Attack
DERAS,Ex,1648470392.441960,0.25,No Attack
DTM,Ex,1648470992.441962,0.32,No Attack
DER,Ex,1648471592.441964,0.22,No Attack
DCM,Ex,1648472192.441966,0.28,No Attack
DERAS,Ex,1648472792.441968,0.21,No Attack
DTM,Ex,1648473392.441970,0.3,No Attack
DER,Ex,1648473992.441973,0.27,No Attack
DCM,Ex,1648474592.441975,0.15,No Attack
DERAS,Ex,1648475192.441977,0.43,No Attack
DTM,Ex,1648475792.441979,0.2,No Attack
DER,Ex,1648476392.441981,0.39,No Attack
DCM,Ex,1648476992.441983,0.2,No Attack
DERAS,Ex,1648477592.441985,0.18,No Attack
DTM,Ex,1648478192.441988,0.17,No Attack
DER,Ex,1648478792.441991,0.27,No Attack
DCM,Ex,1648479392.441993,0.39,No Attack
DERAS,Ex,1648479992.441995,0.41,No Attack
DTM,Ex,1648480592.441997,0.21,No Attack
DER,Ex,1648481192.441999,0.2,No Attack
DCM,Ex,1648481792.442001,0.29,No Attack
DERAS,Ex,1648482392.442003,0.16,No Attack
DTM,Ex,1648482992.442005,0.32,No Attack
DER,Ex,1648483592.442007,0.37,No Attack
DCM,Ex,1648484192.442009,0.39,No Attack
DERAS,Ex,1648484792.442011,0.24,No Attack
DTM,Ex,1648485392.442013,0.35,No Attack
DER,Ex,1648485992.442015,0.33,No Attack
DCM,Ex,1648486592.442017,0.32,No Attack
DERAS,Ex,1648487192.442019,0.19,No Attack
DTM,Ex,1648487792.442021,0.4,No Attack
DER,Ex,1648488392.442023,0.44,No Attack
DCM,Ex,1648488992.442025,0.16,No Attack
DERAS,Ex,1648489592.442027,0.31,No Attack
DTM,Ex,1648490192.442029,0.17,No Attack
DER,Ex,1648490792.442032,0.18,No Attack
