Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DTM,Ux,1648428410.686680,0.25,No Attack
DERAS,Err,1648429010.686688,0.23,No Attack
DCM,Ux,1648429610.686692,0.37,No Attack
DCM,Ux,1648430210.686696,0.4,No Attack
DERAS,Ind,1648430810.686699,0.22,No Attack
DTM,N,1648431410.686702,0.4,No Attack
DER,Ux,1648432010.686706,0.17,No Attack
DTM,Ux,1648432610.686709,0.36,No Attack
DERAS,Ind,1648433210.686712,0.38,No Attack
DCM,Dis,1648433810.686715,0.37,No Attack
DTM,Dis,1648434410.686718,0.17,No Attack
DERAS,Err,1648435010.686721,0.16,No Attack
DTM,Ux,1648435610.686724,0.31,No Attack
DERAS,Ind,1648436210.686727,0.28,No Attack
DERAS,Ind,1648436810.686730,0.35,No Attack
DTM,N,1648437410.686733,0.36,No Attack
DERAS,N,1648438010.686736,0.38,No Attack
DTM,Ind,1648438610.686739,0.41,No Attack
DERAS,Ind,1648439210.686742,0.18,No Attack
DCM,Dis,1648439810.686745,0.44,No Attack
DERAS,Ind,1648440410.686749,0.44,No Attack
DER,Ux,1648441010.686752,0.4,No Attack
DCM,Err,1648441610.686755,0.28,No Attack
DERAS,N,1648442210.686758,0.34,No Attack
DER,Ind,1648442810.686761,0.26,No Attack
DTM,Ux,1648443410.686764,0.32,No Attack
DCM,Ux,1648444010.686767,0.15,No Attack
DERAS,N,1648444610.686770,0.37,No Attack
DERAS,Ind,1648445210.686773,0.24,No Attack
DER,Dis,1648445810.686776,0.17,No Attack
DTM,Err,1648446410.686779,0.36,No Attack
DERAS,Ux,1648447010.686782,0.44,No Attack
DCM,Dis,1648447610.686785,0.38,No Attack
DER,Dis,1648448210.686788,0.29,No Attack
DERAS,Err,1648448810.686791,0.35,No Attack
DERAS,Dis,1648449410.686794,0.41,No Attack
DTM,Dis,1648450010.686797,0.34,No Attack
DER,N,1648450610.686800,0.22,No Attack
DCM,Ind,1648451210.686803,0.3,No Attack
DTM,Dis,1648451810.686806,0.24,No Attack
DER,Ux,1648452410.686809,0.22,No Attack
DTM,N,1648453010.686814,0.25,No Attack
DERAS,Ux,1648453610.686818,0.36,No Attack
DTM,Err,1648454210.686821,0.29,No Attack
DCM,Ux,1648454810.686824,0.16,No Attack
DERAS,Ind,1648455410.686827,0.24,No Attack
DTM,Ux,1648456010.686830,0.2,No Attack
DCM,Ux,1648456610.686833,0.21,No Attack
DTM,N,1648457210.686836,0.27,No Attack
DCM,Err,1648457810.686839,0.27,No Attack
DERAS,Err,1648458410.686842,0.27,No Attack
DERAS,Ind,1648459010.686845,0.31,No Attack
DERAS,N,1648459610.686848,0.24,No Attack
DERAS,Ux,1648460210.686851,0.41,No Attack
DERAS,Ux,1648460810.686854,0.35,No Attack
DER,Dis,1648461410.686857,0.39,No Attack
DER,N,1648462010.686860,0.34,No Attack
DCM,Ux,1648462610.686863,0.16,No Attack
DTM,Err,1648463210.686866,0.23,No Attack
DTM,Dis,1648463810.686869,0.41,No Attack
DERAS,Ind,1648464410.686872,0.21,No Attack
DER,Ux,1648465010.686875,0.37,No Attack
DER,N,1648465610.686878,0.16,No Attack
DER,N,1648466210.686881,0.34,No Attack
DERAS,Ind,1648466810.686884,0.39,No Attack
DTM,N,1648467410.686887,0.29,No Attack
DERAS,Ux,1648468010.686890,0.42,No Attack
DERAS,N,1648468610.686893,0.4,No Attack
DERAS,Dis,1648469210.686896,0.35,No Attack
DERAS,N,1648469810.686899,0.16,No Attack
DTM,N,1648470410.686902,0.28,No Attack
DER,Err,1648471010.686905,0.44,No Attack
DTM,Ind,1648471610.686908,0.29,No Attack
DTM,Ux,1648472210.686911,0.28,No Attack
DTM,N,1648472810.686914,0.23,No Attack
DTM,N,1648473410.686918,0.44,No Attack
DTM,Ind,1648474010.686921,0.38,No Attack
DTM,Ux,1648474610.686924,0.24,No Attack
DERAS,Err,1648475210.686927,0.33,No Attack
