Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1648428387.995063,0.38,No Attack
DCM,Ex,1648428987.995073,0.39,No Attack
DERAS,Ex,1648429587.995076,0.19,No Attack
DTM,Ex,1648430187.995079,0.28,No Attack
DER,Ex,1648430787.995081,0.4,No Attack
DCM,Ex,1648431387.995083,0.22,No Attack
DERAS,Ex,1648431987.995085,0.31,No Attack
DTM,Ex,1648432587.995088,0.29,No Attack
DER,Ex,1648433187.995090,0.32,No Attack
DCM,Ex,1648433787.995092,0.29,No Attack
DERAS,Ex,1648434387.995094,0.43,No Attack
DTM,Ex,1648434987.995096,0.19,No Attack
DER,Ex,1648435587.995098,0.37,No Attack
DCM,Ex,1648436187.995100,0.4,No Attack
DERAS,Ex,1648436787.995102,0.36,No Attack
DTM,Ex,1648437387.995105,0.38,No Attack
DER,Ex,1648437987.995107,0.3,No Attack
DCM,Ex,1648438587.995109,0.4,No Attack
DERAS,Ex,1648439187.995111,0.22,No Attack
DTM,Ex,1648439787.995113,0.24,No Attack
DER,Ex,1648440387.995115,0.28,No Attack
DCM,Ex,1648440987.995117,0.21,No Attack
DERAS,Ex,1648441587.995119,0.18,No Attack
DTM,Ex,1648442187.995121,0.4,No Attack
DER,Ex,1648442787.995124,0.24,No Attack
DCM,Ex,1648443387.995126,0.21,No Attack
DERAS,Ex,1648443987.995128,0.43,No Attack
DTM,Ex,1648444587.995130,0.27,No Attack
DER,Ex,1648445187.995132,0.21,No Attack
DCM,Ex,1648445787.995134,0.17,No Attack
DERAS,Ex,1648446387.995136,0.44,No Attack
DTM,Ex,1648446987.995138,0.44,No Attack
DER,Ex,1648447587.995140,0.23,No Attack
DCM,Ex,1648448187.995142,0.18,No Attack
DERAS,Ex,1648448787.995144,0.28,No Attack
DTM,Ex,1648449387.995146,0.26,No Attack
DER,Ex,1648449987.995148,0.35,No Attack
DCM,Ex,1648450587.995150,0.26,No Attack
DERAS,Ex,1648451187.995152,0.27,No Attack
DTM,Ex,1648451787.995154,0.26,No Attack
DER,Ex,1648452387.995156,0.17,No Attack
DCM,Ex,1648452987.995158,0.35,No Attack
