Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052863.028542,0.45,No Attack
DCM,Ex,1647055263.028549,0.4,No Attack
DERAS,Ex,1647057663.028552,0.29,No Attack
DTM,Ex,1647060063.028554,0.38,No Attack
DER,Ex,1647062463.028556,0.15,No Attack
DCM,Ex,1647064863.028558,0.16,No Attack
DERAS,Ex,1647067263.028560,0.34,No Attack
DTM,Ex,1647069663.028562,0.28,No Attack
DER,Ex,1647072063.028564,0.41,No Attack
DCM,Ex,1647074463.028566,0.35,No Attack
DERAS,Ex,1647076863.028569,0.29,No Attack
DTM,Ex,1647079263.028571,0.38,No Attack
DER,Ex,1647081663.028573,0.44,No Attack
DCM,Ex,1647084063.028574,0.41,No Attack
DERAS,Ex,1647086463.028576,0.25,No Attack
DTM,Ex,1647088863.028579,0.15,No Attack
DER,Ex,1647091263.028581,0.41,No Attack
DCM,Ex,1647093663.028583,0.15,No Attack
DERAS,Ex,1647096063.028584,0.41,No Attack
DTM,Ex,1647098463.028586,0.2,No Attack
DER,Ex,1647100863.028588,0.28,No Attack
DCM,Ex,1647103263.028590,0.16,No Attack
DERAS,Ex,1647105663.028592,0.32,No Attack
DTM,Ex,1647108063.028594,0.23,No Attack
DER,Ex,1647110463.028596,0.4,No Attack
DCM,Ex,1647112863.028598,0.23,No Attack
DERAS,Ex,1647115263.028600,0.32,No Attack
DTM,Ex,1647117663.028602,0.21,No Attack
DER,Ex,1647120063.028604,0.34,No Attack
DCM,Ex,1647122463.028606,0.4,No Attack
DERAS,Ex,1647124863.028608,0.17,No Attack
DTM,Ex,1647127263.028610,0.29,No Attack
DER,Ex,1647129663.028612,0.22,No Attack
DCM,Ex,1647132063.028614,0.41,No Attack
DERAS,Ex,1647134463.028616,0.28,No Attack
DTM,Ex,1647136863.028618,0.32,No Attack
DER,Ex,1647139263.028620,0.18,No Attack
DCM,Ex,1647141663.028622,0.43,No Attack
DERAS,Ex,1647144063.028624,0.34,No Attack
DTM,Ex,1647146463.028626,0.29,No Attack
DER,Ex,1647148863.028628,0.21,No Attack
DCM,Ex,1647151263.028630,0.38,No Attack
DERAS,Ex,1647153663.028632,0.37,No Attack
DTM,Ex,1647156063.028634,0.4,No Attack
DER,Ex,1647158463.028636,0.23,No Attack
DCM,Ex,1647160863.028638,0.45,No Attack
DERAS,Ex,1647163263.028640,0.42,No Attack
DTM,Ex,1647165663.028642,0.3,No Attack
DER,Ex,1647168063.028644,0.18,No Attack
DCM,Ex,1647170463.028646,0.37,No Attack
DERAS,Ex,1647172863.028648,0.44,No Attack
DTM,Ex,1647175263.028650,0.26,No Attack
DER,Ex,1647177663.028652,0.21,No Attack
DCM,Ex,1647180063.028653,0.2,No Attack
DERAS,Ex,1647182463.028655,0.2,No Attack
DTM,Ex,1647184863.028657,0.16,No Attack
DER,Ex,1647187263.028659,0.36,No Attack
DCM,Ex,1647189663.028661,0.28,No Attack
DERAS,Ex,1647192063.028663,0.37,No Attack
DTM,Ex,1647194463.028665,0.24,No Attack
DER,Ex,1647196863.028667,0.22,No Attack
