Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052768.367991,0.23,No Attack
DCM,Ex,1647054868.367999,0.31,No Attack
DERAS,Ex,1647056968.368002,0.29,No Attack
DTM,Ex,1647059068.368004,0.36,No Attack
DER,Ex,1647061168.368007,0.39,No Attack
DCM,Ex,1647063268.368009,0.41,No Attack
DERAS,Ex,1647065368.368016,0.38,No Attack
DTM,Ex,1647067468.368018,0.28,No Attack
DER,Ex,1647069568.368021,0.45,No Attack
DCM,Ex,1647071668.368023,0.31,No Attack
DERAS,Ex,1647073768.368025,0.42,No Attack
DTM,Ex,1647075868.368027,0.32,No Attack
DER,Ex,1647077968.368029,0.4,No Attack
DCM,Ex,1647080068.368032,0.31,No Attack
DERAS,Ex,1647082168.368034,0.16,No Attack
DTM,Ex,1647084268.368036,0.23,No Attack
DER,Ex,1647086368.368038,0.4,No Attack
DCM,Ex,1647088468.368040,0.15,No Attack
DERAS,Ex,1647090568.368042,0.41,No Attack
DTM,Ex,1647092668.368045,0.31,No Attack
DER,Ex,1647094768.368047,0.3,No Attack
DCM,Ex,1647096868.368049,0.25,No Attack
DERAS,Ex,1647098968.368051,0.27,No Attack
DTM,Ex,1647101068.368053,0.42,No Attack
DER,Ex,1647103168.368056,0.34,No Attack
DCM,Ex,1647105268.368058,0.2,No Attack
DERAS,Ex,1647107368.368060,0.44,No Attack
DTM,Ex,1647109468.368062,0.17,No Attack
DER,Ex,1647111568.368064,0.29,No Attack
DCM,Ex,1647113668.368066,0.26,No Attack
DERAS,Ex,1647115768.368069,0.16,No Attack
DTM,Ex,1647117868.368071,0.22,No Attack
DER,Ex,1647119968.368073,0.25,No Attack
DCM,Ex,1647122068.368075,0.43,No Attack
DERAS,Ex,1647124168.368077,0.45,No Attack
DTM,Ex,1647126268.368080,0.45,No Attack
DER,Ex,1647128368.368082,0.35,No Attack
DCM,Ex,1647130468.368084,0.27,No Attack
DERAS,Ex,1647132568.368086,0.4,No Attack
DTM,Ex,1647134668.368088,0.43,No Attack
DER,Ex,1647136768.368090,0.15,No Attack
DCM,Ex,1647138868.368093,0.3,No Attack
DERAS,Ex,1647140968.368095,0.15,No Attack
DTM,Ex,1647143068.368097,0.23,No Attack
DER,Ex,1647145168.368099,0.4,No Attack
DCM,Ex,1647147268.368101,0.43,No Attack
DERAS,Ex,1647149368.368103,0.15,No Attack
DTM,Ex,1647151468.368105,0.3,No Attack
DER,Ex,1647153568.368108,0.22,No Attack
DCM,Ex,1647155668.368110,0.35,No Attack
DERAS,Ex,1647157768.368112,0.34,No Attack
DTM,Ex,1647159868.368114,0.2,No Attack
DER,Ex,1647161968.368116,0.22,No Attack
DCM,Ex,1647164068.368118,0.37,No Attack
DERAS,Ex,1647166168.368120,0.37,No Attack
DTM,Ex,1647168268.368123,0.24,No Attack
DER,Ex,1647170368.368125,0.18,No Attack
DCM,Ex,1647172468.368127,0.45,No Attack
DERAS,Ex,1647174568.368129,0.15,No Attack
DTM,Ex,1647176668.368131,0.42,No Attack
DER,Ex,1647178768.368133,0.36,No Attack
DCM,Ex,1647180868.368136,0.42,No Attack
DERAS,Ex,1647182968.368138,0.44,No Attack
DTM,Ex,1647185068.368140,0.45,No Attack
DER,Ex,1647187168.368142,0.37,No Attack
DCM,Ex,1647189268.368144,0.24,No Attack
DERAS,Ex,1647191368.368146,0.43,No Attack
DTM,Ex,1647193468.368149,0.31,No Attack
DER,Ex,1647195568.368151,0.36,No Attack
DCM,Ex,1647197668.368153,0.34,No Attack
