Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052551.746389,0.24,No Attack
DCM,Ex,1647053751.746397,0.29,No Attack
DERAS,Ex,1647054951.746400,0.3,No Attack
DTM,Ex,1647056151.746402,0.25,No Attack
DER,Ex,1647057351.746405,0.38,No Attack
DCM,Ex,1647058551.746407,0.22,No Attack
DERAS,Ex,1647059751.746410,0.45,No Attack
DTM,Ex,1647060951.746412,0.45,No Attack
DER,Ex,1647062151.746414,0.22,No Attack
DCM,Ex,1647063351.746416,0.23,No Attack
DERAS,Ex,1647064551.746418,0.26,No Attack
DTM,Ex,1647065751.746421,0.26,No Attack
DER,Ex,1647066951.746423,0.19,No Attack
DCM,Ex,1647068151.746425,0.33,No Attack
DERAS,Ex,1647069351.746427,0.35,No Attack
DTM,Ex,1647070551.746429,0.16,No Attack
DER,Ex,1647071751.746431,0.38,No Attack
DCM,Ex,1647072951.746434,0.33,No Attack
DERAS,Ex,1647074151.746436,0.38,No Attack
DTM,Ex,1647075351.746438,0.22,No Attack
DER,Ex,1647076551.746440,0.18,No Attack
DCM,Ex,1647077751.746442,0.36,No Attack
DERAS,Ex,1647078951.746444,0.33,No Attack
DTM,Ex,1647080151.746447,0.17,No Attack
DER,Ex,1647081351.746449,0.16,No Attack
DCM,Ex,1647082551.746451,0.39,No Attack
DERAS,Ex,1647083751.746453,0.27,No Attack
DTM,Ex,1647084951.746455,0.18,No Attack
DER,Ex,1647086151.746457,0.42,No Attack
DCM,Ex,1647087351.746459,0.34,No Attack
DERAS,Ex,1647088551.746462,0.21,No Attack
DTM,Ex,1647089751.746464,0.41,No Attack
DER,Ex,1647090951.746466,0.39,No Attack
DCM,Ex,1647092151.746468,0.44,No Attack
DERAS,Ex,1647093351.746470,0.25,No Attack
DTM,Ex,1647094551.746472,0.21,No Attack
DER,Ex,1647095751.746475,0.28,No Attack
DCM,Ex,1647096951.746477,0.36,No Attack
DERAS,Ex,1647098151.746479,0.42,No Attack
DTM,Ex,1647099351.746481,0.21,No Attack
DER,Ex,1647100551.746483,0.38,No Attack
DCM,Ex,1647101751.746485,0.36,No Attack
DERAS,Ex,1647102951.746487,0.31,No Attack
DTM,Ex,1647104151.746490,0.25,No Attack
DER,Ex,1647105351.746492,0.3,No Attack
DCM,Ex,1647106551.746494,0.45,No Attack
DERAS,Ex,1647107751.746496,0.15,No Attack
DTM,Ex,1647108951.746498,0.27,No Attack
DER,Ex,1647110151.746500,0.37,No Attack
DCM,Ex,1647111351.746503,0.34,No Attack
DERAS,Ex,1647112551.746505,0.39,No Attack
DTM,Ex,1647113751.746507,0.17,No Attack
DER,Ex,1647114951.746509,0.22,No Attack
DCM,Ex,1647116151.746511,0.31,No Attack
DERAS,Ex,1647117351.746513,0.39,No Attack
DTM,Ex,1647118551.746515,0.16,No Attack
DER,Ex,1647119751.746518,0.16,No Attack
DCM,Ex,1647120951.746520,0.33,No Attack
DERAS,Ex,1647122151.746522,0.21,No Attack
DTM,Ex,1647123351.746524,0.23,No Attack
DER,Ex,1647124551.746526,0.2,No Attack
DCM,Ex,1647125751.746528,0.42,No Attack
DERAS,Ex,1647126951.746530,0.24,No Attack
DTM,Ex,1647128151.746533,0.27,No Attack
DER,Ex,1647129351.746535,0.16,No Attack
DCM,Ex,1647130551.746537,0.25,No Attack
DERAS,Ex,1647131751.746539,0.15,No Attack
DTM,Ex,1647132951.746541,0.44,No Attack
DER,Ex,1647134151.746543,0.37,No Attack
DCM,Ex,1647135351.746545,0.21,No Attack
DERAS,Ex,1647136551.746548,0.29,No Attack
DTM,Ex,1647137751.746550,0.25,No Attack
DER,Ex,1647138951.746552,0.31,No Attack
DCM,Ex,1647140151.746554,0.34,No Attack
DERAS,Ex,1647141351.746556,0.4,No Attack
DTM,Ex,1647142551.746558,0.43,No Attack
DER,Ex,1647143751.746560,0.3,No Attack
DCM,Ex,1647144951.746563,0.34,No Attack
DERAS,Ex,1647146151.746565,0.22,No Attack
DTM,Ex,1647147351.746567,0.17,No Attack
DER,Ex,1647148551.746569,0.22,No Attack
DCM,Ex,1647149751.746571,0.2,No Attack
DERAS,Ex,1647150951.746573,0.22,No Attack
DTM,Ex,1647152151.746575,0.37,No Attack
DER,Ex,1647153351.746577,0.16,No Attack
DCM,Ex,1647154551.746580,0.43,No Attack
DERAS,Ex,1647155751.746582,0.27,No Attack
DTM,Ex,1647156951.746584,0.19,No Attack
DER,Ex,1647158151.746586,0.41,No Attack
DCM,Ex,1647159351.746588,0.28,No Attack
DERAS,Ex,1647160551.746590,0.22,No Attack
DTM,Ex,1647161751.746592,0.37,No Attack
DER,Ex,1647162951.746595,0.41,No Attack
DCM,Ex,1647164151.746597,0.15,No Attack
DERAS,Ex,1647165351.746599,0.35,No Attack
DTM,Ex,1647166551.746601,0.28,No Attack
DER,Ex,1647167751.746603,0.37,No Attack
DCM,Ex,1647168951.746605,0.39,No Attack
DERAS,Ex,1647170151.746607,0.16,No Attack
DTM,Ex,1647171351.746609,0.15,No Attack
DER,Ex,1647172551.746612,0.33,No Attack
DCM,Ex,1647173751.746614,0.15,No Attack
DERAS,Ex,1647174951.746616,0.45,No Attack
DTM,Ex,1647176151.746618,0.44,No Attack
DER,Ex,1647177351.746620,0.29,No Attack
DCM,Ex,1647178551.746622,0.21,No Attack
DERAS,Ex,1647179751.746624,0.39,No Attack
DTM,Ex,1647180951.746626,0.22,No Attack
DER,Ex,1647182151.746628,0.4,No Attack
DCM,Ex,1647183351.746631,0.3,No Attack
DERAS,Ex,1647184551.746633,0.16,No Attack
DTM,Ex,1647185751.746635,0.22,No Attack
DER,Ex,1647186951.746637,0.24,No Attack
DCM,Ex,1647188151.746639,0.42,No Attack
DERAS,Ex,1647189351.746641,0.32,No Attack
DTM,Ex,1647190551.746644,0.32,No Attack
DER,Ex,1647191751.746646,0.38,No Attack
DCM,Ex,1647192951.746648,0.38,No Attack
DERAS,Ex,1647194151.746650,0.41,No Attack
DTM,Ex,1647195351.746652,0.24,No Attack
DER,Ex,1647196551.746654,0.31,No Attack
