Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052416.761229,0.33,No Attack
DCM,Ex,1647053016.761237,0.19,No Attack
DERAS,Ex,1647053616.761240,0.16,No Attack
DTM,Ex,1647054216.761242,0.37,No Attack
DER,Ex,1647054816.761245,0.42,No Attack
DCM,Ex,1647055416.761247,0.31,No Attack
DERAS,Ex,1647056016.761249,0.41,No Attack
DTM,Ex,1647056616.761251,0.45,No Attack
DER,Ex,1647057216.761254,0.27,No Attack
DCM,Ex,1647057816.761256,0.16,No Attack
DERAS,Ex,1647058416.761258,0.16,No Attack
DTM,Ex,1647059016.761260,0.32,No Attack
DER,Ex,1647059616.761262,0.2,No Attack
DCM,Ex,1647060216.761265,0.39,No Attack
DERAS,Ex,1647060816.761267,0.24,No Attack
DTM,Ex,1647061416.761269,0.24,No Attack
DER,Ex,1647062016.761271,0.35,No Attack
DCM,Ex,1647062616.761274,0.32,No Attack
DERAS,Ex,1647063216.761276,0.37,No Attack
DTM,Ex,1647063816.761278,0.27,No Attack
DER,Ex,1647064416.761280,0.25,No Attack
DCM,Ex,1647065016.761283,0.35,No Attack
DERAS,Ex,1647065616.761285,0.26,No Attack
DTM,Ex,1647066216.761287,0.17,No Attack
DER,Ex,1647066816.761289,0.34,No Attack
DCM,Ex,1647067416.761291,0.16,No Attack
DERAS,Ex,1647068016.761293,0.39,No Attack
DTM,Ex,1647068616.761296,0.17,No Attack
DER,Ex,1647069216.761298,0.3,No Attack
DCM,Ex,1647069816.761300,0.27,No Attack
DERAS,Ex,1647070416.761302,0.28,No Attack
DTM,Ex,1647071016.761304,0.45,No Attack
DER,Ex,1647071616.761307,0.36,No Attack
DCM,Ex,1647072216.761309,0.37,No Attack
DERAS,Ex,1647072816.761311,0.4,No Attack
DTM,Ex,1647073416.761313,0.23,No Attack
DER,Ex,1647074016.761315,0.2,No Attack
DCM,Ex,1647074616.761317,0.2,No Attack
DERAS,Ex,1647075216.761319,0.4,No Attack
DTM,Ex,1647075816.761322,0.39,No Attack
DER,Ex,1647076416.761324,0.37,No Attack
DCM,Ex,1647077016.761326,0.16,No Attack
DERAS,Ex,1647077616.761328,0.17,No Attack
DTM,Ex,1647078216.761330,0.16,No Attack
DER,Ex,1647078816.761332,0.33,No Attack
DCM,Ex,1647079416.761334,0.41,No Attack
DERAS,Ex,1647080016.761336,0.32,No Attack
DTM,Ex,1647080616.761339,0.43,No Attack
DER,Ex,1647081216.761341,0.24,No Attack
DCM,Ex,1647081816.761343,0.31,No Attack
DERAS,Ex,1647082416.761345,0.33,No Attack
DTM,Ex,1647083016.761347,0.37,No Attack
DER,Ex,1647083616.761349,0.4,No Attack
DCM,Ex,1647084216.761352,0.37,No Attack
DERAS,Ex,1647084816.761354,0.16,No Attack
DTM,Ex,1647085416.761356,0.43,No Attack
DER,Ex,1647086016.761358,0.36,No Attack
DCM,Ex,1647086616.761360,0.2,No Attack
DERAS,Ex,1647087216.761362,0.23,No Attack
DTM,Ex,1647087816.761364,0.33,No Attack
DER,Ex,1647088416.761366,0.28,No Attack
DCM,Ex,1647089016.761368,0.29,No Attack
DERAS,Ex,1647089616.761371,0.17,No Attack
DTM,Ex,1647090216.761373,0.28,No Attack
DER,Ex,1647090816.761375,0.39,No Attack
DCM,Ex,1647091416.761377,0.35,No Attack
DERAS,Ex,1647092016.761379,0.44,No Attack
DTM,Ex,1647092616.761381,0.19,No Attack
DER,Ex,1647093216.761383,0.27,No Attack
DCM,Ex,1647093816.761386,0.2,No Attack
DERAS,Ex,1647094416.761388,0.35,No Attack
DTM,Ex,1647095016.761390,0.26,No Attack
DER,Ex,1647095616.761392,0.16,No Attack
DCM,Ex,1647096216.761394,0.21,No Attack
DERAS,Ex,1647096816.761396,0.34,No Attack
DTM,Ex,1647097416.761399,0.34,No Attack
DER,Ex,1647098016.761401,0.41,No Attack
DCM,Ex,1647098616.761403,0.19,No Attack
DERAS,Ex,1647099216.761405,0.34,No Attack
DTM,Ex,1647099816.761407,0.37,No Attack
DER,Ex,1647100416.761409,0.39,No Attack
DCM,Ex,1647101016.761411,0.25,No Attack
DERAS,Ex,1647101616.761414,0.3,No Attack
DTM,Ex,1647102216.761416,0.33,No Attack
DER,Ex,1647102816.761418,0.32,No Attack
DCM,Ex,1647103416.761420,0.43,No Attack
DERAS,Ex,1647104016.761422,0.16,No Attack
DTM,Ex,1647104616.761424,0.43,No Attack
DER,Ex,1647105216.761426,0.39,No Attack
DCM,Ex,1647105816.761428,0.18,No Attack
DERAS,Ex,1647106416.761431,0.15,No Attack
DTM,Ex,1647107016.761433,0.34,No Attack
DER,Ex,1647107616.761435,0.39,No Attack
DCM,Ex,1647108216.761437,0.2,No Attack
DERAS,Ex,1647108816.761439,0.42,No Attack
DTM,Ex,1647109416.761441,0.44,No Attack
DER,Ex,1647110016.761443,0.26,No Attack
DCM,Ex,1647110616.761446,0.43,No Attack
DERAS,Ex,1647111216.761448,0.28,No Attack
DTM,Ex,1647111816.761450,0.26,No Attack
DER,Ex,1647112416.761452,0.33,No Attack
DCM,Ex,1647113016.761454,0.15,No Attack
DERAS,Ex,1647113616.761456,0.4,No Attack
DTM,Ex,1647114216.761459,0.44,No Attack
DER,Ex,1647114816.761461,0.17,No Attack
DCM,Ex,1647115416.761463,0.22,No Attack
DERAS,Ex,1647116016.761465,0.27,No Attack
DTM,Ex,1647116616.761467,0.27,No Attack
DER,Ex,1647117216.761469,0.29,No Attack
DCM,Ex,1647117816.761472,0.19,No Attack
DERAS,Ex,1647118416.761474,0.18,No Attack
DTM,Ex,1647119016.761476,0.3,No Attack
DER,Ex,1647119616.761478,0.41,No Attack
DCM,Ex,1647120216.761480,0.37,No Attack
DERAS,Ex,1647120816.761482,0.25,No Attack
DTM,Ex,1647121416.761484,0.32,No Attack
DER,Ex,1647122016.761487,0.33,No Attack
DCM,Ex,1647122616.761489,0.42,No Attack
DERAS,Ex,1647123216.761491,0.28,No Attack
DTM,Ex,1647123816.761493,0.37,No Attack
DER,Ex,1647124416.761495,0.16,No Attack
DCM,Ex,1647125016.761497,0.15,No Attack
DERAS,Ex,1647125616.761499,0.21,No Attack
DTM,Ex,1647126216.761501,0.41,No Attack
DER,Ex,1647126816.761503,0.35,No Attack
DCM,Ex,1647127416.761506,0.34,No Attack
DERAS,Ex,1647128016.761508,0.45,No Attack
DTM,Ex,1647128616.761510,0.27,No Attack
DER,Ex,1647129216.761512,0.18,No Attack
DCM,Ex,1647129816.761514,0.45,No Attack
DERAS,Ex,1647130416.761516,0.44,No Attack
DTM,Ex,1647131016.761518,0.34,No Attack
DER,Ex,1647131616.761521,0.17,No Attack
DCM,Ex,1647132216.761523,0.22,No Attack
DERAS,Ex,1647132816.761525,0.39,No Attack
DTM,Ex,1647133416.761529,0.37,No Attack
DER,Ex,1647134016.761532,0.35,No Attack
DCM,Ex,1647134616.761534,0.25,No Attack
DERAS,Ex,1647135216.761536,0.38,No Attack
DTM,Ex,1647135816.761538,0.24,No Attack
DER,Ex,1647136416.761540,0.42,No Attack
DCM,Ex,1647137016.761542,0.38,No Attack
DERAS,Ex,1647137616.761545,0.45,No Attack
DTM,Ex,1647138216.761547,0.19,No Attack
DER,Ex,1647138816.761549,0.36,No Attack
DCM,Ex,1647139416.761551,0.43,No Attack
DERAS,Ex,1647140016.761553,0.3,No Attack
DTM,Ex,1647140616.761555,0.28,No Attack
DER,Ex,1647141216.761557,0.15,No Attack
DCM,Ex,1647141816.761560,0.33,No Attack
DERAS,Ex,1647142416.761562,0.25,No Attack
DTM,Ex,1647143016.761564,0.33,No Attack
DER,Ex,1647143616.761566,0.25,No Attack
DCM,Ex,1647144216.761568,0.42,No Attack
DERAS,Ex,1647144816.761570,0.27,No Attack
DTM,Ex,1647145416.761573,0.25,No Attack
DER,Ex,1647146016.761575,0.25,No Attack
DCM,Ex,1647146616.761577,0.28,No Attack
DERAS,Ex,1647147216.761579,0.37,No Attack
DTM,Ex,1647147816.761581,0.27,No Attack
DER,Ex,1647148416.761583,0.29,No Attack
DCM,Ex,1647149016.761585,0.42,No Attack
DERAS,Ex,1647149616.761588,0.16,No Attack
DTM,Ex,1647150216.761590,0.21,No Attack
DER,Ex,1647150816.761592,0.44,No Attack
DCM,Ex,1647151416.761594,0.43,No Attack
DERAS,Ex,1647152016.761596,0.22,No Attack
DTM,Ex,1647152616.761598,0.31,No Attack
DER,Ex,1647153216.761600,0.22,No Attack
DCM,Ex,1647153816.761602,0.2,No Attack
DERAS,Ex,1647154416.761605,0.25,No Attack
DTM,Ex,1647155016.761607,0.32,No Attack
DER,Ex,1647155616.761609,0.37,No Attack
