Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052972.903111,0.28,No Attack
DCM,Ex,1647055672.903118,0.18,No Attack
DERAS,Ex,1647058372.903121,0.45,No Attack
DTM,Ex,1647061072.903124,0.21,No Attack
DER,Ex,1647063772.903126,0.23,No Attack
DCM,Ex,1647066472.903128,0.18,No Attack
DERAS,Ex,1647069172.903130,0.34,No Attack
DTM,Ex,1647071872.903132,0.35,No Attack
DER,Ex,1647074572.903134,0.18,No Attack
DCM,Ex,1647077272.903136,0.42,No Attack
DERAS,Ex,1647079972.903138,0.35,No Attack
DTM,Ex,1647082672.903140,0.2,No Attack
DER,Ex,1647085372.903142,0.15,No Attack
DCM,Ex,1647088072.903144,0.3,No Attack
DERAS,Ex,1647090772.903146,0.41,No Attack
DTM,Ex,1647093472.903148,0.25,No Attack
DER,Ex,1647096172.903151,0.45,No Attack
DCM,Ex,1647098872.903153,0.33,No Attack
DERAS,Ex,1647101572.903155,0.25,No Attack
DTM,Ex,1647104272.903157,0.15,No Attack
DER,Ex,1647106972.903159,0.29,No Attack
DCM,Ex,1647109672.903161,0.22,No Attack
DERAS,Ex,1647112372.903163,0.26,No Attack
DTM,Ex,1647115072.903165,0.24,No Attack
DER,Ex,1647117772.903167,0.25,No Attack
DCM,Ex,1647120472.903169,0.23,No Attack
DERAS,Ex,1647123172.903171,0.2,No Attack
DTM,Ex,1647125872.903173,0.4,No Attack
DER,Ex,1647128572.903175,0.35,No Attack
DCM,Ex,1647131272.903177,0.45,No Attack
DERAS,Ex,1647133972.903179,0.34,No Attack
DTM,Ex,1647136672.903181,0.3,No Attack
DER,Ex,1647139372.903183,0.41,No Attack
DCM,Ex,1647142072.903185,0.16,No Attack
DERAS,Ex,1647144772.903187,0.19,No Attack
DTM,Ex,1647147472.903189,0.34,No Attack
DER,Ex,1647150172.903191,0.2,No Attack
DCM,Ex,1647152872.903193,0.42,No Attack
DERAS,Ex,1647155572.903195,0.34,No Attack
DTM,Ex,1647158272.903197,0.21,No Attack
DER,Ex,1647160972.903199,0.26,No Attack
DCM,Ex,1647163672.903201,0.26,No Attack
DERAS,Ex,1647166372.903203,0.31,No Attack
DTM,Ex,1647169072.903205,0.21,No Attack
DER,Ex,1647171772.903207,0.29,No Attack
DCM,Ex,1647174472.903209,0.3,No Attack
DERAS,Ex,1647177172.903211,0.38,No Attack
DTM,Ex,1647179872.903213,0.2,No Attack
DER,Ex,1647182572.903215,0.23,No Attack
DCM,Ex,1647185272.903217,0.21,No Attack
DERAS,Ex,1647187972.903219,0.19,No Attack
DTM,Ex,1647190672.903221,0.42,No Attack
DER,Ex,1647193372.903223,0.2,No Attack
DCM,Ex,1647196072.903225,0.41,No Attack
