Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052571.941269,0.39,No Attack
DCM,Ex,1647053771.941277,0.34,No Attack
DERAS,Ex,1647054971.941280,0.29,No Attack
DTM,Ex,1647056171.941282,0.18,No Attack
DER,Ex,1647057371.941285,0.17,No Attack
DCM,Ex,1647058571.941287,0.21,No Attack
DERAS,Ex,1647059771.941289,0.33,No Attack
DTM,Ex,1647060971.941291,0.3,No Attack
DER,Ex,1647062171.941294,0.44,No Attack
DCM,Ex,1647063371.941296,0.44,No Attack
DERAS,Ex,1647064571.941298,0.31,No Attack
DTM,Ex,1647065771.941300,0.21,No Attack
DER,Ex,1647066971.941302,0.41,No Attack
DCM,Ex,1647068171.941304,0.35,No Attack
DERAS,Ex,1647069371.941307,0.27,No Attack
DTM,Ex,1647070571.941309,0.4,No Attack
DER,Ex,1647071771.941311,0.34,No Attack
DCM,Ex,1647072971.941313,0.38,No Attack
DERAS,Ex,1647074171.941316,0.44,No Attack
DTM,Ex,1647075371.941318,0.33,No Attack
DER,Ex,1647076571.941320,0.2,No Attack
DCM,Ex,1647077771.941322,0.41,No Attack
DERAS,Ex,1647078971.941324,0.28,No Attack
DTM,Ex,1647080171.941326,0.23,No Attack
DER,Ex,1647081371.941328,0.38,No Attack
DCM,Ex,1647082571.941331,0.32,No Attack
DERAS,Ex,1647083771.941333,0.15,No Attack
DTM,Ex,1647084971.941335,0.41,No Attack
DER,Ex,1647086171.941337,0.43,No Attack
DCM,Ex,1647087371.941339,0.33,No Attack
DERAS,Ex,1647088571.941342,0.42,No Attack
DTM,Ex,1647089771.941344,0.17,No Attack
DER,Ex,1647090971.941346,0.16,No Attack
DCM,Ex,1647092171.941348,0.15,No Attack
DERAS,Ex,1647093371.941350,0.35,No Attack
DTM,Ex,1647094571.941352,0.28,No Attack
DER,Ex,1647095771.941354,0.22,No Attack
DCM,Ex,1647096971.941356,0.38,No Attack
DERAS,Ex,1647098171.941359,0.43,No Attack
DTM,Ex,1647099371.941361,0.39,No Attack
DER,Ex,1647100571.941363,0.35,No Attack
DCM,Ex,1647101771.941365,0.31,No Attack
DERAS,Ex,1647102971.941367,0.33,No Attack
DTM,Ex,1647104171.941369,0.23,No Attack
DER,Ex,1647105371.941371,0.3,No Attack
DCM,Ex,1647106571.941373,0.33,No Attack
DERAS,Ex,1647107771.941376,0.21,No Attack
DTM,Ex,1647108971.941378,0.21,No Attack
DER,Ex,1647110171.941380,0.22,No Attack
DCM,Ex,1647111371.941382,0.36,No Attack
DERAS,Ex,1647112571.941384,0.17,No Attack
DTM,Ex,1647113771.941386,0.32,No Attack
DER,Ex,1647114971.941388,0.28,No Attack
DCM,Ex,1647116171.941390,0.28,No Attack
DERAS,Ex,1647117371.941393,0.45,No Attack
DTM,Ex,1647118571.941395,0.44,No Attack
DER,Ex,1647119771.941397,0.38,No Attack
DCM,Ex,1647120971.941399,0.21,No Attack
DERAS,Ex,1647122171.941401,0.17,No Attack
DTM,Ex,1647123371.941403,0.38,No Attack
DER,Ex,1647124571.941405,0.27,No Attack
DCM,Ex,1647125771.941408,0.22,No Attack
DERAS,Ex,1647126971.941410,0.43,No Attack
DTM,Ex,1647128171.941412,0.16,No Attack
DER,Ex,1647129371.941414,0.43,No Attack
DCM,Ex,1647130571.941416,0.31,No Attack
DERAS,Ex,1647131771.941418,0.16,No Attack
DTM,Ex,1647132971.941420,0.35,No Attack
DER,Ex,1647134171.941422,0.44,No Attack
DCM,Ex,1647135371.941424,0.37,No Attack
DERAS,Ex,1647136571.941427,0.39,No Attack
DTM,Ex,1647137771.941429,0.41,No Attack
