Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647053119.819412,0.32,No Attack
DCM,Ex,1647056719.819419,0.42,No Attack
DERAS,Ex,1647060319.819422,0.36,No Attack
DTM,Ex,1647063919.819425,0.32,No Attack
DER,Ex,1647067519.819427,0.28,No Attack
DCM,Ex,1647071119.819429,0.26,No Attack
DERAS,Ex,1647074719.819432,0.4,No Attack
DTM,Ex,1647078319.819434,0.42,No Attack
DER,Ex,1647081919.819436,0.39,No Attack
DCM,Ex,1647085519.819438,0.34,No Attack
DERAS,Ex,1647089119.819440,0.22,No Attack
DTM,Ex,1647092719.819443,0.2,No Attack
DER,Ex,1647096319.819445,0.43,No Attack
DCM,Ex,1647099919.819447,0.28,No Attack
DERAS,Ex,1647103519.819449,0.29,No Attack
DTM,Ex,1647107119.819452,0.38,No Attack
DER,Ex,1647110719.819454,0.16,No Attack
DCM,Ex,1647114319.819456,0.18,No Attack
DERAS,Ex,1647117919.819458,0.41,No Attack
DTM,Ex,1647121519.819460,0.42,No Attack
DER,Ex,1647125119.819463,0.23,No Attack
DCM,Ex,1647128719.819465,0.26,No Attack
DERAS,Ex,1647132319.819467,0.41,No Attack
DTM,Ex,1647135919.819469,0.19,No Attack
DER,Ex,1647139519.819472,0.28,No Attack
DCM,Ex,1647143119.819474,0.16,No Attack
DERAS,Ex,1647146719.819476,0.39,No Attack
DTM,Ex,1647150319.819478,0.24,No Attack
DER,Ex,1647153919.819480,0.27,No Attack
DCM,Ex,1647157519.819482,0.34,No Attack
DERAS,Ex,1647161119.819484,0.45,No Attack
DTM,Ex,1647164719.819487,0.38,No Attack
DER,Ex,1647168319.819489,0.28,No Attack
DCM,Ex,1647171919.819491,0.36,No Attack
DERAS,Ex,1647175519.819493,0.29,No Attack
DTM,Ex,1647179119.819495,0.22,No Attack
DER,Ex,1647182719.819497,0.18,No Attack
DCM,Ex,1647186319.819500,0.33,No Attack
DERAS,Ex,1647189919.819502,0.2,No Attack
DTM,Ex,1647193519.819504,0.2,No Attack
DER,Ex,1647197119.819506,0.24,No Attack
