Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052474.616755,0.19,No Attack
DCM,Ex,1647053374.616762,0.4,No Attack
DERAS,Ex,1647054274.616765,0.32,No Attack
DTM,Ex,1647055174.616768,0.36,No Attack
DER,Ex,1647056074.616770,0.43,No Attack
DCM,Ex,1647056974.616772,0.28,No Attack
DERAS,Ex,1647057874.616775,0.25,No Attack
DTM,Ex,1647058774.616778,0.29,No Attack
DER,Ex,1647059674.616780,0.2,No Attack
DCM,Ex,1647060574.616782,0.37,No Attack
DERAS,Ex,1647061474.616784,0.28,No Attack
DTM,Ex,1647062374.616787,0.4,No Attack
DER,Ex,1647063274.616789,0.35,No Attack
DCM,Ex,1647064174.616791,0.36,No Attack
DERAS,Ex,1647065074.616793,0.34,No Attack
DTM,Ex,1647065974.616795,0.24,No Attack
DER,Ex,1647066874.616798,0.37,No Attack
DCM,Ex,1647067774.616800,0.33,No Attack
DERAS,Ex,1647068674.616802,0.26,No Attack
DTM,Ex,1647069574.616804,0.29,No Attack
DER,Ex,1647070474.616807,0.24,No Attack
DCM,Ex,1647071374.616809,0.19,No Attack
DERAS,Ex,1647072274.616811,0.16,No Attack
DTM,Ex,1647073174.616813,0.25,No Attack
DER,Ex,1647074074.616816,0.39,No Attack
DCM,Ex,1647074974.616818,0.36,No Attack
DERAS,Ex,1647075874.616820,0.29,No Attack
DTM,Ex,1647076774.616822,0.33,No Attack
DER,Ex,1647077674.616824,0.3,No Attack
DCM,Ex,1647078574.616826,0.16,No Attack
DERAS,Ex,1647079474.616829,0.15,No Attack
DTM,Ex,1647080374.616831,0.16,No Attack
DER,Ex,1647081274.616833,0.41,No Attack
DCM,Ex,1647082174.616835,0.33,No Attack
DERAS,Ex,1647083074.616837,0.17,No Attack
DTM,Ex,1647083974.616839,0.27,No Attack
DER,Ex,1647084874.616842,0.41,No Attack
DCM,Ex,1647085774.616844,0.21,No Attack
DERAS,Ex,1647086674.616846,0.26,No Attack
DTM,Ex,1647087574.616848,0.2,No Attack
DER,Ex,1647088474.616850,0.2,No Attack
DCM,Ex,1647089374.616852,0.35,No Attack
DERAS,Ex,1647090274.616855,0.34,No Attack
DTM,Ex,1647091174.616857,0.31,No Attack
DER,Ex,1647092074.616859,0.28,No Attack
DCM,Ex,1647092974.616861,0.23,No Attack
DERAS,Ex,1647093874.616863,0.32,No Attack
DTM,Ex,1647094774.616865,0.42,No Attack
DER,Ex,1647095674.616868,0.29,No Attack
DCM,Ex,1647096574.616870,0.3,No Attack
DERAS,Ex,1647097474.616872,0.26,No Attack
DTM,Ex,1647098374.616874,0.39,No Attack
DER,Ex,1647099274.616876,0.44,No Attack
DCM,Ex,1647100174.616878,0.4,No Attack
DERAS,Ex,1647101074.616880,0.42,No Attack
DTM,Ex,1647101974.616883,0.22,No Attack
DER,Ex,1647102874.616885,0.39,No Attack
DCM,Ex,1647103774.616887,0.3,No Attack
DERAS,Ex,1647104674.616889,0.18,No Attack
DTM,Ex,1647105574.616891,0.16,No Attack
DER,Ex,1647106474.616893,0.33,No Attack
DCM,Ex,1647107374.616895,0.38,No Attack
DERAS,Ex,1647108274.616897,0.32,No Attack
DTM,Ex,1647109174.616899,0.32,No Attack
DER,Ex,1647110074.616902,0.21,No Attack
DCM,Ex,1647110974.616904,0.44,No Attack
DERAS,Ex,1647111874.616906,0.44,No Attack
DTM,Ex,1647112774.616908,0.44,No Attack
DER,Ex,1647113674.616910,0.15,No Attack
DCM,Ex,1647114574.616912,0.4,No Attack
