Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052582.017973,0.43,No Attack
DCM,Ex,1647053782.017981,0.21,No Attack
DERAS,Ex,1647054982.017984,0.35,No Attack
DTM,Ex,1647056182.017986,0.2,No Attack
DER,Ex,1647057382.017989,0.28,No Attack
DCM,Ex,1647058582.017991,0.23,No Attack
DERAS,Ex,1647059782.017993,0.39,No Attack
DTM,Ex,1647060982.017996,0.37,No Attack
DER,Ex,1647062182.017998,0.39,No Attack
DCM,Ex,1647063382.018000,0.31,No Attack
DERAS,Ex,1647064582.018002,0.36,No Attack
DTM,Ex,1647065782.018005,0.23,No Attack
DER,Ex,1647066982.018007,0.29,No Attack
DCM,Ex,1647068182.018009,0.2,No Attack
DERAS,Ex,1647069382.018011,0.42,No Attack
DTM,Ex,1647070582.018013,0.24,No Attack
DER,Ex,1647071782.018016,0.31,No Attack
DCM,Ex,1647072982.018018,0.38,No Attack
DERAS,Ex,1647074182.018020,0.32,No Attack
DTM,Ex,1647075382.018022,0.27,No Attack
DER,Ex,1647076582.018024,0.3,No Attack
DCM,Ex,1647077782.018026,0.34,No Attack
DERAS,Ex,1647078982.018029,0.41,No Attack
DTM,Ex,1647080182.018031,0.27,No Attack
DER,Ex,1647081382.018033,0.44,No Attack
DCM,Ex,1647082582.018035,0.34,No Attack
DERAS,Ex,1647083782.018037,0.19,No Attack
DTM,Ex,1647084982.018039,0.35,No Attack
DER,Ex,1647086182.018041,0.16,No Attack
DCM,Ex,1647087382.018044,0.15,No Attack
DERAS,Ex,1647088582.018046,0.31,No Attack
DTM,Ex,1647089782.018048,0.27,No Attack
DER,Ex,1647090982.018050,0.28,No Attack
DCM,Ex,1647092182.018052,0.37,No Attack
DERAS,Ex,1647093382.018054,0.33,No Attack
DTM,Ex,1647094582.018056,0.25,No Attack
DER,Ex,1647095782.018059,0.45,No Attack
DCM,Ex,1647096982.018061,0.32,No Attack
DERAS,Ex,1647098182.018063,0.27,No Attack
DTM,Ex,1647099382.018065,0.28,No Attack
DER,Ex,1647100582.018067,0.35,No Attack
DCM,Ex,1647101782.018069,0.28,No Attack
DERAS,Ex,1647102982.018071,0.26,No Attack
DTM,Ex,1647104182.018074,0.29,No Attack
DER,Ex,1647105382.018076,0.26,No Attack
DCM,Ex,1647106582.018078,0.42,No Attack
DERAS,Ex,1647107782.018080,0.18,No Attack
DTM,Ex,1647108982.018082,0.16,No Attack
DER,Ex,1647110182.018084,0.15,No Attack
DCM,Ex,1647111382.018086,0.43,No Attack
DERAS,Ex,1647112582.018088,0.31,No Attack
DTM,Ex,1647113782.018091,0.25,No Attack
DER,Ex,1647114982.018093,0.45,No Attack
DCM,Ex,1647116182.018095,0.36,No Attack
DERAS,Ex,1647117382.018097,0.34,No Attack
DTM,Ex,1647118582.018099,0.22,No Attack
DER,Ex,1647119782.018101,0.23,No Attack
DCM,Ex,1647120982.018103,0.43,No Attack
DERAS,Ex,1647122182.018105,0.34,No Attack
DTM,Ex,1647123382.018108,0.26,No Attack
DER,Ex,1647124582.018110,0.3,No Attack
DCM,Ex,1647125782.018112,0.15,No Attack
DERAS,Ex,1647126982.018114,0.24,No Attack
DTM,Ex,1647128182.018116,0.19,No Attack
DER,Ex,1647129382.018118,0.28,No Attack
DCM,Ex,1647130582.018121,0.36,No Attack
DERAS,Ex,1647131782.018123,0.41,No Attack
DTM,Ex,1647132982.018125,0.29,No Attack
DER,Ex,1647134182.018127,0.15,No Attack
DCM,Ex,1647135382.018129,0.39,No Attack
DERAS,Ex,1647136582.018131,0.21,No Attack
DTM,Ex,1647137782.018133,0.27,No Attack
DER,Ex,1647138982.018135,0.28,No Attack
DCM,Ex,1647140182.018138,0.39,No Attack
DERAS,Ex,1647141382.018140,0.17,No Attack
DTM,Ex,1647142582.018142,0.18,No Attack
DER,Ex,1647143782.018144,0.21,No Attack
DCM,Ex,1647144982.018146,0.17,No Attack
DERAS,Ex,1647146182.018148,0.15,No Attack
DTM,Ex,1647147382.018150,0.36,No Attack
DER,Ex,1647148582.018153,0.39,No Attack
DCM,Ex,1647149782.018155,0.37,No Attack
DERAS,Ex,1647150982.018157,0.2,No Attack
DTM,Ex,1647152182.018159,0.31,No Attack
DER,Ex,1647153382.018161,0.21,No Attack
DCM,Ex,1647154582.018163,0.16,No Attack
DERAS,Ex,1647155782.018165,0.31,No Attack
DTM,Ex,1647156982.018167,0.16,No Attack
DER,Ex,1647158182.018169,0.38,No Attack
DCM,Ex,1647159382.018171,0.33,No Attack
DERAS,Ex,1647160582.018174,0.18,No Attack
DTM,Ex,1647161782.018176,0.35,No Attack
DER,Ex,1647162982.018178,0.33,No Attack
DCM,Ex,1647164182.018182,0.44,No Attack
DERAS,Ex,1647165382.018184,0.38,No Attack
DTM,Ex,1647166582.018186,0.25,No Attack
DER,Ex,1647167782.018189,0.36,No Attack
DCM,Ex,1647168982.018191,0.23,No Attack
DERAS,Ex,1647170182.018193,0.24,No Attack
DTM,Ex,1647171382.018195,0.43,No Attack
DER,Ex,1647172582.018197,0.35,No Attack
DCM,Ex,1647173782.018199,0.25,No Attack
DERAS,Ex,1647174982.018201,0.26,No Attack
DTM,Ex,1647176182.018203,0.22,No Attack
DER,Ex,1647177382.018205,0.39,No Attack
DCM,Ex,1647178582.018207,0.31,No Attack
DERAS,Ex,1647179782.018210,0.36,No Attack
DTM,Ex,1647180982.018212,0.41,No Attack
DER,Ex,1647182182.018214,0.17,No Attack
DCM,Ex,1647183382.018216,0.32,No Attack
