Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052802.887064,0.43,No Attack
DCM,Ex,1647054902.887071,0.38,No Attack
DERAS,Ex,1647057002.887074,0.22,No Attack
DTM,Ex,1647059102.887076,0.2,No Attack
DER,Ex,1647061202.887078,0.37,No Attack
DCM,Ex,1647063302.887080,0.33,No Attack
DERAS,Ex,1647065402.887082,0.32,No Attack
DTM,Ex,1647067502.887085,0.42,No Attack
DER,Ex,1647069602.887087,0.15,No Attack
DCM,Ex,1647071702.887089,0.32,No Attack
DERAS,Ex,1647073802.887091,0.27,No Attack
DTM,Ex,1647075902.887093,0.18,No Attack
DER,Ex,1647078002.887095,0.25,No Attack
DCM,Ex,1647080102.887097,0.39,No Attack
DERAS,Ex,1647082202.887099,0.23,No Attack
DTM,Ex,1647084302.887101,0.19,No Attack
DER,Ex,1647086402.887103,0.34,No Attack
DCM,Ex,1647088502.887105,0.32,No Attack
DERAS,Ex,1647090602.887107,0.38,No Attack
DTM,Ex,1647092702.887109,0.32,No Attack
DER,Ex,1647094802.887111,0.26,No Attack
DCM,Ex,1647096902.887113,0.2,No Attack
DERAS,Ex,1647099002.887115,0.38,No Attack
DTM,Ex,1647101102.887117,0.41,No Attack
DER,Ex,1647103202.887119,0.33,No Attack
DCM,Ex,1647105302.887121,0.43,No Attack
DERAS,Ex,1647107402.887123,0.25,No Attack
DTM,Ex,1647109502.887125,0.36,No Attack
DER,Ex,1647111602.887127,0.37,No Attack
DCM,Ex,1647113702.887129,0.37,No Attack
DERAS,Ex,1647115802.887131,0.23,No Attack
DTM,Ex,1647117902.887133,0.36,No Attack
DER,Ex,1647120002.887135,0.39,No Attack
DCM,Ex,1647122102.887137,0.42,No Attack
DERAS,Ex,1647124202.887139,0.3,No Attack
DTM,Ex,1647126302.887141,0.38,No Attack
DER,Ex,1647128402.887143,0.31,No Attack
DCM,Ex,1647130502.887145,0.45,No Attack
DERAS,Ex,1647132602.887147,0.32,No Attack
DTM,Ex,1647134702.887149,0.18,No Attack
DER,Ex,1647136802.887151,0.17,No Attack
DCM,Ex,1647138902.887153,0.25,No Attack
DERAS,Ex,1647141002.887155,0.32,No Attack
DTM,Ex,1647143102.887157,0.32,No Attack
DER,Ex,1647145202.887158,0.28,No Attack
DCM,Ex,1647147302.887160,0.42,No Attack
DERAS,Ex,1647149402.887162,0.44,No Attack
DTM,Ex,1647151502.887164,0.37,No Attack
DER,Ex,1647153602.887166,0.33,No Attack
DCM,Ex,1647155702.887168,0.42,No Attack
DERAS,Ex,1647157802.887170,0.34,No Attack
DTM,Ex,1647159902.887172,0.25,No Attack
DER,Ex,1647162002.887174,0.21,No Attack
DCM,Ex,1647164102.887176,0.15,No Attack
DERAS,Ex,1647166202.887178,0.44,No Attack
DTM,Ex,1647168302.887180,0.32,No Attack
DER,Ex,1647170402.887182,0.33,No Attack
DCM,Ex,1647172502.887184,0.36,No Attack
DERAS,Ex,1647174602.887186,0.19,No Attack
DTM,Ex,1647176702.887188,0.15,No Attack
DER,Ex,1647178802.887190,0.33,No Attack
DCM,Ex,1647180902.887192,0.24,No Attack
DERAS,Ex,1647183002.887194,0.36,No Attack
DTM,Ex,1647185102.887196,0.43,No Attack
DER,Ex,1647187202.887198,0.16,No Attack
DCM,Ex,1647189302.887199,0.44,No Attack
DERAS,Ex,1647191402.887201,0.4,No Attack
DTM,Ex,1647193502.887203,0.32,No Attack
DER,Ex,1647195602.887205,0.45,No Attack
DCM,Ex,1647197702.887207,0.28,No Attack
