Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052406.974089,0.29,No Attack
DCM,Ex,1647053006.974096,0.38,No Attack
DERAS,Ex,1647053606.974099,0.22,No Attack
DTM,Ex,1647054206.974101,0.16,No Attack
DER,Ex,1647054806.974103,0.19,No Attack
DCM,Ex,1647055406.974105,0.27,No Attack
DERAS,Ex,1647056006.974108,0.39,No Attack
DTM,Ex,1647056606.974110,0.21,No Attack
DER,Ex,1647057206.974112,0.32,No Attack
DCM,Ex,1647057806.974114,0.33,No Attack
DERAS,Ex,1647058406.974116,0.18,No Attack
DTM,Ex,1647059006.974118,0.44,No Attack
DER,Ex,1647059606.974120,0.23,No Attack
DCM,Ex,1647060206.974122,0.32,No Attack
DERAS,Ex,1647060806.974124,0.31,No Attack
DTM,Ex,1647061406.974126,0.3,No Attack
DER,Ex,1647062006.974128,0.23,No Attack
DCM,Ex,1647062606.974130,0.32,No Attack
DERAS,Ex,1647063206.974132,0.37,No Attack
DTM,Ex,1647063806.974134,0.33,No Attack
DER,Ex,1647064406.974136,0.41,No Attack
DCM,Ex,1647065006.974137,0.44,No Attack
DERAS,Ex,1647065606.974139,0.32,No Attack
DTM,Ex,1647066206.974141,0.18,No Attack
DER,Ex,1647066806.974143,0.2,No Attack
DCM,Ex,1647067406.974145,0.21,No Attack
DERAS,Ex,1647068006.974147,0.24,No Attack
DTM,Ex,1647068606.974149,0.19,No Attack
DER,Ex,1647069206.974151,0.34,No Attack
DCM,Ex,1647069806.974153,0.37,No Attack
DERAS,Ex,1647070406.974155,0.24,No Attack
DTM,Ex,1647071006.974157,0.37,No Attack
DER,Ex,1647071606.974159,0.41,No Attack
DCM,Ex,1647072206.974161,0.29,No Attack
DERAS,Ex,1647072806.974163,0.2,No Attack
DTM,Ex,1647073406.974165,0.21,No Attack
DER,Ex,1647074006.974166,0.42,No Attack
DCM,Ex,1647074606.974168,0.34,No Attack
DERAS,Ex,1647075206.974170,0.26,No Attack
DTM,Ex,1647075806.974172,0.37,No Attack
DER,Ex,1647076406.974174,0.38,No Attack
DCM,Ex,1647077006.974176,0.31,No Attack
DERAS,Ex,1647077606.974178,0.35,No Attack
DTM,Ex,1647078206.974180,0.35,No Attack
DER,Ex,1647078806.974182,0.38,No Attack
DCM,Ex,1647079406.974184,0.41,No Attack
DERAS,Ex,1647080006.974186,0.16,No Attack
DTM,Ex,1647080606.974188,0.16,No Attack
DER,Ex,1647081206.974190,0.22,No Attack
DCM,Ex,1647081806.974192,0.27,No Attack
DERAS,Ex,1647082406.974194,0.27,No Attack
DTM,Ex,1647083006.974196,0.23,No Attack
DER,Ex,1647083606.974198,0.16,No Attack
DCM,Ex,1647084206.974199,0.38,No Attack
DERAS,Ex,1647084806.974201,0.41,No Attack
DTM,Ex,1647085406.974203,0.17,No Attack
DER,Ex,1647086006.974205,0.19,No Attack
DCM,Ex,1647086606.974207,0.34,No Attack
DERAS,Ex,1647087206.974209,0.24,No Attack
DTM,Ex,1647087806.974211,0.38,No Attack
DER,Ex,1647088406.974213,0.24,No Attack
DCM,Ex,1647089006.974215,0.41,No Attack
DERAS,Ex,1647089606.974217,0.21,No Attack
DTM,Ex,1647090206.974219,0.4,No Attack
DER,Ex,1647090806.974221,0.17,No Attack
DCM,Ex,1647091406.974223,0.28,No Attack
DERAS,Ex,1647092006.974225,0.29,No Attack
DTM,Ex,1647092606.974227,0.26,No Attack
DER,Ex,1647093206.974228,0.18,No Attack
DCM,Ex,1647093806.974230,0.33,No Attack
DERAS,Ex,1647094406.974232,0.37,No Attack
DTM,Ex,1647095006.974234,0.27,No Attack
DER,Ex,1647095606.974236,0.43,No Attack
DCM,Ex,1647096206.974238,0.38,No Attack
DERAS,Ex,1647096806.974240,0.33,No Attack
DTM,Ex,1647097406.974242,0.18,No Attack
DER,Ex,1647098006.974244,0.21,No Attack
DCM,Ex,1647098606.974246,0.38,No Attack
DERAS,Ex,1647099206.974248,0.25,No Attack
DTM,Ex,1647099806.974251,0.33,No Attack
DER,Ex,1647100406.974253,0.38,No Attack
DCM,Ex,1647101006.974254,0.22,No Attack
DERAS,Ex,1647101606.974256,0.18,No Attack
DTM,Ex,1647102206.974258,0.29,No Attack
DER,Ex,1647102806.974260,0.26,No Attack
DCM,Ex,1647103406.974262,0.31,No Attack
DERAS,Ex,1647104006.974264,0.4,No Attack
DTM,Ex,1647104606.974266,0.32,No Attack
DER,Ex,1647105206.974268,0.29,No Attack
DCM,Ex,1647105806.974270,0.43,No Attack
DERAS,Ex,1647106406.974272,0.23,No Attack
DTM,Ex,1647107006.974274,0.17,No Attack
DER,Ex,1647107606.974276,0.3,No Attack
DCM,Ex,1647108206.974278,0.4,No Attack
DERAS,Ex,1647108806.974280,0.36,No Attack
DTM,Ex,1647109406.974282,0.18,No Attack
DER,Ex,1647110006.974284,0.28,No Attack
DCM,Ex,1647110606.974286,0.2,No Attack
DERAS,Ex,1647111206.974288,0.35,No Attack
