Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052639.779743,0.16,No Attack
DCM,Ex,1647054439.779750,0.2,No Attack
DERAS,Ex,1647056239.779753,0.39,No Attack
DTM,Ex,1647058039.779755,0.45,No Attack
DER,Ex,1647059839.779758,0.2,No Attack
DCM,Ex,1647061639.779760,0.43,No Attack
DERAS,Ex,1647063439.779762,0.17,No Attack
DTM,Ex,1647065239.779764,0.4,No Attack
DER,Ex,1647067039.779766,0.31,No Attack
DCM,Ex,1647068839.779768,0.45,No Attack
DERAS,Ex,1647070639.779770,0.43,No Attack
DTM,Ex,1647072439.779772,0.22,No Attack
DER,Ex,1647074239.779774,0.24,No Attack
DCM,Ex,1647076039.779776,0.17,No Attack
DERAS,Ex,1647077839.779778,0.45,No Attack
DTM,Ex,1647079639.779780,0.21,No Attack
DER,Ex,1647081439.779782,0.18,No Attack
DCM,Ex,1647083239.779784,0.15,No Attack
DERAS,Ex,1647085039.779786,0.36,No Attack
DTM,Ex,1647086839.779788,0.17,No Attack
DER,Ex,1647088639.779790,0.2,No Attack
DCM,Ex,1647090439.779791,0.45,No Attack
DERAS,Ex,1647092239.779793,0.31,No Attack
DTM,Ex,1647094039.779795,0.22,No Attack
DER,Ex,1647095839.779797,0.23,No Attack
DCM,Ex,1647097639.779799,0.17,No Attack
DERAS,Ex,1647099439.779801,0.35,No Attack
DTM,Ex,1647101239.779803,0.15,No Attack
DER,Ex,1647103039.779805,0.36,No Attack
DCM,Ex,1647104839.779807,0.21,No Attack
DERAS,Ex,1647106639.779809,0.17,No Attack
DTM,Ex,1647108439.779811,0.19,No Attack
DER,Ex,1647110239.779813,0.35,No Attack
DCM,Ex,1647112039.779815,0.26,No Attack
DERAS,Ex,1647113839.779817,0.41,No Attack
DTM,Ex,1647115639.779819,0.38,No Attack
DER,Ex,1647117439.779821,0.44,No Attack
DCM,Ex,1647119239.779823,0.23,No Attack
DERAS,Ex,1647121039.779825,0.19,No Attack
DTM,Ex,1647122839.779827,0.28,No Attack
DER,Ex,1647124639.779829,0.34,No Attack
DCM,Ex,1647126439.779831,0.27,No Attack
DERAS,Ex,1647128239.779833,0.29,No Attack
DTM,Ex,1647130039.779835,0.19,No Attack
DER,Ex,1647131839.779836,0.45,No Attack
DCM,Ex,1647133639.779838,0.41,No Attack
DERAS,Ex,1647135439.779840,0.41,No Attack
DTM,Ex,1647137239.779842,0.18,No Attack
DER,Ex,1647139039.779844,0.23,No Attack
DCM,Ex,1647140839.779846,0.27,No Attack
DERAS,Ex,1647142639.779848,0.42,No Attack
DTM,Ex,1647144439.779850,0.43,No Attack
DER,Ex,1647146239.779852,0.31,No Attack
DCM,Ex,1647148039.779854,0.43,No Attack
DERAS,Ex,1647149839.779856,0.44,No Attack
DTM,Ex,1647151639.779858,0.25,No Attack
DER,Ex,1647153439.779860,0.25,No Attack
DCM,Ex,1647155239.779862,0.28,No Attack
DERAS,Ex,1647157039.779864,0.34,No Attack
DTM,Ex,1647158839.779866,0.32,No Attack
DER,Ex,1647160639.779868,0.15,No Attack
DCM,Ex,1647162439.779870,0.33,No Attack
DERAS,Ex,1647164239.779872,0.45,No Attack
DTM,Ex,1647166039.779874,0.27,No Attack
DER,Ex,1647167839.779876,0.24,No Attack
DCM,Ex,1647169639.779878,0.4,No Attack
DERAS,Ex,1647171439.779879,0.26,No Attack
DTM,Ex,1647173239.779881,0.15,No Attack
DER,Ex,1647175039.779883,0.18,No Attack
DCM,Ex,1647176839.779885,0.31,No Attack
DERAS,Ex,1647178639.779887,0.3,No Attack
DTM,Ex,1647180439.779889,0.19,No Attack
DER,Ex,1647182239.779891,0.43,No Attack
DCM,Ex,1647184039.779893,0.37,No Attack
DERAS,Ex,1647185839.779895,0.16,No Attack
DTM,Ex,1647187639.779897,0.18,No Attack
DER,Ex,1647189439.779899,0.27,No Attack
DCM,Ex,1647191239.779901,0.4,No Attack
DERAS,Ex,1647193039.779903,0.26,No Attack
DTM,Ex,1647194839.779905,0.27,No Attack
DER,Ex,1647196639.779907,0.35,No Attack
