Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052772.764628,0.39,No Attack
DCM,Ex,1647054872.764636,0.39,No Attack
DERAS,Ex,1647056972.764638,0.32,No Attack
DTM,Ex,1647059072.764641,0.38,No Attack
DER,Ex,1647061172.764643,0.25,No Attack
DCM,Ex,1647063272.764646,0.28,No Attack
DERAS,Ex,1647065372.764648,0.15,No Attack
DTM,Ex,1647067472.764651,0.36,No Attack
DER,Ex,1647069572.764653,0.21,No Attack
DCM,Ex,1647071672.764655,0.45,No Attack
DERAS,Ex,1647073772.764657,0.22,No Attack
DTM,Ex,1647075872.764660,0.38,No Attack
DER,Ex,1647077972.764662,0.19,No Attack
DCM,Ex,1647080072.764664,0.33,No Attack
DERAS,Ex,1647082172.764666,0.43,No Attack
DTM,Ex,1647084272.764668,0.23,No Attack
DER,Ex,1647086372.764670,0.38,No Attack
DCM,Ex,1647088472.764673,0.31,No Attack
DERAS,Ex,1647090572.764675,0.18,No Attack
DTM,Ex,1647092672.764677,0.33,No Attack
DER,Ex,1647094772.764679,0.3,No Attack
DCM,Ex,1647096872.764681,0.39,No Attack
DERAS,Ex,1647098972.764684,0.34,No Attack
DTM,Ex,1647101072.764686,0.18,No Attack
DER,Ex,1647103172.764688,0.39,No Attack
DCM,Ex,1647105272.764690,0.45,No Attack
DERAS,Ex,1647107372.764692,0.31,No Attack
DTM,Ex,1647109472.764694,0.43,No Attack
DER,Ex,1647111572.764697,0.4,No Attack
DCM,Ex,1647113672.764699,0.39,No Attack
DERAS,Ex,1647115772.764701,0.21,No Attack
DTM,Ex,1647117872.764703,0.18,No Attack
DER,Ex,1647119972.764705,0.15,No Attack
DCM,Ex,1647122072.764707,0.23,No Attack
DERAS,Ex,1647124172.764709,0.15,No Attack
DTM,Ex,1647126272.764712,0.41,No Attack
DER,Ex,1647128372.764714,0.17,No Attack
DCM,Ex,1647130472.764716,0.38,No Attack
DERAS,Ex,1647132572.764718,0.16,No Attack
DTM,Ex,1647134672.764720,0.41,No Attack
DER,Ex,1647136772.764722,0.29,No Attack
DCM,Ex,1647138872.764724,0.24,No Attack
DERAS,Ex,1647140972.764727,0.26,No Attack
DTM,Ex,1647143072.764729,0.4,No Attack
DER,Ex,1647145172.764731,0.22,No Attack
DCM,Ex,1647147272.764733,0.45,No Attack
DERAS,Ex,1647149372.764735,0.19,No Attack
DTM,Ex,1647151472.764737,0.27,No Attack
DER,Ex,1647153572.764746,0.19,No Attack
DCM,Ex,1647155672.764748,0.38,No Attack
DERAS,Ex,1647157772.764750,0.3,No Attack
DTM,Ex,1647159872.764752,0.29,No Attack
DER,Ex,1647161972.764754,0.3,No Attack
DCM,Ex,1647164072.764756,0.34,No Attack
DERAS,Ex,1647166172.764759,0.42,No Attack
DTM,Ex,1647168272.764761,0.22,No Attack
DER,Ex,1647170372.764763,0.29,No Attack
DCM,Ex,1647172472.764765,0.42,No Attack
DERAS,Ex,1647174572.764767,0.36,No Attack
DTM,Ex,1647176672.764769,0.44,No Attack
DER,Ex,1647178772.764771,0.43,No Attack
DCM,Ex,1647180872.764774,0.36,No Attack
DERAS,Ex,1647182972.764776,0.27,No Attack
DTM,Ex,1647185072.764778,0.38,No Attack
DER,Ex,1647187172.764780,0.42,No Attack
DCM,Ex,1647189272.764782,0.43,No Attack
DERAS,Ex,1647191372.764784,0.31,No Attack
DTM,Ex,1647193472.764786,0.23,No Attack
DER,Ex,1647195572.764789,0.43,No Attack
DCM,Ex,1647197672.764791,0.25,No Attack
