Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052594.867157,0.42,No Attack
DCM,Ex,1647053794.867164,0.17,No Attack
DERAS,Ex,1647054994.867167,0.39,No Attack
DTM,Ex,1647056194.867169,0.4,No Attack
DER,Ex,1647057394.867171,0.44,No Attack
DCM,Ex,1647058594.867173,0.37,No Attack
DERAS,Ex,1647059794.867175,0.18,No Attack
DTM,Ex,1647060994.867177,0.23,No Attack
DER,Ex,1647062194.867179,0.25,No Attack
DCM,Ex,1647063394.867182,0.21,No Attack
DERAS,Ex,1647064594.867184,0.25,No Attack
DTM,Ex,1647065794.867186,0.15,No Attack
DER,Ex,1647066994.867188,0.24,No Attack
DCM,Ex,1647068194.867190,0.44,No Attack
DERAS,Ex,1647069394.867192,0.33,No Attack
DTM,Ex,1647070594.867194,0.39,No Attack
DER,Ex,1647071794.867196,0.22,No Attack
DCM,Ex,1647072994.867198,0.19,No Attack
DERAS,Ex,1647074194.867200,0.37,No Attack
DTM,Ex,1647075394.867202,0.4,No Attack
DER,Ex,1647076594.867204,0.35,No Attack
DCM,Ex,1647077794.867206,0.35,No Attack
DERAS,Ex,1647078994.867208,0.42,No Attack
DTM,Ex,1647080194.867210,0.31,No Attack
DER,Ex,1647081394.867212,0.15,No Attack
DCM,Ex,1647082594.867214,0.4,No Attack
DERAS,Ex,1647083794.867216,0.29,No Attack
DTM,Ex,1647084994.867218,0.28,No Attack
DER,Ex,1647086194.867220,0.38,No Attack
DCM,Ex,1647087394.867222,0.28,No Attack
DERAS,Ex,1647088594.867224,0.35,No Attack
DTM,Ex,1647089794.867226,0.22,No Attack
DER,Ex,1647090994.867228,0.22,No Attack
DCM,Ex,1647092194.867230,0.16,No Attack
DERAS,Ex,1647093394.867232,0.24,No Attack
DTM,Ex,1647094594.867234,0.36,No Attack
DER,Ex,1647095794.867236,0.32,No Attack
DCM,Ex,1647096994.867238,0.18,No Attack
DERAS,Ex,1647098194.867240,0.32,No Attack
DTM,Ex,1647099394.867242,0.26,No Attack
DER,Ex,1647100594.867244,0.41,No Attack
DCM,Ex,1647101794.867245,0.15,No Attack
DERAS,Ex,1647102994.867247,0.44,No Attack
DTM,Ex,1647104194.867249,0.43,No Attack
DER,Ex,1647105394.867251,0.44,No Attack
DCM,Ex,1647106594.867253,0.2,No Attack
DERAS,Ex,1647107794.867255,0.39,No Attack
DTM,Ex,1647108994.867257,0.38,No Attack
DER,Ex,1647110194.867259,0.19,No Attack
DCM,Ex,1647111394.867261,0.32,No Attack
DERAS,Ex,1647112594.867263,0.35,No Attack
DTM,Ex,1647113794.867265,0.23,No Attack
DER,Ex,1647114994.867267,0.41,No Attack
DCM,Ex,1647116194.867269,0.43,No Attack
DERAS,Ex,1647117394.867271,0.42,No Attack
DTM,Ex,1647118594.867273,0.18,No Attack
DER,Ex,1647119794.867275,0.39,No Attack
DCM,Ex,1647120994.867277,0.25,No Attack
DERAS,Ex,1647122194.867279,0.24,No Attack
DTM,Ex,1647123394.867281,0.16,No Attack
DER,Ex,1647124594.867283,0.42,No Attack
DCM,Ex,1647125794.867285,0.18,No Attack
DERAS,Ex,1647126994.867287,0.29,No Attack
DTM,Ex,1647128194.867289,0.29,No Attack
DER,Ex,1647129394.867291,0.33,No Attack
