Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052687.355572,0.41,No Attack
DCM,Ex,1647054487.355580,0.32,No Attack
DERAS,Ex,1647056287.355583,0.39,No Attack
DTM,Ex,1647058087.355585,0.41,No Attack
DER,Ex,1647059887.355587,0.42,No Attack
DCM,Ex,1647061687.355589,0.42,No Attack
DERAS,Ex,1647063487.355591,0.16,No Attack
DTM,Ex,1647065287.355593,0.28,No Attack
DER,Ex,1647067087.355595,0.3,No Attack
DCM,Ex,1647068887.355597,0.37,No Attack
DERAS,Ex,1647070687.355599,0.23,No Attack
DTM,Ex,1647072487.355601,0.35,No Attack
DER,Ex,1647074287.355603,0.29,No Attack
DCM,Ex,1647076087.355605,0.2,No Attack
DERAS,Ex,1647077887.355607,0.42,No Attack
DTM,Ex,1647079687.355609,0.38,No Attack
DER,Ex,1647081487.355611,0.27,No Attack
DCM,Ex,1647083287.355613,0.37,No Attack
DERAS,Ex,1647085087.355615,0.23,No Attack
DTM,Ex,1647086887.355617,0.27,No Attack
DER,Ex,1647088687.355619,0.33,No Attack
DCM,Ex,1647090487.355621,0.35,No Attack
DERAS,Ex,1647092287.355623,0.45,No Attack
DTM,Ex,1647094087.355625,0.19,No Attack
DER,Ex,1647095887.355627,0.44,No Attack
DCM,Ex,1647097687.355629,0.37,No Attack
DERAS,Ex,1647099487.355631,0.3,No Attack
DTM,Ex,1647101287.355633,0.43,No Attack
DER,Ex,1647103087.355635,0.16,No Attack
DCM,Ex,1647104887.355637,0.2,No Attack
DERAS,Ex,1647106687.355639,0.2,No Attack
DTM,Ex,1647108487.355641,0.29,No Attack
DER,Ex,1647110287.355643,0.28,No Attack
DCM,Ex,1647112087.355645,0.24,No Attack
DERAS,Ex,1647113887.355647,0.29,No Attack
DTM,Ex,1647115687.355649,0.4,No Attack
DER,Ex,1647117487.355651,0.26,No Attack
DCM,Ex,1647119287.355653,0.44,No Attack
DERAS,Ex,1647121087.355655,0.17,No Attack
DTM,Ex,1647122887.355657,0.45,No Attack
DER,Ex,1647124687.355659,0.42,No Attack
DCM,Ex,1647126487.355660,0.41,No Attack
DERAS,Ex,1647128287.355662,0.15,No Attack
DTM,Ex,1647130087.355664,0.44,No Attack
DER,Ex,1647131887.355666,0.2,No Attack
DCM,Ex,1647133687.355668,0.38,No Attack
DERAS,Ex,1647135487.355670,0.38,No Attack
DTM,Ex,1647137287.355672,0.34,No Attack
DER,Ex,1647139087.355674,0.42,No Attack
DCM,Ex,1647140887.355676,0.39,No Attack
DERAS,Ex,1647142687.355678,0.3,No Attack
DTM,Ex,1647144487.355680,0.16,No Attack
DER,Ex,1647146287.355682,0.38,No Attack
DCM,Ex,1647148087.355684,0.4,No Attack
DERAS,Ex,1647149887.355686,0.4,No Attack
DTM,Ex,1647151687.355688,0.19,No Attack
DER,Ex,1647153487.355690,0.27,No Attack
DCM,Ex,1647155287.355692,0.3,No Attack
DERAS,Ex,1647157087.355694,0.41,No Attack
DTM,Ex,1647158887.355696,0.32,No Attack
DER,Ex,1647160687.355698,0.4,No Attack
DCM,Ex,1647162487.355700,0.45,No Attack
DERAS,Ex,1647164287.355702,0.23,No Attack
DTM,Ex,1647166087.355704,0.25,No Attack
DER,Ex,1647167887.355706,0.44,No Attack
DCM,Ex,1647169687.355708,0.16,No Attack
DERAS,Ex,1647171487.355710,0.24,No Attack
DTM,Ex,1647173287.355712,0.28,No Attack
DER,Ex,1647175087.355714,0.23,No Attack
DCM,Ex,1647176887.355716,0.41,No Attack
DERAS,Ex,1647178687.355718,0.15,No Attack
DTM,Ex,1647180487.355720,0.17,No Attack
DER,Ex,1647182287.355722,0.25,No Attack
DCM,Ex,1647184087.355724,0.45,No Attack
DERAS,Ex,1647185887.355726,0.42,No Attack
DTM,Ex,1647187687.355728,0.22,No Attack
DER,Ex,1647189487.355730,0.37,No Attack
DCM,Ex,1647191287.355732,0.36,No Attack
DERAS,Ex,1647193087.355733,0.22,No Attack
DTM,Ex,1647194887.355735,0.34,No Attack
DER,Ex,1647196687.355737,0.28,No Attack
