Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052750.457377,0.4,No Attack
DCM,Ex,1647054850.457384,0.36,No Attack
DERAS,Ex,1647056950.457388,0.15,No Attack
DTM,Ex,1647059050.457390,0.38,No Attack
DER,Ex,1647061150.457393,0.37,No Attack
DCM,Ex,1647063250.457395,0.43,No Attack
DERAS,Ex,1647065350.457397,0.4,No Attack
DTM,Ex,1647067450.457400,0.15,No Attack
DER,Ex,1647069550.457402,0.41,No Attack
DCM,Ex,1647071650.457404,0.33,No Attack
DERAS,Ex,1647073750.457406,0.23,No Attack
DTM,Ex,1647075850.457409,0.3,No Attack
DER,Ex,1647077950.457411,0.45,No Attack
DCM,Ex,1647080050.457413,0.42,No Attack
DERAS,Ex,1647082150.457415,0.4,No Attack
DTM,Ex,1647084250.457417,0.36,No Attack
DER,Ex,1647086350.457419,0.17,No Attack
DCM,Ex,1647088450.457421,0.19,No Attack
DERAS,Ex,1647090550.457424,0.22,No Attack
DTM,Ex,1647092650.457426,0.35,No Attack
DER,Ex,1647094750.457428,0.27,No Attack
DCM,Ex,1647096850.457430,0.27,No Attack
DERAS,Ex,1647098950.457432,0.22,No Attack
DTM,Ex,1647101050.457434,0.43,No Attack
DER,Ex,1647103150.457437,0.36,No Attack
DCM,Ex,1647105250.457439,0.39,No Attack
DERAS,Ex,1647107350.457441,0.23,No Attack
DTM,Ex,1647109450.457443,0.29,No Attack
DER,Ex,1647111550.457445,0.41,No Attack
DCM,Ex,1647113650.457447,0.24,No Attack
DERAS,Ex,1647115750.457449,0.39,No Attack
DTM,Ex,1647117850.457451,0.39,No Attack
DER,Ex,1647119950.457454,0.37,No Attack
DCM,Ex,1647122050.457456,0.41,No Attack
DERAS,Ex,1647124150.457458,0.25,No Attack
DTM,Ex,1647126250.457460,0.38,No Attack
DER,Ex,1647128350.457462,0.18,No Attack
DCM,Ex,1647130450.457465,0.25,No Attack
DERAS,Ex,1647132550.457467,0.44,No Attack
DTM,Ex,1647134650.457469,0.3,No Attack
DER,Ex,1647136750.457471,0.45,No Attack
DCM,Ex,1647138850.457473,0.34,No Attack
DERAS,Ex,1647140950.457475,0.17,No Attack
DTM,Ex,1647143050.457477,0.18,No Attack
DER,Ex,1647145150.457480,0.38,No Attack
DCM,Ex,1647147250.457482,0.42,No Attack
DERAS,Ex,1647149350.457484,0.25,No Attack
DTM,Ex,1647151450.457486,0.17,No Attack
DER,Ex,1647153550.457488,0.24,No Attack
DCM,Ex,1647155650.457490,0.3,No Attack
DERAS,Ex,1647157750.457492,0.22,No Attack
DTM,Ex,1647159850.457494,0.35,No Attack
DER,Ex,1647161950.457497,0.34,No Attack
DCM,Ex,1647164050.457499,0.22,No Attack
DERAS,Ex,1647166150.457501,0.42,No Attack
DTM,Ex,1647168250.457503,0.21,No Attack
DER,Ex,1647170350.457505,0.24,No Attack
DCM,Ex,1647172450.457507,0.28,No Attack
DERAS,Ex,1647174550.457509,0.31,No Attack
DTM,Ex,1647176650.457511,0.33,No Attack
DER,Ex,1647178750.457513,0.24,No Attack
DCM,Ex,1647180850.457516,0.15,No Attack
DERAS,Ex,1647182950.457518,0.21,No Attack
DTM,Ex,1647185050.457520,0.23,No Attack
DER,Ex,1647187150.457522,0.25,No Attack
DCM,Ex,1647189250.457524,0.33,No Attack
DERAS,Ex,1647191350.457526,0.28,No Attack
DTM,Ex,1647193450.457528,0.17,No Attack
DER,Ex,1647195550.457530,0.4,No Attack
DCM,Ex,1647197650.457533,0.29,No Attack
