Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052912.385812,0.29,No Attack
DCM,Ex,1647055312.385819,0.2,No Attack
DERAS,Ex,1647057712.385822,0.41,No Attack
DTM,Ex,1647060112.385824,0.38,No Attack
DER,Ex,1647062512.385827,0.32,No Attack
DCM,Ex,1647064912.385829,0.17,No Attack
DERAS,Ex,1647067312.385831,0.45,No Attack
DTM,Ex,1647069712.385833,0.41,No Attack
DER,Ex,1647072112.385835,0.39,No Attack
DCM,Ex,1647074512.385837,0.41,No Attack
DERAS,Ex,1647076912.385839,0.24,No Attack
DTM,Ex,1647079312.385841,0.4,No Attack
DER,Ex,1647081712.385843,0.37,No Attack
DCM,Ex,1647084112.385845,0.38,No Attack
DERAS,Ex,1647086512.385847,0.21,No Attack
DTM,Ex,1647088912.385849,0.39,No Attack
DER,Ex,1647091312.385851,0.33,No Attack
DCM,Ex,1647093712.385853,0.37,No Attack
DERAS,Ex,1647096112.385855,0.15,No Attack
DTM,Ex,1647098512.385857,0.32,No Attack
DER,Ex,1647100912.385859,0.19,No Attack
DCM,Ex,1647103312.385861,0.24,No Attack
DERAS,Ex,1647105712.385863,0.24,No Attack
DTM,Ex,1647108112.385865,0.33,No Attack
DER,Ex,1647110512.385867,0.28,No Attack
DCM,Ex,1647112912.385869,0.22,No Attack
DERAS,Ex,1647115312.385871,0.23,No Attack
DTM,Ex,1647117712.385873,0.19,No Attack
DER,Ex,1647120112.385875,0.25,No Attack
DCM,Ex,1647122512.385877,0.21,No Attack
DERAS,Ex,1647124912.385879,0.22,No Attack
DTM,Ex,1647127312.385881,0.16,No Attack
DER,Ex,1647129712.385883,0.34,No Attack
DCM,Ex,1647132112.385885,0.32,No Attack
DERAS,Ex,1647134512.385886,0.3,No Attack
DTM,Ex,1647136912.385888,0.35,No Attack
DER,Ex,1647139312.385890,0.32,No Attack
DCM,Ex,1647141712.385892,0.22,No Attack
DERAS,Ex,1647144112.385894,0.45,No Attack
DTM,Ex,1647146512.385896,0.31,No Attack
DER,Ex,1647148912.385898,0.4,No Attack
DCM,Ex,1647151312.385900,0.25,No Attack
DERAS,Ex,1647153712.385902,0.3,No Attack
DTM,Ex,1647156112.385904,0.32,No Attack
DER,Ex,1647158512.385906,0.45,No Attack
DCM,Ex,1647160912.385908,0.34,No Attack
DERAS,Ex,1647163312.385910,0.2,No Attack
DTM,Ex,1647165712.385912,0.22,No Attack
DER,Ex,1647168112.385914,0.16,No Attack
DCM,Ex,1647170512.385916,0.27,No Attack
DERAS,Ex,1647172912.385918,0.43,No Attack
DTM,Ex,1647175312.385920,0.35,No Attack
DER,Ex,1647177712.385922,0.15,No Attack
DCM,Ex,1647180112.385924,0.19,No Attack
DERAS,Ex,1647182512.385926,0.39,No Attack
DTM,Ex,1647184912.385928,0.34,No Attack
DER,Ex,1647187312.385930,0.18,No Attack
DCM,Ex,1647189712.385932,0.19,No Attack
DERAS,Ex,1647192112.385934,0.42,No Attack
DTM,Ex,1647194512.385936,0.19,No Attack
DER,Ex,1647196912.385938,0.24,No Attack
