Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647053043.835041,0.38,No Attack
DCM,Ex,1647056043.835049,0.32,No Attack
DERAS,Ex,1647059043.835052,0.4,No Attack
DTM,Ex,1647062043.835054,0.27,No Attack
DER,Ex,1647065043.835057,0.42,No Attack
DCM,Ex,1647068043.835059,0.41,No Attack
DERAS,Ex,1647071043.835061,0.22,No Attack
DTM,Ex,1647074043.835064,0.15,No Attack
DER,Ex,1647077043.835066,0.16,No Attack
DCM,Ex,1647080043.835068,0.21,No Attack
DERAS,Ex,1647083043.835070,0.28,No Attack
DTM,Ex,1647086043.835073,0.24,No Attack
DER,Ex,1647089043.835075,0.32,No Attack
DCM,Ex,1647092043.835077,0.32,No Attack
DERAS,Ex,1647095043.835079,0.3,No Attack
DTM,Ex,1647098043.835081,0.45,No Attack
DER,Ex,1647101043.835083,0.3,No Attack
DCM,Ex,1647104043.835085,0.16,No Attack
DERAS,Ex,1647107043.835088,0.2,No Attack
DTM,Ex,1647110043.835090,0.32,No Attack
DER,Ex,1647113043.835092,0.31,No Attack
DCM,Ex,1647116043.835094,0.32,No Attack
DERAS,Ex,1647119043.835096,0.18,No Attack
DTM,Ex,1647122043.835098,0.35,No Attack
DER,Ex,1647125043.835101,0.34,No Attack
DCM,Ex,1647128043.835103,0.3,No Attack
DERAS,Ex,1647131043.835105,0.34,No Attack
DTM,Ex,1647134043.835107,0.32,No Attack
DER,Ex,1647137043.835109,0.28,No Attack
DCM,Ex,1647140043.835111,0.3,No Attack
DERAS,Ex,1647143043.835113,0.26,No Attack
DTM,Ex,1647146043.835116,0.41,No Attack
DER,Ex,1647149043.835118,0.18,No Attack
DCM,Ex,1647152043.835120,0.37,No Attack
DERAS,Ex,1647155043.835122,0.17,No Attack
DTM,Ex,1647158043.835124,0.38,No Attack
DER,Ex,1647161043.835126,0.27,No Attack
DCM,Ex,1647164043.835129,0.31,No Attack
DERAS,Ex,1647167043.835131,0.43,No Attack
DTM,Ex,1647170043.835133,0.39,No Attack
DER,Ex,1647173043.835135,0.29,No Attack
DCM,Ex,1647176043.835137,0.34,No Attack
DERAS,Ex,1647179043.835139,0.34,No Attack
DTM,Ex,1647182043.835141,0.32,No Attack
DER,Ex,1647185043.835144,0.16,No Attack
DCM,Ex,1647188043.835146,0.24,No Attack
DERAS,Ex,1647191043.835148,0.28,No Attack
DTM,Ex,1647194043.835150,0.41,No Attack
DER,Ex,1647197043.835152,0.17,No Attack
