Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052739.449632,0.27,No Attack
DCM,Ex,1647054839.449639,0.21,No Attack
DERAS,Ex,1647056939.449642,0.4,No Attack
DTM,Ex,1647059039.449644,0.19,No Attack
DER,Ex,1647061139.449646,0.33,No Attack
DCM,Ex,1647063239.449648,0.23,No Attack
DERAS,Ex,1647065339.449650,0.32,No Attack
DTM,Ex,1647067439.449652,0.36,No Attack
DER,Ex,1647069539.449654,0.38,No Attack
DCM,Ex,1647071639.449656,0.24,No Attack
DERAS,Ex,1647073739.449658,0.19,No Attack
DTM,Ex,1647075839.449660,0.18,No Attack
DER,Ex,1647077939.449662,0.26,No Attack
DCM,Ex,1647080039.449665,0.19,No Attack
DERAS,Ex,1647082139.449667,0.41,No Attack
DTM,Ex,1647084239.449669,0.21,No Attack
DER,Ex,1647086339.449671,0.32,No Attack
DCM,Ex,1647088439.449673,0.36,No Attack
DERAS,Ex,1647090539.449675,0.43,No Attack
DTM,Ex,1647092639.449677,0.18,No Attack
DER,Ex,1647094739.449679,0.3,No Attack
DCM,Ex,1647096839.449681,0.43,No Attack
DERAS,Ex,1647098939.449683,0.25,No Attack
DTM,Ex,1647101039.449685,0.41,No Attack
DER,Ex,1647103139.449687,0.25,No Attack
DCM,Ex,1647105239.449689,0.33,No Attack
DERAS,Ex,1647107339.449691,0.4,No Attack
DTM,Ex,1647109439.449693,0.25,No Attack
DER,Ex,1647111539.449695,0.42,No Attack
DCM,Ex,1647113639.449697,0.45,No Attack
DERAS,Ex,1647115739.449699,0.39,No Attack
DTM,Ex,1647117839.449701,0.19,No Attack
DER,Ex,1647119939.449703,0.27,No Attack
DCM,Ex,1647122039.449705,0.22,No Attack
DERAS,Ex,1647124139.449707,0.38,No Attack
DTM,Ex,1647126239.449709,0.4,No Attack
DER,Ex,1647128339.449711,0.33,No Attack
DCM,Ex,1647130439.449713,0.35,No Attack
DERAS,Ex,1647132539.449715,0.31,No Attack
DTM,Ex,1647134639.449717,0.23,No Attack
DER,Ex,1647136739.449719,0.17,No Attack
DCM,Ex,1647138839.449721,0.36,No Attack
DERAS,Ex,1647140939.449723,0.16,No Attack
DTM,Ex,1647143039.449725,0.28,No Attack
DER,Ex,1647145139.449727,0.18,No Attack
DCM,Ex,1647147239.449728,0.23,No Attack
DERAS,Ex,1647149339.449730,0.19,No Attack
DTM,Ex,1647151439.449732,0.16,No Attack
DER,Ex,1647153539.449734,0.41,No Attack
DCM,Ex,1647155639.449736,0.2,No Attack
DERAS,Ex,1647157739.449738,0.15,No Attack
DTM,Ex,1647159839.449740,0.39,No Attack
DER,Ex,1647161939.449742,0.22,No Attack
DCM,Ex,1647164039.449744,0.25,No Attack
DERAS,Ex,1647166139.449746,0.15,No Attack
DTM,Ex,1647168239.449748,0.39,No Attack
DER,Ex,1647170339.449750,0.44,No Attack
DCM,Ex,1647172439.449752,0.34,No Attack
DERAS,Ex,1647174539.449754,0.38,No Attack
DTM,Ex,1647176639.449756,0.24,No Attack
DER,Ex,1647178739.449758,0.23,No Attack
DCM,Ex,1647180839.449760,0.38,No Attack
DERAS,Ex,1647182939.449762,0.33,No Attack
DTM,Ex,1647185039.449764,0.18,No Attack
DER,Ex,1647187139.449766,0.4,No Attack
DCM,Ex,1647189239.449768,0.27,No Attack
DERAS,Ex,1647191339.449770,0.33,No Attack
DTM,Ex,1647193439.449772,0.25,No Attack
DER,Ex,1647195539.449773,0.4,No Attack
DCM,Ex,1647197639.449775,0.25,No Attack
