Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052516.363753,0.37,No Attack
DCM,Ex,1647053416.363760,0.31,No Attack
DERAS,Ex,1647054316.363762,0.29,No Attack
DTM,Ex,1647055216.363764,0.42,No Attack
DER,Ex,1647056116.363767,0.15,No Attack
DCM,Ex,1647057016.363769,0.25,No Attack
DERAS,Ex,1647057916.363771,0.28,No Attack
DTM,Ex,1647058816.363773,0.16,No Attack
DER,Ex,1647059716.363775,0.15,No Attack
DCM,Ex,1647060616.363777,0.41,No Attack
DERAS,Ex,1647061516.363779,0.18,No Attack
DTM,Ex,1647062416.363782,0.41,No Attack
DER,Ex,1647063316.363784,0.36,No Attack
DCM,Ex,1647064216.363786,0.4,No Attack
DERAS,Ex,1647065116.363788,0.28,No Attack
DTM,Ex,1647066016.363790,0.22,No Attack
DER,Ex,1647066916.363792,0.35,No Attack
DCM,Ex,1647067816.363794,0.18,No Attack
DERAS,Ex,1647068716.363796,0.35,No Attack
DTM,Ex,1647069616.363798,0.31,No Attack
DER,Ex,1647070516.363800,0.24,No Attack
DCM,Ex,1647071416.363802,0.27,No Attack
DERAS,Ex,1647072316.363804,0.3,No Attack
DTM,Ex,1647073216.363806,0.23,No Attack
DER,Ex,1647074116.363808,0.16,No Attack
DCM,Ex,1647075016.363810,0.44,No Attack
DERAS,Ex,1647075916.363811,0.19,No Attack
DTM,Ex,1647076816.363814,0.21,No Attack
DER,Ex,1647077716.363815,0.35,No Attack
DCM,Ex,1647078616.363817,0.43,No Attack
DERAS,Ex,1647079516.363819,0.16,No Attack
DTM,Ex,1647080416.363821,0.22,No Attack
DER,Ex,1647081316.363823,0.24,No Attack
DCM,Ex,1647082216.363825,0.39,No Attack
DERAS,Ex,1647083116.363827,0.39,No Attack
DTM,Ex,1647084016.363829,0.4,No Attack
DER,Ex,1647084916.363831,0.22,No Attack
DCM,Ex,1647085816.363833,0.44,No Attack
DERAS,Ex,1647086716.363835,0.25,No Attack
DTM,Ex,1647087616.363837,0.38,No Attack
DER,Ex,1647088516.363839,0.38,No Attack
DCM,Ex,1647089416.363841,0.29,No Attack
DERAS,Ex,1647090316.363843,0.32,No Attack
DTM,Ex,1647091216.363845,0.32,No Attack
DER,Ex,1647092116.363847,0.35,No Attack
DCM,Ex,1647093016.363849,0.32,No Attack
DERAS,Ex,1647093916.363851,0.17,No Attack
DTM,Ex,1647094816.363853,0.36,No Attack
DER,Ex,1647095716.363855,0.31,No Attack
DCM,Ex,1647096616.363857,0.41,No Attack
DERAS,Ex,1647097516.363859,0.24,No Attack
DTM,Ex,1647098416.363861,0.32,No Attack
DER,Ex,1647099316.363863,0.32,No Attack
DCM,Ex,1647100216.363864,0.34,No Attack
DERAS,Ex,1647101116.363866,0.15,No Attack
DTM,Ex,1647102016.363868,0.19,No Attack
DER,Ex,1647102916.363870,0.45,No Attack
DCM,Ex,1647103816.363872,0.22,No Attack
DERAS,Ex,1647104716.363874,0.4,No Attack
DTM,Ex,1647105616.363876,0.33,No Attack
DER,Ex,1647106516.363878,0.26,No Attack
DCM,Ex,1647107416.363880,0.29,No Attack
DERAS,Ex,1647108316.363882,0.17,No Attack
DTM,Ex,1647109216.363884,0.37,No Attack
DER,Ex,1647110116.363886,0.25,No Attack
DCM,Ex,1647111016.363888,0.24,No Attack
DERAS,Ex,1647111916.363890,0.32,No Attack
DTM,Ex,1647112816.363892,0.4,No Attack
DER,Ex,1647113716.363894,0.28,No Attack
DCM,Ex,1647114616.363896,0.2,No Attack
DERAS,Ex,1647115516.363898,0.21,No Attack
DTM,Ex,1647116416.363900,0.21,No Attack
DER,Ex,1647117316.363902,0.31,No Attack
DCM,Ex,1647118216.363904,0.29,No Attack
DERAS,Ex,1647119116.363905,0.22,No Attack
DTM,Ex,1647120016.363908,0.37,No Attack
DER,Ex,1647120916.363910,0.23,No Attack
DCM,Ex,1647121816.363911,0.27,No Attack
DERAS,Ex,1647122716.363913,0.21,No Attack
DTM,Ex,1647123616.363915,0.27,No Attack
DER,Ex,1647124516.363917,0.4,No Attack
DCM,Ex,1647125416.363919,0.36,No Attack
DERAS,Ex,1647126316.363921,0.18,No Attack
DTM,Ex,1647127216.363923,0.16,No Attack
DER,Ex,1647128116.363925,0.37,No Attack
DCM,Ex,1647129016.363927,0.32,No Attack
DERAS,Ex,1647129916.363929,0.17,No Attack
DTM,Ex,1647130816.363931,0.35,No Attack
DER,Ex,1647131716.363933,0.38,No Attack
DCM,Ex,1647132616.363935,0.4,No Attack
DERAS,Ex,1647133516.363937,0.43,No Attack
DTM,Ex,1647134416.363939,0.28,No Attack
DER,Ex,1647135316.363941,0.4,No Attack
