Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052651.097237,0.43,No Attack
DCM,Ex,1647054451.097244,0.39,No Attack
DERAS,Ex,1647056251.097247,0.23,No Attack
DTM,Ex,1647058051.097249,0.21,No Attack
DER,Ex,1647059851.097251,0.31,No Attack
DCM,Ex,1647061651.097253,0.27,No Attack
DERAS,Ex,1647063451.097255,0.31,No Attack
DTM,Ex,1647065251.097257,0.44,No Attack
DER,Ex,1647067051.097259,0.45,No Attack
DCM,Ex,1647068851.097261,0.43,No Attack
DERAS,Ex,1647070651.097263,0.17,No Attack
DTM,Ex,1647072451.097265,0.41,No Attack
DER,Ex,1647074251.097267,0.23,No Attack
DCM,Ex,1647076051.097269,0.25,No Attack
DERAS,Ex,1647077851.097271,0.22,No Attack
DTM,Ex,1647079651.097273,0.43,No Attack
DER,Ex,1647081451.097275,0.31,No Attack
DCM,Ex,1647083251.097277,0.33,No Attack
DERAS,Ex,1647085051.097279,0.24,No Attack
DTM,Ex,1647086851.097281,0.34,No Attack
DER,Ex,1647088651.097283,0.26,No Attack
DCM,Ex,1647090451.097285,0.26,No Attack
DERAS,Ex,1647092251.097287,0.45,No Attack
DTM,Ex,1647094051.097289,0.35,No Attack
DER,Ex,1647095851.097290,0.42,No Attack
DCM,Ex,1647097651.097293,0.38,No Attack
DERAS,Ex,1647099451.097295,0.22,No Attack
DTM,Ex,1647101251.097297,0.22,No Attack
DER,Ex,1647103051.097298,0.28,No Attack
DCM,Ex,1647104851.097301,0.15,No Attack
DERAS,Ex,1647106651.097303,0.24,No Attack
DTM,Ex,1647108451.097305,0.35,No Attack
DER,Ex,1647110251.097307,0.3,No Attack
DCM,Ex,1647112051.097309,0.38,No Attack
DERAS,Ex,1647113851.097310,0.15,No Attack
DTM,Ex,1647115651.097313,0.39,No Attack
DER,Ex,1647117451.097315,0.27,No Attack
DCM,Ex,1647119251.097317,0.17,No Attack
DERAS,Ex,1647121051.097319,0.36,No Attack
DTM,Ex,1647122851.097321,0.19,No Attack
DER,Ex,1647124651.097323,0.16,No Attack
DCM,Ex,1647126451.097324,0.2,No Attack
DERAS,Ex,1647128251.097326,0.32,No Attack
DTM,Ex,1647130051.097328,0.39,No Attack
DER,Ex,1647131851.097330,0.22,No Attack
DCM,Ex,1647133651.097332,0.34,No Attack
DERAS,Ex,1647135451.097334,0.22,No Attack
DTM,Ex,1647137251.097336,0.17,No Attack
DER,Ex,1647139051.097338,0.27,No Attack
DCM,Ex,1647140851.097340,0.25,No Attack
DERAS,Ex,1647142651.097342,0.29,No Attack
DTM,Ex,1647144451.097344,0.36,No Attack
DER,Ex,1647146251.097346,0.39,No Attack
DCM,Ex,1647148051.097348,0.35,No Attack
DERAS,Ex,1647149851.097350,0.36,No Attack
DTM,Ex,1647151651.097352,0.42,No Attack
DER,Ex,1647153451.097354,0.3,No Attack
DCM,Ex,1647155251.097356,0.21,No Attack
DERAS,Ex,1647157051.097357,0.18,No Attack
DTM,Ex,1647158851.097359,0.32,No Attack
DER,Ex,1647160651.097361,0.39,No Attack
DCM,Ex,1647162451.097363,0.21,No Attack
DERAS,Ex,1647164251.097365,0.25,No Attack
DTM,Ex,1647166051.097367,0.27,No Attack
DER,Ex,1647167851.097369,0.4,No Attack
DCM,Ex,1647169651.097371,0.16,No Attack
DERAS,Ex,1647171451.097373,0.26,No Attack
DTM,Ex,1647173251.097375,0.38,No Attack
DER,Ex,1647175051.097377,0.43,No Attack
DCM,Ex,1647176851.097379,0.19,No Attack
DERAS,Ex,1647178651.097381,0.33,No Attack
DTM,Ex,1647180451.097383,0.39,No Attack
DER,Ex,1647182251.097385,0.16,No Attack
DCM,Ex,1647184051.097386,0.26,No Attack
DERAS,Ex,1647185851.097388,0.34,No Attack
DTM,Ex,1647187651.097390,0.33,No Attack
DER,Ex,1647189451.097392,0.34,No Attack
DCM,Ex,1647191251.097394,0.35,No Attack
DERAS,Ex,1647193051.097396,0.38,No Attack
DTM,Ex,1647194851.097398,0.26,No Attack
DER,Ex,1647196651.097400,0.37,No Attack
