Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647053001.170185,0.34,No Attack
DCM,Ex,1647055701.170192,0.26,No Attack
DERAS,Ex,1647058401.170195,0.28,No Attack
DTM,Ex,1647061101.170197,0.16,No Attack
DER,Ex,1647063801.170199,0.39,No Attack
DCM,Ex,1647066501.170201,0.15,No Attack
DERAS,Ex,1647069201.170203,0.17,No Attack
DTM,Ex,1647071901.170205,0.36,No Attack
DER,Ex,1647074601.170207,0.33,No Attack
DCM,Ex,1647077301.170209,0.35,No Attack
DERAS,Ex,1647080001.170211,0.44,No Attack
DTM,Ex,1647082701.170213,0.29,No Attack
DER,Ex,1647085401.170215,0.27,No Attack
DCM,Ex,1647088101.170217,0.2,No Attack
DERAS,Ex,1647090801.170219,0.4,No Attack
DTM,Ex,1647093501.170221,0.27,No Attack
DER,Ex,1647096201.170224,0.34,No Attack
DCM,Ex,1647098901.170225,0.15,No Attack
DERAS,Ex,1647101601.170227,0.32,No Attack
DTM,Ex,1647104301.170230,0.36,No Attack
DER,Ex,1647107001.170232,0.4,No Attack
DCM,Ex,1647109701.170234,0.34,No Attack
DERAS,Ex,1647112401.170236,0.22,No Attack
DTM,Ex,1647115101.170238,0.17,No Attack
DER,Ex,1647117801.170240,0.18,No Attack
DCM,Ex,1647120501.170242,0.29,No Attack
DERAS,Ex,1647123201.170244,0.37,No Attack
DTM,Ex,1647125901.170246,0.19,No Attack
DER,Ex,1647128601.170248,0.45,No Attack
DCM,Ex,1647131301.170250,0.3,No Attack
DERAS,Ex,1647134001.170251,0.36,No Attack
DTM,Ex,1647136701.170254,0.3,No Attack
DER,Ex,1647139401.170256,0.26,No Attack
DCM,Ex,1647142101.170257,0.42,No Attack
DERAS,Ex,1647144801.170259,0.43,No Attack
DTM,Ex,1647147501.170261,0.38,No Attack
DER,Ex,1647150201.170263,0.41,No Attack
DCM,Ex,1647152901.170265,0.37,No Attack
DERAS,Ex,1647155601.170267,0.3,No Attack
DTM,Ex,1647158301.170269,0.18,No Attack
DER,Ex,1647161001.170271,0.16,No Attack
DCM,Ex,1647163701.170273,0.28,No Attack
DERAS,Ex,1647166401.170275,0.26,No Attack
DTM,Ex,1647169101.170277,0.35,No Attack
DER,Ex,1647171801.170279,0.23,No Attack
DCM,Ex,1647174501.170281,0.44,No Attack
DERAS,Ex,1647177201.170283,0.19,No Attack
DTM,Ex,1647179901.170285,0.24,No Attack
DER,Ex,1647182601.170287,0.32,No Attack
DCM,Ex,1647185301.170289,0.17,No Attack
DERAS,Ex,1647188001.170291,0.21,No Attack
DTM,Ex,1647190701.170293,0.45,No Attack
DER,Ex,1647193401.170294,0.41,No Attack
DCM,Ex,1647196101.170296,0.21,No Attack
