Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052494.589830,0.42,No Attack
DCM,Ex,1647053394.589837,0.3,No Attack
DERAS,Ex,1647054294.589840,0.25,No Attack
DTM,Ex,1647055194.589843,0.42,No Attack
DER,Ex,1647056094.589845,0.26,No Attack
DCM,Ex,1647056994.589847,0.42,No Attack
DERAS,Ex,1647057894.589849,0.22,No Attack
DTM,Ex,1647058794.589852,0.16,No Attack
DER,Ex,1647059694.589854,0.32,No Attack
DCM,Ex,1647060594.589856,0.45,No Attack
DERAS,Ex,1647061494.589857,0.42,No Attack
DTM,Ex,1647062394.589872,0.39,No Attack
DER,Ex,1647063294.589874,0.39,No Attack
DCM,Ex,1647064194.589876,0.27,No Attack
DERAS,Ex,1647065094.589879,0.28,No Attack
DTM,Ex,1647065994.589881,0.19,No Attack
DER,Ex,1647066894.589883,0.44,No Attack
DCM,Ex,1647067794.589885,0.33,No Attack
DERAS,Ex,1647068694.589887,0.33,No Attack
DTM,Ex,1647069594.589889,0.22,No Attack
DER,Ex,1647070494.589892,0.23,No Attack
DCM,Ex,1647071394.589894,0.38,No Attack
DERAS,Ex,1647072294.589896,0.37,No Attack
DTM,Ex,1647073194.589898,0.24,No Attack
DER,Ex,1647074094.589900,0.23,No Attack
DCM,Ex,1647074994.589902,0.43,No Attack
DERAS,Ex,1647075894.589905,0.22,No Attack
DTM,Ex,1647076794.589907,0.39,No Attack
DER,Ex,1647077694.589909,0.27,No Attack
DCM,Ex,1647078594.589911,0.39,No Attack
DERAS,Ex,1647079494.589913,0.19,No Attack
DTM,Ex,1647080394.589915,0.34,No Attack
DER,Ex,1647081294.589917,0.17,No Attack
DCM,Ex,1647082194.589920,0.37,No Attack
DERAS,Ex,1647083094.589922,0.16,No Attack
DTM,Ex,1647083994.589924,0.4,No Attack
DER,Ex,1647084894.589926,0.23,No Attack
DCM,Ex,1647085794.589928,0.41,No Attack
DERAS,Ex,1647086694.589931,0.21,No Attack
DTM,Ex,1647087594.589933,0.32,No Attack
DER,Ex,1647088494.589935,0.19,No Attack
DCM,Ex,1647089394.589937,0.24,No Attack
DERAS,Ex,1647090294.589939,0.24,No Attack
DTM,Ex,1647091194.589941,0.23,No Attack
DER,Ex,1647092094.589944,0.42,No Attack
DCM,Ex,1647092994.589946,0.15,No Attack
DERAS,Ex,1647093894.589948,0.38,No Attack
DTM,Ex,1647094794.589950,0.25,No Attack
DER,Ex,1647095694.589953,0.25,No Attack
DCM,Ex,1647096594.589955,0.28,No Attack
DERAS,Ex,1647097494.589957,0.27,No Attack
DTM,Ex,1647098394.589959,0.28,No Attack
DER,Ex,1647099294.589961,0.26,No Attack
DCM,Ex,1647100194.589963,0.44,No Attack
DERAS,Ex,1647101094.589965,0.29,No Attack
DTM,Ex,1647101994.589968,0.27,No Attack
DER,Ex,1647102894.589970,0.25,No Attack
DCM,Ex,1647103794.589972,0.17,No Attack
DERAS,Ex,1647104694.589974,0.27,No Attack
DTM,Ex,1647105594.589976,0.43,No Attack
DER,Ex,1647106494.589978,0.39,No Attack
DCM,Ex,1647107394.589981,0.39,No Attack
DERAS,Ex,1647108294.589983,0.32,No Attack
DTM,Ex,1647109194.589985,0.23,No Attack
DER,Ex,1647110094.589987,0.3,No Attack
DCM,Ex,1647110994.590000,0.37,No Attack
DERAS,Ex,1647111894.590002,0.21,No Attack
DTM,Ex,1647112794.590004,0.45,No Attack
DER,Ex,1647113694.590007,0.29,No Attack
DCM,Ex,1647114594.590009,0.37,No Attack
DERAS,Ex,1647115494.590011,0.27,No Attack
DTM,Ex,1647116394.590013,0.31,No Attack
DER,Ex,1647117294.590015,0.38,No Attack
DCM,Ex,1647118194.590017,0.29,No Attack
DERAS,Ex,1647119094.590019,0.26,No Attack
DTM,Ex,1647119994.590022,0.36,No Attack
DER,Ex,1647120894.590024,0.24,No Attack
DCM,Ex,1647121794.590026,0.15,No Attack
DERAS,Ex,1647122694.590028,0.25,No Attack
DTM,Ex,1647123594.590030,0.42,No Attack
DER,Ex,1647124494.590033,0.38,No Attack
DCM,Ex,1647125394.590035,0.25,No Attack
DERAS,Ex,1647126294.590037,0.42,No Attack
DTM,Ex,1647127194.590039,0.44,No Attack
DER,Ex,1647128094.590041,0.34,No Attack
DCM,Ex,1647128994.590043,0.4,No Attack
DERAS,Ex,1647129894.590045,0.39,No Attack
DTM,Ex,1647130794.590048,0.45,No Attack
DER,Ex,1647131694.590050,0.17,No Attack
DCM,Ex,1647132594.590052,0.36,No Attack
DERAS,Ex,1647133494.590054,0.43,No Attack
DTM,Ex,1647134394.590056,0.28,No Attack
DER,Ex,1647135294.590058,0.43,No Attack
DCM,Ex,1647136194.590062,0.41,No Attack
DERAS,Ex,1647137094.590064,0.17,No Attack
DTM,Ex,1647137994.590066,0.32,No Attack
DER,Ex,1647138894.590068,0.26,No Attack
DCM,Ex,1647139794.590070,0.21,No Attack
DERAS,Ex,1647140694.590073,0.38,No Attack
DTM,Ex,1647141594.590075,0.42,No Attack
DER,Ex,1647142494.590077,0.32,No Attack
DCM,Ex,1647143394.590079,0.37,No Attack
DERAS,Ex,1647144294.590081,0.15,No Attack
DTM,Ex,1647145194.590083,0.23,No Attack
DER,Ex,1647146094.590085,0.32,No Attack
DCM,Ex,1647146994.590087,0.4,No Attack
DERAS,Ex,1647147894.590090,0.32,No Attack
DTM,Ex,1647148794.590092,0.36,No Attack
DER,Ex,1647149694.590094,0.34,No Attack
DCM,Ex,1647150594.590096,0.31,No Attack
DERAS,Ex,1647151494.590098,0.22,No Attack
DTM,Ex,1647152394.590101,0.27,No Attack
DER,Ex,1647153294.590103,0.44,No Attack
DCM,Ex,1647154194.590105,0.35,No Attack
DERAS,Ex,1647155094.590107,0.19,No Attack
DTM,Ex,1647155994.590109,0.16,No Attack
DER,Ex,1647156894.590111,0.15,No Attack
DCM,Ex,1647157794.590113,0.21,No Attack
DERAS,Ex,1647158694.590116,0.2,No Attack
DTM,Ex,1647159594.590118,0.44,No Attack
DER,Ex,1647160494.590120,0.34,No Attack
DCM,Ex,1647161394.590122,0.35,No Attack
DERAS,Ex,1647162294.590124,0.33,No Attack
DTM,Ex,1647163194.590126,0.16,No Attack
DER,Ex,1647164094.590129,0.24,No Attack
DCM,Ex,1647164994.590131,0.16,No Attack
DERAS,Ex,1647165894.590133,0.36,No Attack
DTM,Ex,1647166794.590135,0.38,No Attack
DER,Ex,1647167694.590137,0.17,No Attack
DCM,Ex,1647168594.590139,0.43,No Attack
DERAS,Ex,1647169494.590141,0.16,No Attack
DTM,Ex,1647170394.590144,0.31,No Attack
DER,Ex,1647171294.590146,0.15,No Attack
DCM,Ex,1647172194.590148,0.24,No Attack
DERAS,Ex,1647173094.590150,0.29,No Attack
DTM,Ex,1647173994.590152,0.26,No Attack
DER,Ex,1647174894.590154,0.38,No Attack
DCM,Ex,1647175794.590156,0.29,No Attack
DERAS,Ex,1647176694.590158,0.41,No Attack
DTM,Ex,1647177594.590161,0.44,No Attack
DER,Ex,1647178494.590163,0.39,No Attack
DCM,Ex,1647179394.590165,0.41,No Attack
DERAS,Ex,1647180294.590167,0.34,No Attack
DTM,Ex,1647181194.590169,0.39,No Attack
DER,Ex,1647182094.590171,0.23,No Attack
DCM,Ex,1647182994.590173,0.29,No Attack
DERAS,Ex,1647183894.590175,0.4,No Attack
DTM,Ex,1647184794.590177,0.44,No Attack
DER,Ex,1647185694.590180,0.31,No Attack
DCM,Ex,1647186594.590182,0.26,No Attack
DERAS,Ex,1647187494.590184,0.26,No Attack
DTM,Ex,1647188394.590186,0.32,No Attack
DER,Ex,1647189294.590188,0.43,No Attack
DCM,Ex,1647190194.590190,0.26,No Attack
DERAS,Ex,1647191094.590192,0.18,No Attack
DTM,Ex,1647191994.590195,0.24,No Attack
DER,Ex,1647192894.590197,0.39,No Attack
DCM,Ex,1647193794.590199,0.3,No Attack
DERAS,Ex,1647194694.590201,0.3,No Attack
DTM,Ex,1647195594.590203,0.18,No Attack
DER,Ex,1647196494.590205,0.38,No Attack
