Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647053129.229350,0.2,No Attack
DCM,Ex,1647056729.229357,0.31,No Attack
DERAS,Ex,1647060329.229360,0.34,No Attack
DTM,Ex,1647063929.229362,0.28,No Attack
DER,Ex,1647067529.229365,0.27,No Attack
DCM,Ex,1647071129.229367,0.34,No Attack
DERAS,Ex,1647074729.229369,0.18,No Attack
DTM,Ex,1647078329.229371,0.28,No Attack
DER,Ex,1647081929.229373,0.39,No Attack
DCM,Ex,1647085529.229375,0.15,No Attack
DERAS,Ex,1647089129.229377,0.33,No Attack
DTM,Ex,1647092729.229379,0.2,No Attack
DER,Ex,1647096329.229381,0.15,No Attack
DCM,Ex,1647099929.229383,0.35,No Attack
DERAS,Ex,1647103529.229385,0.2,No Attack
DTM,Ex,1647107129.229387,0.21,No Attack
DER,Ex,1647110729.229389,0.37,No Attack
DCM,Ex,1647114329.229391,0.35,No Attack
DERAS,Ex,1647117929.229393,0.29,No Attack
DTM,Ex,1647121529.229395,0.25,No Attack
DER,Ex,1647125129.229397,0.45,No Attack
DCM,Ex,1647128729.229399,0.29,No Attack
DERAS,Ex,1647132329.229401,0.4,No Attack
DTM,Ex,1647135929.229403,0.34,No Attack
DER,Ex,1647139529.229405,0.44,No Attack
DCM,Ex,1647143129.229407,0.33,No Attack
DERAS,Ex,1647146729.229409,0.29,No Attack
DTM,Ex,1647150329.229411,0.25,No Attack
DER,Ex,1647153929.229413,0.17,No Attack
DCM,Ex,1647157529.229415,0.2,No Attack
DERAS,Ex,1647161129.229417,0.32,No Attack
DTM,Ex,1647164729.229419,0.21,No Attack
DER,Ex,1647168329.229421,0.23,No Attack
DCM,Ex,1647171929.229423,0.15,No Attack
DERAS,Ex,1647175529.229425,0.36,No Attack
DTM,Ex,1647179129.229427,0.2,No Attack
DER,Ex,1647182729.229429,0.35,No Attack
DCM,Ex,1647186329.229431,0.25,No Attack
DERAS,Ex,1647189929.229433,0.36,No Attack
DTM,Ex,1647193529.229435,0.26,No Attack
DER,Ex,1647197129.229437,0.45,No Attack
