Actor,Message Eval Catagory,Current Time,Transit Time,Attack Status
DER,Ex,1647052503.895562,0.18,No Attack
DCM,Ex,1647053403.895569,0.25,No Attack
DERAS,Ex,1647054303.895573,0.24,No Attack
DTM,Ex,1647055203.895575,0.2,No Attack
DER,Ex,1647056103.895578,0.41,No Attack
DCM,Ex,1647057003.895580,0.24,No Attack
DERAS,Ex,1647057903.895582,0.18,No Attack
DTM,Ex,1647058803.895584,0.25,No Attack
DER,Ex,1647059703.895587,0.21,No Attack
DCM,Ex,1647060603.895589,0.29,No Attack
DERAS,Ex,1647061503.895591,0.37,No Attack
DTM,Ex,1647062403.895593,0.36,No Attack
DER,Ex,1647063303.895596,0.25,No Attack
DCM,Ex,1647064203.895598,0.17,No Attack
DERAS,Ex,1647065103.895600,0.32,No Attack
DTM,Ex,1647066003.895602,0.31,No Attack
DER,Ex,1647066903.895605,0.25,No Attack
DCM,Ex,1647067803.895607,0.17,No Attack
DERAS,Ex,1647068703.895609,0.34,No Attack
DTM,Ex,1647069603.895611,0.16,No Attack
DER,Ex,1647070503.895613,0.26,No Attack
DCM,Ex,1647071403.895616,0.42,No Attack
DERAS,Ex,1647072303.895618,0.39,No Attack
DTM,Ex,1647073203.895620,0.35,No Attack
DER,Ex,1647074103.895622,0.34,No Attack
DCM,Ex,1647075003.895624,0.45,No Attack
DERAS,Ex,1647075903.895626,0.16,No Attack
DTM,Ex,1647076803.895629,0.27,No Attack
DER,Ex,1647077703.895631,0.27,No Attack
DCM,Ex,1647078603.895633,0.24,No Attack
DERAS,Ex,1647079503.895635,0.37,No Attack
DTM,Ex,1647080403.895637,0.38,No Attack
DER,Ex,1647081303.895639,0.32,No Attack
DCM,Ex,1647082203.895641,0.26,No Attack
DERAS,Ex,1647083103.895643,0.27,No Attack
DTM,Ex,1647084003.895646,0.36,No Attack
DER,Ex,1647084903.895648,0.25,No Attack
DCM,Ex,1647085803.895650,0.45,No Attack
DERAS,Ex,1647086703.895652,0.28,No Attack
DTM,Ex,1647087603.895654,0.31,No Attack
DER,Ex,1647088503.895656,0.21,No Attack
DCM,Ex,1647089403.895658,0.24,No Attack
DERAS,Ex,1647090303.895661,0.34,No Attack
DTM,Ex,1647091203.895663,0.37,No Attack
DER,Ex,1647092103.895665,0.43,No Attack
DCM,Ex,1647093003.895667,0.33,No Attack
DERAS,Ex,1647093903.895669,0.41,No Attack
DTM,Ex,1647094803.895671,0.26,No Attack
DER,Ex,1647095703.895673,0.15,No Attack
DCM,Ex,1647096603.895676,0.41,No Attack
DERAS,Ex,1647097503.895678,0.38,No Attack
DTM,Ex,1647098403.895680,0.43,No Attack
DER,Ex,1647099303.895682,0.3,No Attack
DCM,Ex,1647100203.895684,0.37,No Attack
DERAS,Ex,1647101103.895686,0.31,No Attack
DTM,Ex,1647102003.895688,0.27,No Attack
DER,Ex,1647102903.895691,0.16,No Attack
DCM,Ex,1647103803.895693,0.45,No Attack
DERAS,Ex,1647104703.895695,0.37,No Attack
DTM,Ex,1647105603.895697,0.15,No Attack
DER,Ex,1647106503.895699,0.17,No Attack
DCM,Ex,1647107403.895701,0.3,No Attack
DERAS,Ex,1647108303.895703,0.43,No Attack
DTM,Ex,1647109203.895706,0.4,No Attack
DER,Ex,1647110103.895708,0.27,No Attack
DCM,Ex,1647111003.895710,0.24,No Attack
DERAS,Ex,1647111903.895712,0.34,No Attack
DTM,Ex,1647112803.895714,0.25,No Attack
DER,Ex,1647113703.895716,0.17,No Attack
DCM,Ex,1647114603.895718,0.17,No Attack
DERAS,Ex,1647115503.895721,0.43,No Attack
DTM,Ex,1647116403.895723,0.45,No Attack
DER,Ex,1647117303.895725,0.22,No Attack
DCM,Ex,1647118203.895727,0.44,No Attack
DERAS,Ex,1647119103.895729,0.18,No Attack
DTM,Ex,1647120003.895731,0.36,No Attack
DER,Ex,1647120903.895734,0.17,No Attack
DCM,Ex,1647121803.895736,0.39,No Attack
DERAS,Ex,1647122703.895738,0.15,No Attack
DTM,Ex,1647123603.895740,0.18,No Attack
DER,Ex,1647124503.895742,0.15,No Attack
DCM,Ex,1647125403.895744,0.38,No Attack
DERAS,Ex,1647126303.895746,0.4,No Attack
DTM,Ex,1647127203.895749,0.39,No Attack
DER,Ex,1647128103.895751,0.37,No Attack
DCM,Ex,1647129003.895753,0.43,No Attack
DERAS,Ex,1647129903.895755,0.24,No Attack
DTM,Ex,1647130803.895757,0.15,No Attack
DER,Ex,1647131703.895759,0.15,No Attack
DCM,Ex,1647132603.895762,0.26,No Attack
DERAS,Ex,1647133503.895764,0.4,No Attack
DTM,Ex,1647134403.895766,0.32,No Attack
DER,Ex,1647135303.895768,0.19,No Attack
DCM,Ex,1647136203.895770,0.22,No Attack
DERAS,Ex,1647137103.895772,0.44,No Attack
DTM,Ex,1647138003.895775,0.2,No Attack
DER,Ex,1647138903.895777,0.43,No Attack
DCM,Ex,1647139803.895779,0.18,No Attack
DERAS,Ex,1647140703.895781,0.33,No Attack
DTM,Ex,1647141603.895783,0.4,No Attack
DER,Ex,1647142503.895785,0.15,No Attack
DCM,Ex,1647143403.895787,0.28,No Attack
DERAS,Ex,1647144303.895790,0.18,No Attack
DTM,Ex,1647145203.895792,0.39,No Attack
DER,Ex,1647146103.895794,0.29,No Attack
DCM,Ex,1647147003.895796,0.21,No Attack
DERAS,Ex,1647147903.895798,0.31,No Attack
DTM,Ex,1647148803.895801,0.33,No Attack
DER,Ex,1647149703.895803,0.36,No Attack
DCM,Ex,1647150603.895805,0.15,No Attack
DERAS,Ex,1647151503.895807,0.25,No Attack
DTM,Ex,1647152403.895810,0.45,No Attack
DER,Ex,1647153303.895812,0.41,No Attack
DCM,Ex,1647154203.895814,0.39,No Attack
DERAS,Ex,1647155103.895816,0.19,No Attack
DTM,Ex,1647156003.895818,0.35,No Attack
