dataset5_40hr_10min_ideal5.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1648430248.895466,0.43,0.1,0,0.0,0.1,1.0,1,0,1,1648430248.895466,1648430248.895466,0.001,0.43,0.215,0,0,0,0,0.17349351572897476,0.0,100000.0,Do nothing
DCM,Ex,1648430848.895474,0.29,0.1,0,0.0,0.1,1.0,1,0,1,1648430848.895474,1648430848.895474,0.001,0.29,0.09666666666666666,0,0,0,0,0.07926747967062744,0.0,100000.0,Do nothing
DERAS,Ex,1648431448.895477,0.3,0.1,0,0.0,0.1,1.0,1,0,1,1648431448.895477,1648431448.895477,0.001,0.3,0.075,0,0,0,0,0.07071067811865475,0.0,100000.0,Do nothing
DTM,Ex,1648432048.895479,0.18,0.1,0,0.0,0.1,1.0,1,0,1,1648432048.895479,1648432048.895479,0.001,0.18,0.036,0,0,0,0,0.029999999999999995,0.0,100000.0,Do nothing
DER,Ex,1648432648.895481,0.23,0.2,0,0.0,0.07930215114038887,1.0,2,0,2,1648432648.895481,1648430248.895466,0.0008333333281179269,0.23,0.2175,2400.0000150203705,0,0,0,0.20690577565645674,0.001,2400.0000150203705,Do nothing
DCM,Ex,1648433248.895483,0.32,0.2,0,0.0,0.07930215133733788,1.0,2,0,2,1648433248.895483,1648430848.895474,0.0008333333301875326,0.32,0.12857142857142856,2400.000009059906,0,0,0,0.09755747186894664,0.001,2400.000009059906,Do nothing
DERAS,Ex,1648433848.895485,0.38,0.2,0,0.0,0.07930215137672769,1.0,2,0,2,1648433848.895485,1648431448.895477,0.0008333333306014538,0.38,0.113125,2400.000007867813,0,0,0,0.01991051409252336,0.001,2400.000007867813,Do nothing
DTM,Ex,1648434448.895487,0.18,0.2,0,0.0,0.07930215136884973,1.0,2,0,2,1648434448.895487,1648432048.895479,0.0008333333305186695,0.18,0.052,2400.0000081062317,0,0,0,0.057096409694480786,0.001,2400.0000081062317,Do nothing
DER,Ex,1648435048.895489,0.31,0.23790645342116662,0,0.0,0.08705751431921628,1.0,3,0,3,1648435048.895489,1648430248.895466,0.0006249999970197677,0.31,0.22675,2400.000007867813,0,0,0,0.14835205874315777,0.001,2400.000007867813,Do nothing
DCM,Ex,1648435648.895491,0.33,0.23790645401201366,0,0.0,0.08705751442732113,1.0,3,0,3,1648435648.895491,1648430848.895474,0.0006249999977958699,0.33,0.14688311688311687,2400.000007867813,0,0,0,0.0896725645399351,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648436248.895493,0.34,0.23790645413018308,0,0.0,0.08705751443596951,1.0,3,0,3,1648436248.895493,1648431448.895477,0.0006249999979200463,0.34,0.13203125000000002,2400.0000081062317,0,0,0,0.07064234501409837,0.001,2400.000007867813,Do nothing
DTM,Ex,1648436848.895495,0.41,0.2379064541065492,0,0.0,0.0870575144446179,1.0,3,0,3,1648436848.895495,1648432048.895479,0.0006249999979200463,0.41,0.07953846153846154,2400.000007867813,0,0,0,0.0748562725391903,0.001,2400.000007867813,Do nothing
DER,Ex,1648437448.895497,0.39,0.3482300572768651,0,0.0,0.10070513673538135,1.0,4,0,4,1648437448.895497,1648430248.895466,0.0005555555531640111,0.39,0.2384107142857143,2400.0000081062317,0,0,0,0.11593871533825842,0.001,2400.000007867813,Do nothing
DCM,Ex,1648438048.895499,0.19,0.3482300577092845,0,0.0,0.10070513681874933,1.0,4,0,4,1648438048.895499,1648430848.895474,0.0005555555536239235,0.19,0.14975757575757573,2400.0000081062317,0,0,0,0.1005575059233585,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648438648.895501,0.38,0.34823005774387805,0,0.0,0.1007051368454271,1.0,4,0,4,1648438648.895501,1648431448.895477,0.000555555553715906,0.38,0.14752929687500002,2400.000007867813,0,0,0,0.059610497886977386,0.001,2400.000007867813,Do nothing
DTM,Ex,1648439248.895503,0.45,0.3482300577784716,0,0.0,0.10070513683208822,1.0,4,0,4,1648439248.895503,1648432048.895479,0.0005555555536975095,0.45,0.10133031674208146,2400.0000081062317,0,0,0,0.06392249973875144,0.001,2400.000007867813,Do nothing
DER,Ex,1648439848.895505,0.33,0.5035256836769068,0,0.0,0.11520792501726448,1.0,5,0,5,1648439848.895505,1648430248.895466,0.0005208333312249225,0.33,0.24349900793650794,2400.000007867813,0,0,0,0.11200697027963553,0.001,2400.000007867813,Do nothing
DCM,Ex,1648440448.895507,0.36,0.5035256840937467,0,0.0,0.11520792507448886,1.0,5,0,5,1648440448.895507,1648430848.895474,0.0005208333315353634,0.36,0.160822966507177,2400.0000081062317,0,0,0,0.06877325617963888,0.001,2400.000007867813,Do nothing
