dataset1_40hr_10min_ideal3.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1648428305.405003,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1648428305.405003,1648428305.405003,0.001,0.39,0.195,0,0,0,0,0.20712315177207977,0.0,100000.0,Do nothing
DCM,Ex,1648428905.405011,0.16,0.1,0,0.0,0.1,1.0,1,0,1,1648428905.405011,1648428905.405011,0.001,0.16,0.05333333333333334,0,0,0,0,0.11775681155103797,0.0,100000.0,Do nothing
DERAS,Ex,1648429505.405014,0.21,0.1,0,0.0,0.1,1.0,1,0,1,1648429505.405014,1648429505.405014,0.001,0.21,0.0525,0,0,0,0,0.05291502622129183,0.0,100000.0,Do nothing
DTM,Ex,1648430105.405016,0.37,0.1,0,0.0,0.1,1.0,1,0,1,1648430105.405016,1648430105.405016,0.001,0.37,0.074,0,0,0,0,0.12539936203984453,0.0,100000.0,Do nothing
DER,Ex,1648430705.405019,0.29,0.2,0,0.0,0.07930215110887702,1.0,2,0,2,1648430705.405019,1648428305.405003,0.00083333332778679,0.29,0.21083333333333334,2400.000015974045,0,0,0,0.1914593081222918,0.001,2400.000015974045,Do nothing
DCM,Ex,1648431305.405021,0.44,0.2,0,0.0,0.07930215130582603,1.0,2,0,2,1648431305.405021,1648428905.405011,0.0008333333298563957,0.44,0.10857142857142857,2400.0000100135803,0,0,0,0.10129322514520633,0.001,2400.0000100135803,Do nothing
DERAS,Ex,1648431905.405023,0.17,0.2,0,0.0,0.07930215133733788,1.0,2,0,2,1648431905.405023,1648429505.405014,0.0008333333301875326,0.17,0.0671875,2400.000009059906,0,0,0,0.08212577462126526,0.001,2400.000009059906,Do nothing
DTM,Ex,1648432505.405025,0.34,0.2,0,0.0,0.07930215133733788,1.0,2,0,2,1648432505.405025,1648430105.405016,0.0008333333301875326,0.34,0.10355555555555555,2400.000009059906,0,0,0,0.04049005364832755,0.001,2400.000009059906,Do nothing
DER,Ex,1648433105.405027,0.43,0.23790645332663107,0,0.0,0.08705751430191953,1.0,3,0,3,1648433105.405027,1648428305.405003,0.0006249999968955915,0.43,0.23275,2400.000007867813,0,0,0,0.12405569239182383,0.001,2400.000007867813,Do nothing
DCM,Ex,1648433705.405029,0.18,0.2379064539174781,0,0.0,0.08705751440570016,1.0,3,0,3,1648433705.405029,1648428905.405011,0.0006249999976406495,0.18,0.11506493506493505,2400.0000081062317,0,0,0,0.10109786951651958,0.001,2400.0000081062317,Do nothing
DERAS,Ex,1648434305.405031,0.2,0.23790645401201366,0,0.0,0.08705751442732113,1.0,3,0,3,1648434305.405031,1648429505.405014,0.0006249999977958699,0.2,0.07825520833333333,2400.000007867813,0,0,0,0.06855171129309698,0.001,2400.000007867813,Do nothing
DTM,Ex,1648434905.405033,0.25,0.23790645401201366,0,0.0,0.08705751442299695,1.0,3,0,3,1648434905.405033,1648430105.405016,0.0006249999977648258,0.25,0.11482051282051281,2400.0000081062317,0,0,0,0.08073072613602668,0.001,2400.0000081062317,Do nothing
DER,Ex,1648435505.405036,0.23,0.34823005720767813,0,0.0,0.10070513666868701,1.0,4,0,4,1648435505.405036,1648428305.405003,0.0005555555530168392,0.23,0.23255357142857144,2400.000009059906,0,0,0,0.1339305421100434,0.001,2400.000007867813,Do nothing
DCM,Ex,1648436105.405038,0.26,0.3482300576228006,0,0.0,0.10070513675872442,1.0,4,0,4,1648436105.405038,1648428905.405011,0.0005555555534583551,0.26,0.12472727272727271,2400.000009059906,0,0,0,0.07885074319975675,0.001,2400.0000081062317,Do nothing
DERAS,Ex,1648436705.405040,0.35,0.3482300577092845,0,0.0,0.10070513676539386,1.0,4,0,4,1648436705.40504,1648429505.405014,0.0005555555535503376,0.35,0.0952392578125,2400.000009059906,0,0,0,0.0029278061088659144,0.001,2400.000007867813,Do nothing
