dataset1_40hr_10min_flawed2.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DERAS,Dis,1648428298.252149,0.32,-1.0,0,0.1,0.1,1.0,0,1,1,1648428298.252149,1648428298.252149,0.001,0.32,0.16,0,0,0,0,0.24,0.0,100000.0,Do nothing
DTM,N,1648428898.252158,0.35,-1.0,0,0.1,0.1,1.0,0,1,1,1648428898.252158,1648428898.252158,0.001,0.35,0.11666666666666665,0,0,0,0,0.05400617248673215,0.0,100000.0,Do nothing
DERAS,Ux,1648429498.252162,0.33,-2.0,0,0.3172086031435225,0.15860430157176125,1.0,0,2,2,1648429498.252162,1648428298.252149,0.0016666666487852734,0.33,0.2025,1200.0000128746033,0,0,0,0.22090722034374521,0.001,1200.0000128746033,Do nothing
DTM,Ind,1648430098.252165,0.22,-2.0,0,0.31720860465609096,0.15860430232804548,1.0,0,2,2,1648430098.252165,1648428898.252158,0.0016666666567325592,0.22,0.13733333333333334,1200.0000071525574,0,0,0,0.16926310879810758,0.001,1200.0000071525574,Do nothing
DER,Ux,1648430698.252168,0.36,-1.0,0,0.1,0.1,1.0,0,1,1,1648430698.252168,1648430698.252168,0.001,0.36,0.06,0,0,0,0,0.117983049630021,0.0,100000.0,Do nothing
DTM,Dis,1648431298.252171,0.36,-4.758129069841364,0,0.3134070531992909,0.10446901773309697,1.0,0,3,3,1648431298.252171,1648428898.252158,0.0012499999931703011,0.36,0.16914285714285718,1200.0000059604645,0,0,0,0.12178044256150573,0.0016666666567325592,1200.0000059604645,Do nothing
DTM,Dis,1648431898.252174,0.24,-4.178760709323878,0,0.5800615905192514,0.14501539762981286,1.0,0,4,4,1648431898.252174,1648428898.252158,0.0013333333262337578,0.24,0.17800000000000002,600.000002861023,0,0,0,0.15165481750827897,0.0016666666567325592,600.000002861023,Do nothing
DTM,Err,1648432498.252178,0.29,-7.250769881490643,0,0.9216634024042019,0.18433268048084037,1.0,0,5,5,1648432498.252178,1648428898.252158,0.001388888881162361,0.29,0.19044444444444447,600.0000040531158,0,0,0,0.14051887971214247,0.0016666666567325592,600.000002861023,Do nothing
DERAS,Ux,1648433098.252180,0.29,-4.7581290471528375,0,0.05223450936123622,0.017411503120412074,1.0,0,3,3,1648433098.25218,1648428298.252149,0.0006249999959642688,0.29,0.21125000000000002,3600.000018119812,0,0,0,0.1437107434319988,0.0016666666487852734,1200.0000128746033,Do nothing
DTM,N,1648433698.252184,0.24,-11.059960828850421,0,0.5831590036688954,0.09719316727814924,1.0,0,6,6,1648433698.252184,1648428898.252158,0.0012499999932323892,0.24,0.19494949494949498,1200.0000059604645,0,0,0,0.13529824892294862,0.0016666666567325592,600.000002861023,Do nothing
DER,Ux,1648434298.252186,0.2,-2.0,0,0.1057362016500672,0.0528681008250336,1.0,0,2,2,1648434298.252186,1648430698.252168,0.0005555555527592883,0.2,0.07166666666666666,3600.000018119812,0,0,0,0.06300553126271509,0.001,3600.000018119812,Do nothing
DTM,Err,1648434898.252189,0.3,-6.803521709470447,0,0.7235141811953977,0.10335916874219966,1.0,0,7,7,1648434898.252189,1648428898.252158,0.0011666666606399748,0.3,0.20303030303030306,1200.0000050067902,0,0,0,0.11955303966411433,0.0016666666567325592,600.000002861023,Do nothing
DERAS,Ux,1648435498.252193,0.34,-0.696460124816483,0,0.1208461658231809,0.030211541455795226,1.0,0,4,4,1648435498.252193,1648428298.252149,0.0005555555521706005,0.34,0.22044642857142857,2400.0000128746033,0,0,0,0.11657662668867155,0.0016666666487852734,1200.0000128746033,Do nothing
DCM,Dis,1648436098.252196,0.39,-1.0,0,0.1,0.1,1.0,0,1,1,1648436098.252196,1648436098.252196,0.001,0.39,0.026000000000000002,0,0,0,0,0.09490596850115833,0.0,100000.0,Do nothing
DER,Dis,1648436698.252199,0.4,-1.586043024751008,0,0.20893803428309457,0.06964601142769819,1.0,0,3,3,1648436698.252199,1648430698.252168,0.0004999999974171321,0.4,0.09218749999999998,2400.0000128746033,0,0,0,0.051085440413313705,0.001,2400.0000128746033,Do nothing
DERAS,N,1648437298.252202,0.41,-1.5105770727897614,0,0.2457769102897631,0.04915538205795262,1.0,0,5,5,1648437298.252202,1648428298.252149,0.000555555552288338,0.41,0.2315966386554622,1800.000009059906,0,0,0,0.0980687496000089,0.0016666666487852734,1200.0000128746033,Do nothing
DER,Ux,1648437898.252205,0.45,-2.785840457107928,0,0.4028205466480702,0.10070513666201755,1.0,0,4,4,1648437898.252205,1648430698.252168,0.0005555555527040987,0.45,0.11206597222222221,1200.0000059604645,0,0,0,0.053659960304395335,0.001,1200.0000059604645,Do nothing
DERAS,Ux,1648438498.252208,0.23,-2.949322923477157,0,0.5488555353937895,0.09147592256563158,1.0,0,6,6,1648438498.252208,1648428298.252149,0.0005882352907214885,0.23,0.23151260504201687,1200.0000059604645,0,0,0,0.11349983649835829,0.0016666666487852734,1200.0000059604645,Do nothing
DTM,Dis,1648439098.252211,0.25,-8.268733499375973,0,0.17730686603967577,0.02216335825495947,1.0,0,8,8,1648439098.252211,1648428898.252158,0.0007843137214019729,0.25,0.2053787878787879,4200.000022172928,0,0,0,0.1009524024469384,0.0016666666567325592,600.000002861023,Do nothing
DERAS,Dis,1648439698.252214,0.27,-6.403314579594211,0,0.7615938777219433,0.10879912538884905,1.0,0,7,7,1648439698.252214,1648428298.252149,0.0006140350842263083,0.27,0.23334533813525415,1200.0000059604645,0,0,0,0.10558260782358965,0.0016666666487852734,1200.0000059604645,Do nothing
DER,Dis,1648440298.252217,0.18,-5.035256833100878,0,0.2880198122069678,0.05760396244139356,1.0,0,5,5,1648440298.252217,1648430698.252168,0.000520833330668716,0.18,0.11515388257575757,2400.0000121593475,0,0,0,0.07000876053199735,0.001,1200.0000059604645,Do nothing
DER,Ind,1648440898.252220,0.41,-3.456237746483614,0,0.9147592164620899,0.1524598694103483,1.0,0,6,6,1648440898.25222,1648430698.252168,0.0005882352911202277,0.41,0.12797327898550726,600.000002861023,0,0,0,0.017947360962710164,0.001,600.000002861023,Do nothing
DER,Err,1648441498.252224,0.24,-10.672190858724381,0,1.3398410648114873,0.19140586640164106,1.0,0,7,7,1648441498.252224,1648430698.252168,0.0006481481447856777,0.24,0.13264105902777779,600.0000040531158,0,0,0,0.06780876113212726,0.001,600.000002861023,Do nothing
DERAS,Err,1648442098.252227,0.3,-8.703930031107923,0,0.4586851554437114,0.057335644430463927,1.0,0,8,8,1648442098.252227,1648428298.252149,0.0005797101416524733,0.3,0.23601152460984398,2400.000013113022,0,0,0,0.09487165146713133,0.0016666666487852734,1200.0000059604645,Do nothing
DCM,Dis,1648442698.252229,0.24,-2.0,0,0.057674291811905455,0.028837145905952728,1.0,0,2,2,1648442698.252229,1648436098.252196,0.0003030303015196619,0.24,0.03423076923076923,6600.000032901764,0,0,0,0.026175737444611383,0.001,6600.000032901764,Do nothing
DERAS,Ind,1648443298.252232,0.43,-5.160207998741753,0,1.1740847948477895,0.13045386609419884,1.0,0,9,9,1648443298.252232,1648428298.252149,0.0005999999966812134,0.43,0.24319628295762752,1200.0000050067902,0,0,0,0.07839280739668081,0.0016666666487852734,1200.0000050067902,Do nothing
DCM,Ind,1648443898.252235,0.39,-0.8651143771785819,0,0.16072156486262584,0.05357385495420861,1.0,0,3,3,1648443898.252235,1648436098.252196,0.0003846153826991012,0.39,0.046936813186813184,1200.0000059604645,0,0,0,0.05831370679770238,0.001,1200.0000059604645,Do nothing
DCM,N,1648444498.252238,0.45,-2.1429541981683444,0,0.3452747543171411,0.08631868857928528,1.0,0,4,4,1648444498.252238,1648436098.252196,0.0004761904738116967,0.45,0.060835543766578244,600.0000030994415,0,0,0,0.0656132854304446,0.001,600.0000030994415,Do nothing
DERAS,Ux,1648445098.252241,0.39,-13.045386609419884,0,0.9368317668389764,0.09368317668389764,1.0,0,10,10,1648445098.252241,1648428298.252149,0.0005952380919858577,0.39,0.24808974019237326,1800.0000088214874,0,0,0,0.08112066162797414,0.0016666666487852734,1200.0000050067902,Do nothing
DER,Err,1648445698.252244,0.25,-15.312469312131284,0,0.20094778044511194,0.025118472555638992,1.0,0,8,8,1648445698.252244,1648430698.252168,0.0005333333306291368,0.25,0.13642683131720432,4200.000020027161,0,0,0,0.05974587742378793,0.001,600.000002861023,Do nothing
