dataset4_40hr_10min_ideal5.csv,27/03/2022
Actor,Message Eval Catagory,Current Time,Transit Time,trust score,reputation,distrust score,certainty,relative factor of certainty,expected message count,unexpected message count,total message count,time stamp,registration date,communication frequency,message transit time,average transit time,time since last communication,timeout count,alert count,other action count,SD transit time,Max CommFreq,Min TSLC,DTM response
DER,Ex,1648429972.186128,0.39,0.1,0,0.0,0.1,1.0,1,0,1,1648429972.186128,1648429972.186128,0.001,0.39,0.195,0,0,0,0,0.20712315177207977,0.0,100000.0,Do nothing
DCM,Ex,1648430572.186136,0.15,0.1,0,0.0,0.1,1.0,1,0,1,1648430572.186136,1648430572.186136,0.001,0.15,0.049999999999999996,0,0,0,0,0.11726039399558573,0.0,100000.0,Do nothing
DERAS,Ex,1648431172.186139,0.34,0.1,0,0.0,0.1,1.0,1,0,1,1648431172.186139,1648431172.186139,0.001,0.34,0.085,0,0,0,0,0.1009950493836208,0.0,100000.0,Do nothing
DTM,Ex,1648431772.186141,0.24,0.1,0,0.0,0.1,1.0,1,0,1,1648431772.186141,1648431772.186141,0.001,0.24,0.048,0,0,0,0,0.04898979485566356,0.0,100000.0,Do nothing
DER,Ex,1648432372.186144,0.2,0.2,0,0.0,0.07930215110099904,1.0,2,0,2,1648432372.186144,1648429972.186128,0.0008333333277040058,0.2,0.19583333333333333,2400.0000162124634,0,0,0,0.19739976359323905,0.001,2400.0000162124634,Do nothing
DCM,Ex,1648432972.186146,0.21,0.2,0,0.0,0.07930215130582603,1.0,2,0,2,1648432972.186146,1648430572.186136,0.0008333333298563957,0.21,0.07285714285714286,2400.0000100135803,0,0,0,0.08088792952509752,0.001,2400.0000100135803,Do nothing
DERAS,Ex,1648433572.186148,0.43,0.2,0,0.0,0.07930215134521584,1.0,2,0,2,1648433572.186148,1648431172.186139,0.0008333333302703169,0.43,0.12812500000000002,2400.0000088214874,0,0,0,0.053752076371854786,0.001,2400.0000088214874,Do nothing
DTM,Ex,1648434172.186150,0.31,0.2,0,0.0,0.07930215133733788,1.0,2,0,2,1648434172.18615,1648431772.186141,0.0008333333301875326,0.31,0.0771111111111111,2400.000009059906,0,0,0,0.02266298989787341,0.001,2400.000009059906,Do nothing
DER,Ex,1648434772.186152,0.31,0.23790645330299715,0,0.0,0.08705751429759534,1.0,3,0,3,1648434772.186152,1648429972.186128,0.0006249999968645474,0.31,0.20725,2400.000007867813,0,0,0,0.1381859991836017,0.001,2400.000007867813,Do nothing
DCM,Ex,1648435372.186154,0.37,0.2379064539174781,0,0.0,0.08705751441002434,1.0,3,0,3,1648435372.186154,1648430572.186136,0.0006249999976716935,0.37,0.09987012987012987,2400.000007867813,0,0,0,0.03173756019722889,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648435972.186156,0.2,0.23790645403564753,0,0.0,0.08705751442732113,1.0,3,0,3,1648435972.186156,1648431172.186139,0.0006249999977958699,0.2,0.13411458333333334,2400.0000081062317,0,0,0,0.10433320021290762,0.001,2400.0000081062317,Do nothing
DTM,Ex,1648436572.186159,0.23,0.23790645401201366,0,0.0,0.08705751441002434,1.0,3,0,3,1648436572.186159,1648431772.186141,0.0006249999976716935,0.23,0.08887179487179488,2400.0000088214874,0,0,0,0.06690001895076365,0.001,2400.0000088214874,Do nothing
DER,Ex,1648437172.186161,0.19,0.34823005719038136,0,0.0,0.10070513666535229,1.0,4,0,4,1648437172.186161,1648429972.186128,0.0005555555529984427,0.19,0.2060178571428571,2400.000009059906,0,0,0,0.12688436805667927,0.001,2400.000007867813,Do nothing
DCM,Ex,1648437772.186163,0.31,0.34823005764009735,0,0.0,0.10070513675205497,1.0,4,0,4,1648437772.186163,1648430572.186136,0.0005555555534767516,0.31,0.11387878787878788,2400.000009059906,0,0,0,0.05900274094028426,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648438372.186165,0.32,0.3482300577092845,0,0.0,0.10070513677539802,1.0,4,0,4,1648438372.186165,1648431172.186139,0.0005555555535503376,0.32,0.145732421875,2400.000009059906,0,0,0,0.07582835377423877,0.001,2400.0000081062317,Do nothing
DTM,Ex,1648438972.186167,0.34,0.34823005764009735,0,0.0,0.10070513681541464,1.0,4,0,4,1648438972.186167,1648431772.186141,0.0005555555535503376,0.34,0.10364404223227754,2400.0000081062317,0,0,0,0.03378281042990631,0.001,2400.0000081062317,Do nothing
DER,Ex,1648439572.186169,0.15,0.5035256833267614,0,0.0,0.11520792499151349,1.0,5,0,5,1648439572.186169,1648429972.186128,0.0005208333311085072,0.15,0.20290575396825394,2400.000007867813,0,0,0,0.11148949635033747,0.001,2400.000007867813,Do nothing
DCM,Ex,1648440172.186171,0.16,0.5035256837602748,0,0.0,0.11520792505159909,1.0,5,0,5,1648440172.186171,1648430572.186136,0.0005208333314318831,0.16,0.1163062200956938,2400.0000081062317,0,0,0,0.0777913256219269,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648440772.186173,0.4,0.5035256838769901,0,0.0,0.11520792507735007,1.0,5,0,5,1648440772.186173,1648431172.186139,0.0005208333314965582,0.4,0.15844580078124998,2400.000007867813,0,0,0,0.054646601248023875,0.001,2400.000007867813,Do nothing
DTM,Ex,1648441372.186175,0.32,0.5035256840770732,0,0.0,0.11520792507448886,1.0,5,0,5,1648441372.186175,1648431772.186141,0.0005208333314836233,0.32,0.11394670688788337,2400.0000081062317,0,0,0,0.04728255513517231,0.001,2400.0000081062317,Do nothing
DER,Ex,1648441972.186177,0.22,0.6912475499490809,0,0.0,0.12959088911587097,1.0,6,0,6,1648441972.186177,1648429972.186128,0.0004999999979535738,0.22,0.20368276515151515,2400.0000081062317,0,0,0,0.09757098295832557,0.001,2400.000007867813,Do nothing
DCM,Ex,1648442572.186179,0.41,0.6912475503095945,0,0.0,0.12959088919568792,1.0,6,0,6,1648442572.186179,1648430572.186136,0.0004999999982118607,0.41,0.1290755148741419,2400.000007867813,0,0,0,0.01984149132199352,0.001,2400.000007867813,Do nothing
DERAS,Ex,1648443172.186182,0.3,0.6912475504641005,0,0.0,0.12959088913131944,1.0,6,0,6,1648443172.186182,1648431172.186139,0.0004999999982118607,0.3,0.16434389241536454,2400.000009059906,0,0,0,0.07279441947368229,0.001,2400.000007867813,Do nothing
DTM,Ex,1648443772.186184,0.42,0.6912475504469332,0,0.0,0.12959088915706682,1.0,6,0,6,1648443772.186184,1648431772.186141,0.0004999999982118607,0.42,0.12618883861236804,2400.0000088214874,0,0,0,0.009902744768330892,0.001,2400.0000081062317,Do nothing
DER,Ex,1648444372.186186,0.29,0.9071362238110967,0,0.0,0.14355440017993557,1.0,7,0,7,1648444372.186186,1648429972.186128,0.00048611110914728524,0.29,0.20700265879953378,2400.000009059906,0,0,0,0.08531603851409726,0.001,2400.000007867813,Do nothing
